CaseID,Feature__INTENSITY-BASED_MeanIntensity(IBSI:Q4LE)[],Feature__INTENSITY-BASED_IntensityVariance(IBSI:ECT3)[],Feature__INTENSITY-BASED_IntensitySkewness(IBSI:KE2A)[],Feature__INTENSITY-BASED_IntensityKurtosis(IBSI:IPH6)[],Feature__INTENSITY-BASED_MedianIntensity(IBSI:Y12H)[],Feature__INTENSITY-BASED_MinimumIntensity(IBSI:1GSF)[],Feature__INTENSITY-BASED_10thIntensityPercentile(IBSI:QG58)[],Feature__INTENSITY-BASED_25thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_50thIntensityPercentile(IBSI:Y12H)[],Feature__INTENSITY-BASED_75thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_90thIntensityPercentile(IBSI:8DWT)[],Feature__INTENSITY-BASED_StandardDeviation(IBSI:No)[],Feature__INTENSITY-BASED_MaximumIntensity(IBSI:84IY)[],Feature__INTENSITY-BASED_IntensityInterquartileRange(IBSI:SALO)[],Feature__INTENSITY-BASED_IntensityRange(IBSI:2OJQ)[],Feature__INTENSITY-BASED_IntensityBasedMeanAbsoluteDeviation(IBSI:4FUA)[],Feature__INTENSITY-BASED_IntensityBasedRobustMeanAbsoluteDeviation(IBSI:1128)[],Feature__INTENSITY-BASED_IntensityBasedMedianAbsoluteDeviation(IBSI:N72L)[],Feature__INTENSITY-BASED_IntensityBasedCoefficientOfVariation(IBSI:7TET)[],Feature__INTENSITY-BASED_IntensityBasedQuartileCoefficientOfDispersion(IBSI:9S40)[],Feature__INTENSITY-BASED_AreaUnderCurveCIVH(IBSI:No)[],Feature__INTENSITY-BASED_IntensityBasedEnergy(IBSI:N8CA)[],Feature__INTENSITY-BASED_RootMeanSquareIntensity(IBSI:5ZWQ)[]
6 Benign,102.60691542288572,2984.7970765550363,0.1538492424921064,-1.067077074,93.0,0.0,28.0,61.0,93.0,152.0,181.0,54.63329640937874,217.0,91.0,217.0,46.77676744141747,37.34402793391545,46.27597014925373,0.5324523808576861,0.4272300469483568,351.2554236629355,271610821.0,116.24532751536394
6 Malignant,144.18361433087458,954.9402276461112,-0.022672627,-0.498384692,142.0,46.0,105.0,122.0,142.0,167.0,187.0,30.902107171617136,230.0,45.0,184.0,25.279095755689607,18.542189815614243,25.24688268352652,0.2143246811714856,0.1557093425605536,417.3810219639134,1980952154.0,147.4579766210039
7 Benign,137.9249622182787,1283.409344034019,-0.301473071,-0.316736297,140.0,0.0,88.0,114.0,140.0,165.0,182.0,35.82470298598468,227.0,51.0,227.0,29.411290994362957,21.97455649962795,29.37403903015967,0.2597405314441113,0.1827956989247312,492.7361911919404,1236190946.0,142.50159489264635
7 Malignant,138.7791102292015,1174.0951699787258,0.1319785134387951,-1.197189994,134.0,53.0,95.0,109.0,134.0,170.0,185.0,34.26507215779249,220.0,61.0,167.0,30.32611477673112,25.01873869498325,30.202916055560348,0.2469036737676282,0.2186379928315412,364.71953185662574,1421084646.0,142.9466215270141
8 Benign,131.99451099178685,1116.5356346556923,-0.547708665,0.5005467009857489,132.0,13.0,88.0,114.0,132.0,155.0,175.0,33.414602117273404,212.0,41.0,199.0,25.91539616123112,17.888046576573135,25.91524163568773,0.2531514520278239,0.1524163568773234,413.5115700582725,2019740786.0,136.15831434993672
8 Malignant,121.56673392202114,1460.183039946646,0.036792935,-0.738923452,121.0,13.0,69.0,93.0,121.0,150.0,175.0,38.21234146119086,215.0,57.0,202.0,31.4532523,23.771068491047,31.449145965903984,0.3143322208993632,0.2345679012345679,386.8289779874819,1987919764.0,127.43097675374808
9 Benign,128.5066391941393,2016.080656470547,-0.53054444,-0.385327787,134.0,0.0,61.0,101.0,134.0,164.0,181.0,44.900786813490775,223.0,63.0,223.0,36.44005668965993,26.72280920549457,36.19329975579976,0.3494044128386055,0.2377358490566037,451.2348054506029,971270418.0,136.12507841482855
9 Malignant,132.1193902725555,1930.146107804948,-0.438329549,-0.74141481,138.0,0.0,69.0,98.0,138.0,170.0,182.0,43.93342813627168,227.0,72.0,227.0,37.25523667252455,28.86373412322332,37.06405662593985,0.332528239,0.2686567164179104,472.1222102803436,1320087224.0,139.23246530101014
10 Benign,127.85869565217423,1483.608132254848,-0.288935553,-0.780598993,130.0,0.0,75.0,96.0,130.0,160.0,176.0,38.51763404279718,208.0,64.0,208.0,32.52687219765139,25.35916190394768,32.476284584980235,0.3012515796937287,0.25,418.7602519762792,396999496.0,133.53446815758872
10 Malignant,162.86370438507564,991.5046188154398,-0.199328362,-0.834462853,166.0,53.0,119.0,137.0,166.0,187.0,204.0,31.488166329836357,243.0,50.0,190.0,26.632331131383577,20.55015321120348,26.537391196902718,0.1933406000356322,0.1543209876543209,486.4504823632274,4008434047.0,165.87974808530478
11 Benign,139.79377066762058,1009.2713938524784,-0.225649321,-0.535712059,140.0,22.0,98.0,117.0,140.0,165.0,180.0,31.76903199426256,221.0,48.0,199.0,26.703411663112263,20.51497416889647,26.70171597104299,0.2272564209588274,0.1702127659574468,437.5955521326725,459903027.0,143.35818676072748
11 Malignant,110.72956299353945,2979.988085,-0.040176261,-1.071944082,114.0,0.0,38.0,64.0,114.0,155.0,186.0,54.58926712377187,218.0,91.0,218.0,46.68052871049839,36.78080071106435,46.633906137832014,0.4929963204763745,0.4155251141552511,380.5620891847476,679383895.0,123.4545430749743
12 Benign,165.67921686747007,820.7952264090602,-0.645381715,0.1200294899492639,170.0,38.0,126.0,148.0,170.0,188.0,197.0,28.649524017146607,227.0,40.0,189.0,23.20574174926345,16.85673346318918,23.01581325301205,0.1729216528109491,0.119047619047619,491.75376506023406,525603242.0,168.13803296169252
12 Malignant,135.6375812427855,854.6088883244489,-0.07880656,-0.025916475,133.0,22.0,99.0,118.0,133.0,157.0,174.0,29.233694400886947,222.0,39.0,200.0,23.28848181030737,16.270815510466964,23.218824029642228,0.2155279837124187,0.1418181818181818,426.9712764988486,633896697.0,138.7521615461108
13 Benign,140.50652033172136,2200.5379310955923,0.001776948,-0.782548565,139.0,22.0,77.0,106.0,139.0,174.0,207.0,46.90989161249035,251.0,68.0,229.0,38.82688768104589,29.275406093689192,38.81249807318802,0.3338627381970669,0.2428571428571428,506.2446237128722,1423505542.0,148.13041614342305
13 Malignant,119.2690614,2107.012393176831,0.2157539842865567,-1.340488651,110.0,22.0,64.0,79.0,110.0,164.0,184.0,45.90220466575469,220.0,85.0,198.0,40.876882794727344,34.06918704006436,40.48128411524908,0.3848626302917432,0.3497942386831276,372.07650344604673,1890998343.0,127.79718850518324
14 Benign,160.8455926111051,589.2061209853305,-0.494660461,-0.23913015,166.0,50.0,126.0,144.0,166.0,178.0,189.0,24.273568361189305,230.0,34.0,180.0,19.83578873388279,14.48152087914276,19.49116855911829,0.1509122380485631,0.1055900621118012,455.17526378275375,2223159195.0,162.66687057727384
14 Malignant,132.69631660207293,1631.9786841670175,0.1623258153947556,-1.190753752,127.0,28.0,83.0,96.0,127.0,170.0,188.0,40.39775592984117,222.0,74.0,194.0,35.63316638691719,29.332635839324443,35.43585089958093,0.3044376585899151,0.2781954887218045,405.2456606248322,3053145597.0,138.7093764816379
15 Benign,141.36184854416382,1234.2554431696435,-0.021332398,-0.63444433,144.0,38.0,95.0,114.0,144.0,166.0,186.0,35.131971808733475,234.0,52.0,196.0,29.44160739874861,21.9721710265818,29.39371788597993,0.2485251301574318,0.1857142857142857,435.8070692898401,693725015.0,145.66203234540188
15 Malignant,137.95942963475747,2426.546122495079,-0.240602677,-0.778478899,140.0,13.0,69.0,101.0,140.0,178.0,204.0,49.25998500299284,240.0,77.0,227.0,40.999892657274216,31.29943508501689,40.966613294097286,0.3570613848825473,0.2759856630824372,492.8409008333937,2975296007.0,146.4901032412871
16 Benign,153.50039978678015,1692.9792109276043,-0.621724282,-0.458153629,162.0,22.0,92.0,124.0,162.0,186.0,200.0,41.14582859692589,228.0,62.0,206.0,34.10000217368248,25.793397020125816,33.24453624733476,0.2680503025013585,0.2,496.80702791849353,189516161.0,158.91932527426926
16 Malignant,168.93257856638414,583.3364015607237,-0.076817715,-0.283899029,168.0,66.0,137.0,153.0,168.0,187.0,201.0,24.152358095240384,238.0,34.0,172.0,19.52394434220927,14.023282545257151,19.52301818502825,0.1429703986063849,0.1,456.6441912462613,2639111574.0,170.6503809039063
17 Benign,128.60039334653067,1766.6185879111692,0.1788853559287578,-1.261953373,121.0,28.0,79.0,92.0,121.0,169.0,187.0,42.03116210517108,230.0,77.0,202.0,37.28045962837433,30.74814725344641,36.95219425662648,0.3268354085971773,0.2950191570881226,409.0231251767256,1423994257.0,135.2947883578432
17 Malignant,132.0228416569884,1099.672846083285,-0.23703667,-0.527203122,134.0,13.0,85.0,109.0,134.0,157.0,175.0,33.161315505921735,218.0,48.0,205.0,26.96234001821426,19.86986816160029,26.920881286734947,0.2511786224998771,0.1804511278195488,426.0838519119985,2632422337.0,136.12385377026845
18 Benign,124.23232892143068,3572.7678574973784,-0.389596371,-0.897609711,132.0,0.0,34.0,79.0,132.0,177.0,197.0,59.77263469,227.0,98.0,227.0,51.48398811349984,39.97351028215191,51.24443818642636,0.4811359104875456,0.3828125,443.8797697831341,202475599.0,137.8638437253941
18 Malignant,93.28332322,4390.823751112492,0.1013402329140184,-1.388353801,92.0,0.0,13.0,28.0,92.0,155.0,185.0,66.26329112798798,230.0,127.0,230.0,58.94487362392616,49.97109051988815,58.927193352324736,0.7103444521513892,0.6939890710382514,338.82215537167093,2546170709.0,114.42290916677776
19 Benign,126.59725608537606,1180.231947784855,0.3539813479624516,-0.224709186,122.0,22.0,86.0,102.0,122.0,148.0,177.0,34.35450403927926,229.0,46.0,207.0,27.46145476282382,19.32488541464178,27.315530197050244,0.2713684727582949,0.184,412.64534125938553,1722017459.0,131.1758255019992
19 Malignant,149.59643281807362,1524.048106860722,-0.310961245,-0.892114716,157.0,42.0,93.0,118.0,157.0,180.0,197.0,39.039058734307645,235.0,62.0,193.0,33.43857962292591,25.95147564256592,33.058637676235776,0.2609624975602433,0.2080536912751678,454.1181894428429,1407177900.0,154.60640613749865
20 Benign,122.9119811724435,1182.648264667164,0.3568536513539851,-0.192358517,119.0,13.0,85.0,98.0,119.0,145.0,175.0,34.38965345372303,227.0,47.0,214.0,27.643269241254764,20.09094970795836,27.42300670375125,0.2797908969140681,0.1934156378600823,414.30893907788345,1142092137.0,127.63229755983484
20 Malignant,143.8042349048809,729.0431979464582,-0.076781688,-0.602101486,144.0,34.0,108.0,124.0,144.0,164.0,180.0,27.000799950121078,217.0,40.0,183.0,22.57133680138809,17.23438348654878,22.56744416873449,0.1877608122457639,0.1388888888888889,414.0289857319775,647077993.0,146.31712536311122
21 Benign,136.91407920938136,3088.085471073024,-0.308201332,-1.157659828,142.0,0.0,66.0,88.0,142.0,190.0,202.0,55.57054499528527,228.0,102.0,228.0,49.76172647004187,41.65261659,49.68537502765691,0.4058789666934236,0.3669064748201439,491.19857198169575,296041112.0,147.76180344333147
21 Malignant,122.29609057893596,1995.452910276271,-0.073253874,-0.841365825,121.0,0.0,61.0,88.0,121.0,159.0,183.0,44.67049261286774,237.0,71.0,237.0,37.33943398533656,28.571407971415407,37.31673496339166,0.3652650906615464,0.2874493927125506,456.5380443,1745728896.0,130.19902718978963
22 Benign,149.30816879597364,869.0217567318659,-0.352313877,-0.621904764,155.0,66.0,106.0,127.0,155.0,172.0,183.0,29.479174966946854,219.0,45.0,153.0,24.701130819171556,18.61310358239284,24.355400696864116,0.1974384603646804,0.1505016722408027,359.17775479093416,239309278.0,152.19050898771195
22 Malignant,96.12300876145024,1916.7458040629745,0.1390855242758164,-0.832696745,93.0,0.0,38.0,61.0,93.0,130.0,157.0,43.78065559,212.0,69.0,212.0,37.11708444013189,28.82285366,37.03977499004381,0.4554648897916235,0.3612565445026178,321.5794721973276,672328001.0,105.62375972013446
23 Benign,141.55508207070713,1176.3763851574106,-1.350614785,2.4423781709979906,148.0,13.0,98.0,128.0,148.0,164.0,178.0,34.298343766972344,205.0,36.0,192.0,25.36821781777598,16.088181817320574,24.832859848484848,0.2422968025255372,0.1232876712328767,427.2750946969745,134413283.0,145.65101319662017
23 Malignant,144.17465296148018,1227.463676677124,0.0110250985478849,-0.950164289,142.0,46.0,98.0,117.0,142.0,174.0,192.0,35.035177702947706,221.0,57.0,175.0,29.941372296076693,23.50538795916725,29.906419267880988,0.2430051120865761,0.1958762886597938,396.9466485353296,3495174138.0,148.37046280591065
24 Benign,130.76074292950616,1442.759303120493,-0.338614624,-0.963473601,134.0,42.0,77.0,101.0,134.0,165.0,175.0,37.98367153291653,209.0,64.0,167.0,32.70912705461679,25.88322381129727,32.64693963697763,0.2904822248784081,0.2406015037593984,343.7206653651493,219619699.0,136.16582241736316
24 Malignant,135.33092031993527,1101.2806405724648,-0.096644639,-0.857886422,130.0,13.0,95.0,108.0,130.0,166.0,177.0,33.18554867,219.0,58.0,206.0,29.27973018210218,24.23853951516961,29.13855421686747,0.2452177860920621,0.2116788321167883,438.7793026,383538501.0,139.34036972540702
25 Benign,137.10596026490043,1785.8734992434613,-0.153576987,-0.668103833,133.0,13.0,83.0,108.0,133.0,175.0,194.0,42.25959653431941,223.0,67.0,210.0,35.23392888469703,26.985767853055428,35.09975165562914,0.3082258163880714,0.2367491166077738,452.7038493377563,198922982.0,143.4709651441851
25 Malignant,133.06153492647002,1322.5036123499067,-0.272835047,-0.929409156,134.0,0.0,81.0,105.0,134.0,166.0,178.0,36.36624275822162,214.0,61.0,214.0,31.107294769806643,24.79353330777308,31.096829044117648,0.2733039475180987,0.2250922509225092,448.2462320963552,1242139725.0,137.94156621315503
26 Benign,111.91944452631618,2021.606059569409,0.1288667659771775,-0.743034715,109.0,0.0,56.0,77.0,109.0,147.0,175.0,44.96227373664959,237.0,70.0,237.0,37.61796876189028,28.35044252750868,37.54571310678181,0.401737821,0.3125,418.14182995188753,2961506633.0,120.6132999409612
26 Malignant,159.15462662337657,807.7592074904554,-0.013815668,-1.008669958,160.0,90.0,121.0,134.0,160.0,182.0,197.0,28.42110496603634,237.0,48.0,147.0,24.358913648749752,19.276939602326788,24.349512987012982,0.1785754242212011,0.1518987341772152,367.7886008522854,644039196.0,161.67236740741097
27 Benign,62.73265306122469,1538.3582194918754,0.9768189449807988,1.7390188625234329,59.0,0.0,13.0,38.0,59.0,83.0,110.0,39.22190994191735,234.0,45.0,234.0,29.894355060390065,21.22936872079844,29.740102040816325,0.6252231976166903,0.371900826,232.978675063788,107285382.0,73.98475504853576
27 Malignant,148.09154156454167,1020.1382066411592,-0.591118173,-0.09412567,153.0,22.0,104.0,126.0,153.0,174.0,186.0,31.93960248095081,219.0,48.0,197.0,26.418833855677136,19.95459689742544,26.178755616830067,0.2156747248594937,0.16,458.91375672581904,1797908563.0,151.49667616685113
28 Benign,132.0286229664419,3420.297628755186,-0.098481254,-1.408695586,135.0,0.0,59.0,77.0,135.0,186.0,205.0,58.48331068565789,246.0,109.0,246.0,53.87327381421181,46.54181783533458,53.85879109658975,0.4429593323905435,0.4144486692015209,511.2964570145059,612669201.0,144.4017136711684
28 Malignant,108.23821603339094,1429.7415943707251,-0.054224427,-0.541780981,109.0,0.0,59.0,81.0,109.0,135.0,159.0,37.81192397076252,215.0,54.0,215.0,31.050892256367693,22.850454113352868,31.04386154289004,0.3493398667906512,0.25,366.9590774211138,1461331486.0,114.65274965940291
29 Benign,130.7305413105413,1936.2263663736487,0.1533663076887204,-0.954857999,122.0,0.0,79.0,96.0,122.0,171.0,194.0,44.00257226996677,230.0,75.0,230.0,37.79881800959438,29.76598205706676,37.36108262108262,0.3365898421964132,0.2808988764044944,473.3593304843337,333918599.0,137.93730749047117
29 Malignant,140.90002391200358,857.7377570534503,0.041874861,-0.686482739,137.0,13.0,105.0,120.0,137.0,166.0,180.0,29.28716027636429,230.0,46.0,217.0,24.6682416386534,18.87530819607318,24.53077474892396,0.2078577381552115,0.1608391608391608,481.11103987325424,866115389.0,143.9116204
30 Benign,138.80946807127117,1317.949326404515,-0.427378413,0.2805526312653801,137.0,13.0,93.0,119.0,137.0,164.0,189.0,36.30357181331494,212.0,45.0,199.0,28.61080274205593,20.32646058482628,28.57387176485889,0.2615352707401415,0.1590106007067137,434.69853087610335,633143562.0,143.4782832091102
30 Malignant,116.9837511947649,2472.733064408048,-0.204301035,-1.052445598,120.0,0.0,50.0,77.0,120.0,161.0,180.0,49.72658307593684,220.0,84.0,220.0,43.27706248174072,34.744509658461986,43.21652819645615,0.4250725640789858,0.3529411764705882,405.5132894639954,439528042.0,127.11385096836128
31 Benign,153.96658196078562,1525.5198746072183,-0.329170687,-0.494667458,161.0,13.0,98.0,124.0,161.0,183.0,199.0,39.05790412460989,255.0,59.0,242.0,32.63393374838403,24.648744795535023,32.21704156862745,0.2536778022035827,0.1921824104234527,585.8641347058733,4021227000.0,158.84340790632174
31 Malignant,126.79279359629,1855.5649720370557,-0.040513321,-0.494533256,125.0,0.0,73.0,96.0,125.0,159.0,189.0,43.07626924464392,238.0,63.0,238.0,34.77271584672666,25.654893803279943,34.726816651430354,0.3397375199555847,0.2470588235294117,475.1699996097649,804231258.0,133.91033373115164
32 Benign,113.97851191198494,1707.0991115339236,-0.176447675,-0.445006308,115.0,0.0,59.0,85.0,115.0,144.0,169.0,41.31705593981647,220.0,59.0,220.0,33.54521135707105,24.37415614326712,33.530386684463856,0.3624986433558793,0.2576419213973799,395.2309527059928,1453534423.0,121.23613442041272
32 Malignant,146.65641332364987,821.1237562019832,-0.240669825,-0.696565593,150.0,64.0,106.0,125.0,150.0,170.0,182.0,28.655257043027603,226.0,45.0,162.0,24.20382308099189,18.73364457046764,24.094444681790343,0.1953904121450831,0.1525423728813559,373.6161912035042,1567980672.0,149.42967350951128
33 Benign,96.55411549738706,1799.038853266219,0.3918143068532464,-0.306234705,88.0,0.0,46.0,69.0,88.0,125.0,160.0,42.415078135802354,229.0,56.0,229.0,34.29941751263706,24.60663815271981,33.741618153231634,0.4392881434137335,0.2886597938144329,349.0433340946394,1046911260.0,105.45964191456798
33 Malignant,111.0814757641243,2196.7087368156594,0.1506813306570638,-0.85488355,105.0,0.0,53.0,75.0,105.0,149.0,179.0,46.86905948294311,232.0,74.0,232.0,39.465380275375736,30.442999644598665,39.206143871565295,0.4219340728103676,0.3303571428571428,406.2431962025472,470814659.0,120.56451797586
34 Benign,136.95621160054245,1140.3910847628815,0.3201725626234467,-0.187224653,130.0,13.0,98.0,114.0,130.0,160.0,187.0,33.76967700116306,228.0,46.0,215.0,27.37726464476029,19.64838459073023,26.73883161512028,0.2465728031354899,0.1678832116788321,463.42662083135474,764298736.0,141.05812624849085
34 Malignant,180.56339712918583,476.0736522553932,-0.268330724,-0.045910231,180.0,88.0,154.0,166.0,180.0,197.0,210.0,21.81911208677826,237.0,31.0,149.0,17.591327751196058,12.927005540411534,17.563157894736843,0.1208390650247212,0.085399449,422.6801908891465,829626688.0,181.87692001759797
35 Benign,99.49218209161867,2591.553989869796,0.091897314,-0.990596911,90.0,0.0,34.0,61.0,90.0,145.0,170.0,50.907307823826194,220.0,84.0,220.0,43.777176574238936,34.34529075007217,43.29175718,0.5116714374296016,0.4077669902912621,345.4237410780296,1046457982.0,111.75977938069492
35 Malignant,160.9879105218488,1073.2523077684443,-0.576885053,-0.115223765,166.0,42.0,115.0,139.0,166.0,185.0,200.0,32.76052972356284,237.0,46.0,195.0,26.35284988013285,18.81667056840027,26.03487534226834,0.2034968316401415,0.1419753086419753,493.5336916642621,1685574950.0,164.28742995725295
36 Benign,102.54185801272249,2102.6921027218973,-0.038483171,-0.239290228,99.0,0.0,42.0,77.0,99.0,131.0,170.0,45.85512079061506,236.0,54.0,236.0,35.75467270176114,24.480393198707432,35.634860700071435,0.4471844150212859,0.2596153846153846,381.78087262305513,370917375.0,112.32775590842722
36 Malignant,126.76384069243284,1664.5890275529637,-0.169376492,-0.737012229,127.0,13.0,73.0,96.0,127.0,160.0,179.0,40.79937533287689,230.0,64.0,217.0,34.135651877975455,25.74423647733767,34.133391169079815,0.3218534174257818,0.25,433.1914621849124,1778402393.0,133.1677901545625
37 Benign,144.91746323529298,575.5139597,-0.028562376,-0.633040672,147.0,73.0,114.0,126.0,147.0,162.0,175.0,23.989872024279457,213.0,36.0,140.0,20.084820096236765,15.095461345846545,20.02536764705882,0.1655416227189174,0.125,319.15142463236043,234753246.0,146.88970389477308
37 Malignant,120.85416666666656,1166.9450787927367,0.066006001,-0.696220368,119.0,22.0,79.0,93.0,119.0,148.0,168.0,34.16057784629435,208.0,55.0,186.0,28.417194784379188,21.505291257625498,28.395104895104897,0.2826594960562197,0.2282157676348547,354.05018028846104,216527278.0,125.58930957484868
38 Benign,128.18250466655346,1686.4442925896933,0.2282952248091486,-1.069780018,121.0,22.0,79.0,92.0,121.0,167.0,182.0,41.066340141162975,250.0,75.0,228.0,36.09559565,29.732366390825906,35.743000169692856,0.3203739874485256,0.2895752895752895,459.8333297980048,213529305.0,134.60014411277845
38 Malignant,154.64121050289273,737.0711810892167,-0.347869254,-0.052440322,158.0,73.0,118.0,137.0,158.0,173.0,187.0,27.149054883903723,219.0,36.0,146.0,21.48716006646211,15.068850303183924,21.339563862928348,0.1755615776390723,0.1161290322580645,354.56513406763446,276953706.0,157.0062902144025
39 Benign,121.18981894941932,2608.0406108059065,-0.218794987,-0.722669862,119.0,0.0,59.0,83.0,119.0,166.0,189.0,51.068978948143325,229.0,83.0,229.0,43.21614262467769,33.740821548722,43.172850531785336,0.4213966106299561,0.3333333333333333,437.1436302467984,213022673.0,131.5105046290941
39 Malignant,147.91554048006842,1350.833425416707,0.0551067926755749,-1.105811569,147.0,42.0,98.0,118.0,147.0,179.0,198.0,36.75368587525213,241.0,61.0,199.0,31.84147969134196,25.49698609,31.833416865054502,0.2484775146408951,0.2053872053872054,463.0207897495615,2595563003.0,152.41338701350205
40 Benign,139.7140004698141,1490.3319933220637,0.6715028008973843,-0.663320396,125.0,46.0,99.0,112.0,125.0,173.0,201.0,38.60481826562668,238.0,61.0,192.0,32.80584367143366,24.45350531309484,30.465938454310542,0.2763131693016509,0.2140350877192982,421.8051444679538,178881983.0,144.94941849004212
40 Malignant,156.77255213480458,1909.7201941108776,-0.846505811,0.031455563,170.0,0.0,90.0,128.0,170.0,190.0,204.0,43.70034546901063,239.0,62.0,239.0,35.80501723442339,25.84064122694853,34.38499693508638,0.2787499780665294,0.1949685534591195,589.1762684012158,4234639121.0,162.74935728589335
41 Benign,175.61726998491608,538.1664890779451,-0.829856593,0.5285362984924462,179.0,73.0,140.0,164.0,179.0,192.0,202.0,23.198415658788967,230.0,28.0,157.0,18.01778169354636,12.195196642034627,17.695135746606336,0.1320964371031476,0.078651685,433.21082113734536,665749424.0,177.14285762071577
41 Malignant,153.23293631632652,2345.3919824235786,-1.200243284,1.370395258,163.0,0.0,90.0,128.0,163.0,192.0,203.0,48.42924718002107,234.0,64.0,234.0,37.80543906500473,26.16040814567246,36.85103814582328,0.316049854,0.2,563.9095636165799,4813656837.0,160.70384175416254
