CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49
1 Benign,1 Benign_img.png,2275.8865,0.6956617,-3.0577252,0.06970416,0.44344082,-1.5148221,-0.00031546692,0.0011409681,-4.0909916e-05,-0.00015749158,-4.0274043,-0.0006508715,0.004264173,-5.6785484e-05,-0.0006176628,-0.1314146,0.00011166668,0.00015947562,1.2650277e-05,-1.6985636e-05,0.5990999,-3.0341997e-05,-0.000659649,2.7497016e-08,9.381299e-05,1100.7821,93.1861,39.182697,26.701658,22.288881,146.09093,24.118816,7.8235445,2.9347892,2.0550077,65.71902,12.978867,4.6812887,1.9246683,1.3888652,36.58737,5.784853,2.6012652,1.4062246,1.0978551,27.520485,3.22049,1.7895685,1.1721196,0.97408223
78 Benign,78 Benign_img.png,1230.1025,2.5803983,-8.302039,0.12646976,1.266797,0.5823318,-0.016569484,-0.0093177175,-0.0026823278,0.00079279504,-10.658648,-0.011771427,0.04112492,-0.00047521046,-0.0056462414,0.02965563,-0.0012996433,-0.0009019213,-0.0002223813,4.960591e-05,1.5709733,0.0017837458,-0.006087298,0.00011215011,0.0008343987,830.4099,156.24617,100.76987,67.72792,45.022747,220.56877,79.127655,57.651897,33.098354,19.238932,118.29556,58.507843,45.5657,30.345356,16.915407,77.1699,37.67861,28.81082,20.729523,14.122302,51.79563,18.107431,14.974059,12.548503,13.042376
99 Benign,99 Benign_img.png,1317.6298,-1.4009197,-2.71876,-0.1213792,0.4062189,-1.9613999,0.0031417243,0.0033089987,0.00027760892,-0.00047899297,-4.281978,0.00106719,0.0040880386,9.674915e-05,-0.0005934227,-0.16792811,0.0001237299,0.00039207094,1.7547072e-05,-5.7724887e-05,0.6149527,-0.00036305093,-0.00049241626,-3.3700933e-05,7.254661e-05,817.88116,85.18155,34.513046,22.269222,18.507912,145.07278,25.628986,8.158689,2.942755,1.9826387,65.59641,13.381978,4.76726,1.9277402,1.3550152,35.10755,5.717268,2.56053,1.3802946,1.0627266,26.40715,3.1425407,1.760989,1.1593966,0.951751
86 Malignant,86 Malignant_img.png,2439.3748,-0.25333136,-3.4754338,-0.023853987,0.5091224,-1.4595375,-0.0013974635,0.00016781533,-0.00011232314,5.8337937e-06,-4.8365936,-0.00076801586,0.0041117817,-4.911294e-05,-0.000587439,-0.1278961,-0.00018311576,2.5055735e-05,-1.1260345e-05,4.9085115e-06,0.7091223,0.000115482515,-0.00062430755,1.32735695e-05,8.511642e-05,1116.952,92.51871,42.14347,29.052069,24.431004,141.63103,22.854824,7.490897,2.5681202,1.6592859,69.91766,12.708214,4.5350738,1.796469,1.2497641,41.915844,5.626905,2.4729416,1.3192255,1.0179625,33.04128,3.0406048,1.6763759,1.1060455,0.91977936
5 Benign,5 Benign_img.png,1438.3895,-0.047529038,-2.465959,-0.004538691,0.3588133,4.3676457,-1.7813965e-05,-0.003672691,2.8398148e-05,0.0005096918,-6.5131254,0.00038617337,0.007271068,3.9218547e-05,-0.001060717,0.45532125,5.9287147e-05,-0.00011985211,4.2193e-06,2.3813807e-05,1.0013708,-3.1518968e-05,-0.0005982583,5.001347e-06,8.0375474e-05,919.74457,73.07923,32.829304,20.958946,17.450922,141.16708,24.009338,9.012466,3.1444547,2.0498657,74.348305,14.539181,5.6398144,2.1036606,1.4072622,42.827484,6.700298,2.9693098,1.46446,1.08836,33.015762,3.3779423,1.862009,1.1848958,0.9563567
56 Malignant,56 Malignant_img.png,1295.5344,0.41099805,-4.0391,0.03187867,0.598395,1.9496008,-0.00043219136,0.0009793164,-3.829502e-05,-0.00013737807,-2.9099958,-0.00070858025,0.0061717234,-6.5373424e-05,-0.00090121495,0.19172692,5.50394e-05,-2.0578524e-05,9.202389e-06,8.397528e-06,0.4394125,0.00035736096,-0.0009060703,3.3618926e-05,0.00012855865,1062.9552,89.219765,42.970642,30.09898,25.4632,92.26911,18.146868,6.632878,2.635185,1.9410303,49.039387,10.771471,4.1416035,1.8110212,1.3655926,28.202711,5.0720434,2.3467495,1.339671,1.0777447,20.886238,2.7847319,1.5878367,1.0857,0.922325
96 Malignant,96 Malignant_img.png,1795.2074,-0.5490393,-3.7928138,-0.05090058,0.55411994,-0.04922893,-0.003257024,0.00083897094,-0.0002799941,-0.00013961922,-1.9700376,0.0010827235,0.0034648338,9.117839e-05,-0.00049128395,0.0029262116,-0.0003004531,7.5990276e-05,-2.4317698e-05,-9.502469e-06,0.28610346,-0.00013005247,-0.00048845523,-5.2908504e-06,6.706296e-05,1166.595,93.29451,43.18848,30.204418,25.480553,107.55807,21.09123,6.990948,2.64995,1.8596953,50.561802,11.755946,4.26061,1.7903583,1.2939848,24.716032,5.4029894,2.4002788,1.3181915,1.03388,16.37236,2.9999256,1.6611602,1.1068544,0.92927396
31 Malignant,31 Malignant_img.png,1530.7682,-1.8258123,-3.9063952,-0.1674956,0.584189,-4.4147644,0.0064598178,0.008192497,0.00073603133,-0.0013453136,-8.208774,0.00030184956,0.013730884,-3.7755755e-05,-0.0019597143,-0.37412968,0.0009027437,0.0005267701,9.214328e-05,-9.146406e-05,1.2106677,0.00032799915,-0.00218296,3.7942496e-05,0.00030547671,983.2129,97.77402,42.698875,28.378735,23.75798,185.47858,26.257576,8.949054,3.4918985,2.377543,75.18979,12.87537,5.0109806,2.2126625,1.6078334,43.69501,4.971717,2.4985516,1.4924828,1.1948447,34.94546,2.9313855,1.7330797,1.209282,1.0252197
32 Benign,32 Benign_img.png,1240.7184,-0.4818017,-2.582239,-0.04547664,0.3778893,-0.5356327,0.0012883402,0.0007702672,0.0001802127,-5.1981944e-05,-4.605094,-6.5350316e-05,0.005155297,-4.220658e-05,-0.00076752936,-0.04040006,0.00019280697,1.6083394e-06,4.0449515e-05,-4.50568e-07,0.7043568,-0.00023868243,-0.0007273783,-8.931531e-06,0.00010622396,810.43634,83.48717,33.20997,20.716717,17.065327,130.78767,25.187813,8.817414,3.2856567,2.2407498,62.20608,13.064472,5.0568843,2.1754436,1.5777184,33.770477,5.340309,2.6018224,1.4978287,1.183648,26.75998,3.0611544,1.752402,1.2050514,1.0138654
62 Benign,62 Benign_img.png,1847.9154,-0.9846938,-2.2076433,-0.09159515,0.32352865,0.3014389,0.0014271229,-0.00019185271,0.00011514772,3.3873686e-05,-3.2197711,0.0005560392,0.0021965464,5.6112058e-05,-0.0003190636,0.03226568,9.406068e-05,3.2121112e-05,7.705882e-06,3.9220886e-06,0.48625678,-6.293658e-05,-0.0003206612,-1.3614607e-06,4.1454892e-05,992.99554,86.09471,36.46517,24.403542,19.484835,139.42496,25.113647,7.903295,3.027252,1.9137946,66.31921,13.419598,4.673752,1.9684039,1.3570186,34.122868,5.830711,2.552891,1.3969444,1.0643916,25.015238,3.2198443,1.7664827,1.1672082,0.9591591
86 Benign,86 Benign_img.png,1506.4608,-0.6211424,-1.7483397,-0.057553362,0.2587639,-3.547848,0.0018367793,-0.0002102094,0.000116270436,0.00011131658,-7.19911,0.001728974,0.004217866,0.00011141438,-0.0005932089,-0.29365474,0.0001871288,-4.556667e-05,1.0972087e-05,1.8668403e-05,1.0475236,-0.00020697739,-0.00061805826,-1.20155e-05,8.899995e-05,1779.0518,94.21074,47.070503,25.004751,20.161247,194.91104,35.3481,22.433683,9.520922,7.4446945,93.111435,26.84048,17.222311,8.148982,6.013113,61.38112,18.79551,10.961775,5.9059772,4.2092357,45.184914,10.347115,5.656846,3.4712453,2.6868799
27 Benign,27 Benign_img.png,443.61606,-0.77488273,-1.876693,-0.08399028,0.27861995,5.2603354,-0.0023353219,-0.0084410785,-0.00017281182,0.0011996134,-4.343654,0.010105129,0.01041588,0.0008579619,-0.00158762,0.44706464,-0.000172052,-0.00077314384,-2.4303563e-05,0.00012195976,0.68422884,-0.0015488634,-0.001472905,-0.00014176287,0.00023333039,440.44522,118.209915,88.852745,55.881474,33.277122,135.66669,64.458984,49.228214,31.451965,18.264256,96.86709,51.947166,36.51527,22.574867,13.271448,60.682095,32.82385,22.311588,14.9384365,9.915938,38.05032,17.773766,13.0651045,9.371425,8.159679
6 Malignant,6 Malignant_img.png,1875.2217,-0.8672272,-5.2368703,-0.07962005,0.7685341,1.164891,-0.0016851525,0.00014535109,-0.00013957875,-9.505674e-06,-4.2659006,0.0020735313,0.008653114,0.00018398657,-0.0012520142,0.11790995,-0.0001394134,5.366855e-05,-1.3945393e-05,2.4503852e-06,0.6214954,-0.00017446587,-0.0011784142,-6.0885923e-06,0.00017113988,817.54095,104.17077,49.548946,34.672874,29.283173,124.601234,22.205528,7.361374,2.7795508,1.9576365,60.672253,12.209861,4.400071,1.8136104,1.2907853,33.779404,5.2872744,2.3733332,1.3038157,1.0148287,25.760128,2.828961,1.6118795,1.0921292,0.92020327
40 Benign,40 Benign_img.png,1748.207,0.8634599,-12.184291,0.05534543,1.8361816,-4.493306,-0.030967219,-0.050314594,-0.0032922272,0.0078601595,-28.813091,-0.0015842571,0.10968383,0.00023732882,-0.016242327,-0.5343411,-0.002559025,-0.004390292,-0.0003026451,0.0007670736,4.677359,0.00037695427,-0.015910422,5.8199897e-05,0.00233192,942.0514,165.52106,97.73343,65.18302,51.076412,294.35785,50.83143,36.569363,16.8521,12.287834,175.23663,42.84159,31.65802,13.222816,9.232768,121.28373,32.440037,23.352528,10.280394,6.8927326,89.91719,18.404613,12.87839,6.878896,4.917334
88 Malignant,88 Malignant_img.png,1865.5793,-1.703847,-10.155533,-0.1922281,1.5017489,3.920345,-0.027422875,-0.008321633,-0.0022309641,0.001472267,-7.1826487,-0.000792602,0.024827436,6.116229e-05,-0.003477017,0.3217989,-0.0024871184,-0.000859506,-0.0001822066,0.00015322887,1.0146042,-0.00016482381,-0.0034006995,-4.437603e-05,0.00049669214,792.20197,140.46483,68.589584,48.1151,40.74052,142.37056,26.016161,9.33132,3.7552435,2.7226684,71.23595,13.895382,5.2344747,2.2722101,1.62637,42.48376,5.541468,2.6606042,1.5590731,1.2186457,34.29826,3.2458682,1.842117,1.2721298,1.0722965
37 Benign,37 Benign_img.png,1815.4778,1.0281018,-9.130582,0.08951762,1.3545396,-4.9203253,-0.0043405574,0.0092080645,-0.0006518792,-0.0011233267,-15.398052,-0.009469047,0.063304245,-0.0010310644,-0.009286712,-0.46927848,-0.000537703,0.001604527,-2.2671153e-05,-0.0002492908,2.2407732,0.0009932321,-0.00985045,0.00011984671,0.0014414407,595.57153,120.94304,58.450493,39.95469,33.575855,188.08772,29.443272,11.604083,4.4685526,3.0498598,89.578865,16.520048,6.837078,2.9001167,2.079463,58.178837,7.560464,3.5282423,1.9151846,1.4689457,46.67286,4.117649,2.3331816,1.5204142,1.2329278
68 Malignant,68 Malignant_img.png,2034.1013,-0.27249256,-3.284944,-0.022515073,0.48130724,1.9082499,0.0017219492,-0.0029908714,0.00011968122,0.0004318279,-3.127077,-0.0011119425,0.0038613575,-8.998741e-05,-0.00055069965,0.18074803,0.00027632483,-0.00030750345,1.7134702e-05,4.5299686e-05,0.46435478,3.962815e-05,-0.0005367872,1.0842212e-05,7.4102194e-05,860.186,80.28484,36.590744,25.289885,21.263063,114.54225,20.511713,6.7868943,2.4542933,1.6679543,55.119965,11.393679,4.1237535,1.6848754,1.2098911,30.4681,4.9838567,2.24332,1.2377993,0.9773589,23.183523,2.7427878,1.5528294,1.0530086,0.8929316
35 Benign,35 Benign_img.png,1057.0538,0.4898724,-3.7084954,0.056494016,0.5527344,-0.4732535,-0.010912398,-0.0004048613,-0.0009807029,5.5579378e-05,-3.751896,-0.00112102,0.0057494063,-0.00010429254,-0.0008333075,-0.060481705,-0.0009659375,-0.00012591739,-8.2108985e-05,1.80737e-05,0.5646682,0.00014756894,-0.0007598398,1.375796e-05,0.00011032822,921.4938,89.82942,39.721428,26.990437,22.780378,135.58983,22.366516,7.5660105,3.0975702,2.2432818,59.325287,11.843471,4.5164323,2.011646,1.4835352,29.894966,5.2536483,2.4811394,1.4252356,1.1251496,22.444351,2.9355807,1.682822,1.1536123,0.97698885
4 Benign,4 Benign_img.png,1270.3314,0.015656939,-2.5083477,0.011039107,0.38377878,6.182971,-0.0019787524,-0.011130463,-5.1949188e-05,0.0017201668,-6.406134,0.0004968827,0.007837337,-3.2780878e-05,-0.0012340905,0.5343341,-0.00033311013,-0.0010421402,-2.6636942e-05,0.00016095625,0.88171756,5.8270623e-05,-0.0011071151,2.8209966e-05,0.000174881,1162.1448,77.71148,31.849249,21.110462,17.745571,153.89061,21.097284,6.745784,2.6157918,1.9050386,70.04415,11.371615,4.02313,1.7620603,1.3230505,43.693718,4.9089055,2.230561,1.308066,1.0529686,35.167706,2.7661452,1.6027589,1.1072415,0.9460306
60 Benign,60 Benign_img.png,1777.3099,1.7595477,-6.565405,0.16817951,0.980377,-1.0396369,-0.024899114,0.011054949,-0.0024335936,-0.0012923515,-10.858227,-0.00060910004,0.023243379,6.727341e-05,-0.0035632509,-0.015717983,-0.0016130948,0.0014503865,-0.00019503848,-0.00016832977,1.5416844,-5.070695e-05,-0.0035622974,1.1961012e-05,0.0005331565,952.68884,115.955414,53.63748,35.568645,30.073627,199.92072,28.231386,9.955311,4.2230988,3.0613546,82.33007,13.777129,5.398068,2.509042,1.8262622,49.37264,5.459198,2.697848,1.6524805,1.2922484,40.094505,3.366947,1.8714734,1.3015839,1.0809691
107 Benign,107 Benign_img.png,1979.9375,-0.9027494,-9.93784,-0.1205631,1.4852644,3.2296817,0.0022397726,-0.015019815,0.00019699725,0.0020216517,-25.134565,-0.0044690403,0.074219696,-0.0003160758,-0.010738523,0.17662509,0.0011131957,-0.0014043635,0.00010315621,0.00019425765,3.663773,0.0013012956,-0.010689786,3.9759463e-05,0.0015430033,1054.2585,146.32455,70.378334,49.552208,41.956123,275.46512,28.511547,10.702784,4.625469,3.4735467,123.61479,14.997525,5.939481,2.6428952,1.9969922,84.0066,6.76988,3.1489,1.8206289,1.4956913,70.11872,4.056988,2.1947913,1.5046796,1.2959102
94 Benign,94 Benign_img.png,1620.3885,0.5518193,-14.638734,0.07846954,2.1906793,-0.15559982,-0.027038164,-0.013559317,-0.0025573869,0.0018821519,-14.169296,0.006080092,0.07897539,0.0006125857,-0.011470067,-0.07472273,-0.0051002563,-0.0012796936,-0.00046800234,0.00018185771,2.2266734,-0.0031459292,-0.011366828,-0.00028923235,0.0016479025,887.7522,162.09286,81.06843,57.7915,48.768684,170.09927,23.764685,8.8754225,4.3579764,3.3940232,89.123085,13.01315,5.1505322,2.539689,1.9843547,60.144264,6.604104,3.0545812,1.8519229,1.4975051,50.231018,4.474197,2.2325404,1.5518757,1.291542
3 Malignant,3 Malignant_img.png,1510.7245,-1.756841,-6.5659213,-0.170559,0.9689165,-1.2469428,0.011710644,0.0023661526,0.0009976943,-0.00037229268,-6.983135,0.0012798356,0.015069552,0.00014684544,-0.0021572087,-0.15646729,0.0016839538,7.5065225e-05,0.00014903785,-3.115671e-07,0.9956849,-6.8210706e-05,-0.002488423,-7.1746717e-06,0.0003624131,965.20276,117.993004,54.061913,37.93824,31.835571,148.7389,22.333475,7.793571,3.090058,2.197375,68.89826,12.262425,4.6951137,2.0676155,1.5156802,42.27752,5.7235193,2.6339796,1.489104,1.1678622,33.530907,3.2716079,1.8176708,1.2160629,1.031189
42 Malignant,42 Malignant_img.png,2311.696,-0.19494589,-5.5379186,-0.020745343,0.81190205,-0.79900354,0.003625413,0.000496055,0.0003215622,-6.938389e-05,-5.418376,0.0012815156,0.009820299,0.00011863766,-0.0014291254,-0.08226216,0.00010452281,0.00033333604,1.2652383e-05,-4.282809e-05,0.78350204,-0.00042989707,-0.001413025,-3.3638018e-05,0.00020163498,947.89136,126.28586,53.331467,35.623943,29.673376,167.97556,31.377996,10.400394,3.7770267,2.412096,71.25649,14.893293,5.633039,2.417108,1.6977001,37.996216,5.7724104,2.8250113,1.6640732,1.2915518,29.711502,3.345649,1.9564759,1.3629745,1.1343809
58 Malignant,58 Malignant_img.png,2095.7708,0.22809245,-17.552565,-0.12466562,2.6694744,-3.0937147,0.05269397,0.0962993,0.006350022,-0.01458778,-26.550844,-0.0053148316,0.16362275,-0.0003796637,-0.023787322,-0.14735202,0.017713062,0.0033622258,0.0005387897,0.00038904618,4.119722,-0.0090397885,-0.018436309,0.0003033953,0.0018014159,691.46606,190.85367,115.66569,87.4538,58.99409,263.07666,70.698006,45.967922,30.606798,18.964602,136.85509,50.91256,39.48085,23.677696,15.123727,99.54307,31.868181,24.773367,15.897959,10.451814,76.27,19.621397,14.280541,9.910203,9.6682415
100 Benign,100 Benign_img.png,917.76,-0.36097893,-3.5251038,-0.031556517,0.52989465,-0.45752066,-0.005385576,0.0030419899,-0.0005041474,-0.0004459593,-4.493928,-0.0001601434,0.0055805817,-2.883774e-05,-0.0008324661,-0.04297985,-0.00079675234,0.00061351317,-6.6691355e-05,-0.000101145364,0.5831434,-0.00031156858,-0.0005109191,-1.0108542e-05,7.1723596e-05,836.4256,86.11927,35.960796,23.54084,19.258898,162.6138,24.52738,7.9178424,3.342104,2.3770154,60.744884,12.568854,4.6269274,2.059861,1.5268624,31.106115,5.5879335,2.5516357,1.4620719,1.1741328,22.568106,3.2203243,1.7577505,1.2035875,1.0202297
104 Benign,104 Benign_img.png,1259.5446,-0.7891599,-4.280458,-0.060926937,0.63919115,4.167753,-0.03156016,-0.0001069704,-0.002779478,-4.123888e-05,-10.22769,-0.0108646145,0.02371196,-0.0010082587,-0.003432344,0.3947369,-0.0029944621,-0.00028847333,-0.0002707534,4.7424095e-05,1.5037342,0.0014172553,-0.003681806,0.00014232924,0.0005246547,916.70874,93.02684,41.251328,27.613695,23.164501,176.98297,24.60095,8.213328,3.7213705,2.8211846,81.301254,13.26424,4.7999105,2.1702452,1.6319368,49.128822,6.0856214,2.705346,1.5102161,1.1951101,39.719643,3.6270752,1.932175,1.3044662,1.0885905
20 Malignant,20 Malignant_img.png,1827.1112,1.0526297,-7.021136,0.09886588,1.0279341,0.44121012,0.004430091,0.0066385916,0.00030258784,-0.000974269,-7.232647,-0.0028775937,0.023484753,-0.00021814376,-0.0034567183,0.07917916,-0.0006073849,4.1409847e-05,-4.391013e-05,1.2038793e-05,1.0126824,0.000430808,-0.0034196575,2.2972114e-05,0.0005121556,678.14496,122.619225,55.38559,37.91175,31.861967,160.77054,30.97279,11.403439,4.1692896,2.737126,73.83702,17.524862,6.930245,2.7201633,1.8193909,41.04714,7.698697,3.6159213,1.8557652,1.3359883,31.328762,4.200255,2.320734,1.4592148,1.1353215
39 Benign,39 Benign_img.png,1459.8888,1.9089028,-8.790467,0.16553904,1.3149999,-6.117081,0.0094166305,0.015680078,0.0013003915,-0.0017436892,-13.041567,-0.017822731,0.047265593,-0.001192619,-0.0067354366,-0.4314835,0.0006903899,0.0005473756,2.339363e-05,7.717739e-05,1.9129002,0.00038326977,-0.007551328,8.2089544e-05,0.0010165058,1052.1941,124.21495,55.650074,37.563763,31.259222,209.56143,29.013556,10.643445,4.5507293,3.3195786,92.42094,13.971639,5.784711,2.7987914,2.1028512,58.152695,5.82605,3.0249238,1.9044907,1.5214672,47.70304,3.4079998,2.0585985,1.4948688,1.2668599
53 Benign,53 Benign_img.png,1413.8203,0.8689702,-10.14446,0.03546893,1.4699503,-3.877308,-0.033263024,-0.0049112067,-0.0024359033,0.00092755933,-23.390135,0.012364057,0.05811523,0.0011811495,-0.007625618,-0.22973254,-0.0045037246,-0.000365957,-0.0003270132,0.00018667689,3.290845,-0.00355032,-0.008085127,-0.00043702967,0.0012599635,1381.527,146.83676,63.863228,45.598362,38.43469,278.50815,26.660074,9.685294,4.7161355,3.5359306,117.00955,13.055186,5.3318295,2.7336607,2.0866892,78.95577,5.582534,2.694675,1.7069439,1.3974056,66.77021,3.874647,1.9718306,1.4003835,1.1423643
