CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35
1 Benign,1 Benign_img.png,0.0036812674743709225,0.0277143522833178,0.032636300093196645,0.0011940820130475302,0.0989398881640261,0.0023066169617893756,0.002434762348555452,0.002469711090400746,0.36888397017707364,0.006919850885368127,0.003401677539608574,0.00015726933830382107,0.0037453401677539607,0.0030463653308480895,0.0023124417520969244,0.003931733457595526,0.2217730661696179,5.824790307548928e-06,0.0023357409133271203,4.07735321528425e-05,1.7474370922646783e-05,0.0027726001863932898,0.0010251630941286113,4.659832246039143e-05,0.0023240913327120223,0.0024871854613233925,0.0028716216216216218,0.0768930568499534,0.0,4.659832246039143e-05,0.0,0.0018406337371854613,0.0028133737185461324,0.0015843429636533085,0.05944198508853681,0.057904240447343894
78 Benign,78 Benign_img.png,0.01738580685949107,0.033507191401928246,0.03785364311680101,0.007586533902323376,0.100363521416153,0.005373794847479058,0.005926979611190137,0.005452821242294926,0.3088351509404141,0.005215742057847321,0.004346451714872767,0.0008692903429745535,0.005373794847479058,0.004662557294136242,0.00474158368895211,0.0038722933459775567,0.1816026552868658,0.00158052789631737,0.005531847637110795,0.001106369527422159,0.0013434487118697644,0.005610874031926664,0.002370791844476055,0.0005531847637110795,0.004425478109688636,0.004820610083767978,0.006243085190453612,0.07539118065433854,7.90263948158685e-05,0.0010273431326062905,0.0019756598703967124,0.00790263948158685,0.008534850640113799,0.003793266951161688,0.06590801327643434,0.06883198988462147
99 Benign,99 Benign_img.png,0.004579170451105056,0.02954700272479564,0.03667120799273388,0.0012394035725098395,0.10780918861640933,0.0021003633060853767,0.002440962761126249,0.0023274296094459583,0.3564940962761126,0.0065754617014835,0.002847789887980624,0.00017976082349379353,0.003387072358462004,0.003160006055101423,0.00212874659400545,0.0038317438692098095,0.2089009990917348,0.0,0.002526112624886467,1.8922191946715107e-05,0.0,0.002715334544353618,0.0011542537087496215,4.730547986678777e-05,0.002563957008779897,0.00212874659400545,0.003027550711474417,0.07865009082652134,0.0,4.730547986678777e-05,2.838328792007266e-05,0.001948985770511656,0.0034249167423554346,0.0020625189221919467,0.06324742658189525,0.0621877838328792
86 Malignant,86 Malignant_img.png,0.004215661103979461,0.029869062901155326,0.03588703465982028,0.0013453145057766367,0.10026700898587933,0.002356867779204108,0.0029627727856225933,0.002952503209242619,0.3533863928112965,0.0068857509627727855,0.003496790757381258,0.0001386392811296534,0.0043645699614890884,0.003717586649550706,0.0031014120667522465,0.004169448010269576,0.2165237483953787,5.134788189987163e-06,0.0026700898587933247,3.080872913992298e-05,2.0539152759948653e-05,0.0031065468549422337,0.0013299101412066752,3.594351732991014e-05,0.002834403080872914,0.0028189987163029524,0.0032349165596919126,0.08307573812580231,0.0,8.729139922978178e-05,1.540436456996149e-05,0.0019717586649550707,0.0033940949935815147,0.001858793324775353,0.06501155327342747,0.05285750962772785
5 Benign,5 Benign_img.png,0.006752161663266297,0.03639609443310988,0.041484504031866314,0.0020280773341105605,0.10589721169726998,0.002938890508112309,0.0035339551151267854,0.003934712911687554,0.30361653550956963,0.006460701447585738,0.003959001262994268,0.00027931604002720295,0.0045662100456621,0.004116875546487904,0.003303215777713009,0.004699795977849024,0.19386962013018555,4.85767026134266e-05,0.0035096667638200717,6.072087826678325e-05,7.28650539201399e-05,0.0038739920334207715,0.0016394637132031479,6.072087826678325e-05,0.003995433789954338,0.0038375595064607014,0.004129019722141261,0.08981832313222579,0.0,8.500922957349655e-05,3.643252696006995e-05,0.0029024579811522395,0.004189740600408044,0.002453123481978043,0.07551248421257165,0.07593753036043914
56 Malignant,56 Malignant_img.png,0.0043397960958399245,0.02953380320184193,0.030254341866609243,0.0012008977746121928,0.08147884349403278,0.002203026262392023,0.0021947442087740074,0.002890436712687278,0.25210571213238037,0.006559386465467977,0.0032217188574078827,0.00020705134045037807,0.00402507805835535,0.0036689497527806997,0.002501180192640567,0.003967103683029244,0.18890536097330693,1.6564107236030246e-05,0.002484616085404537,4.1410268090075616e-05,1.6564107236030246e-05,0.0027082315330909453,0.0010601028631059357,1.6564107236030246e-05,0.002476334031786522,0.002550872514348658,0.0026336930505288093,0.0762280215002112,0.0,6.625642894412098e-05,4.1410268090075616e-05,0.0019876928683236297,0.002824180283743157,0.001813769742345312,0.06750701904044126,0.2162692661272289
96 Malignant,96 Malignant_img.png,0.003551766032201219,0.028643980604840035,0.03194947626500881,0.001171152435887613,0.09086282193010299,0.0022219060232260323,0.0026049932686098313,0.002495539769928746,0.3217330866981163,0.007732889681818679,0.0030044985387957927,0.00018059827282379082,0.004312467848034763,0.0032069875113558007,0.0024025042960498233,0.004170178299749351,0.21947615555531233,2.1890699736217068e-05,0.0022109606733579238,7.661744907675974e-05,1.0945349868108534e-05,0.0028731543403784903,0.001187570460689776,4.3781399472434135e-05,0.0025064851197968544,0.002391558946181715,0.0029005177150487615,0.0836224729923492,1.0945349868108534e-05,0.00012039884854919388,2.1890699736217068e-05,0.0022875781224346837,0.002812954916103893,0.0018552368026443966,0.07052088920022329,0.09480314788262206
31 Malignant,31 Malignant_img.png,0.004347923030613838,0.025440923989386608,0.03103748132622801,0.001337822470958104,0.1107048094717831,0.002006733706437156,0.002764833106646748,0.0026533479007335727,0.37795714508684697,0.005172913554371335,0.003210773930299449,6.689112354790519e-05,0.003835091083413231,0.0027425360654641127,0.002430377488907222,0.003121585765568909,0.21926910299003322,0.0,0.002385783406541952,2.2297041182635064e-05,0.0,0.002452674530089857,0.0010925550179491181,8.918816473054026e-05,0.0022074070770808714,0.0024972686124551274,0.002831724230194653,0.07964503110437245,0.0,2.2297041182635064e-05,4.459408236527013e-05,0.0018506544181587103,0.0026310508595509376,0.0019621396240718856,0.05110481839059957,0.0510602243082343
32 Benign,32 Benign_img.png,0.005349269910609554,0.025937386239534038,0.03491687901953646,0.001567366419932856,0.11112122315253004,0.0020527444080410953,0.0025381223961493346,0.002578570561825021,0.337893864013267,0.0052178133721635725,0.002902155887230514,0.00018201674554058973,0.0035493265380415,0.0031448448812846337,0.0027808113902034544,0.0037920155320956194,0.21492132831776078,2.0224082837843303e-05,0.002881931804392671,2.0224082837843303e-05,0.0,0.00324596529547385,0.001334789467297658,5.056020709460826e-05,0.002881931804392671,0.0031549569227035555,0.003377421833919832,0.08208955223880597,2.0224082837843303e-05,9.100837277029486e-05,3.0336124256764954e-05,0.0025381223961493346,0.0029527160943251226,0.0018201674554058974,0.058619504105488815,0.07442462484326336
62 Benign,62 Benign_img.png,0.003905720252786894,0.030699910493910874,0.033259649027638394,0.0010442377064742738,0.10149109007567333,0.0023461444574032386,0.00272586725975752,0.002563128915891399,0.3666257560552225,0.007567332989774607,0.0033191841384360844,0.0001423960508828555,0.0037294203802652635,0.0032581572594862895,0.0024207328650085436,0.0038752068133119967,0.2136788358783802,1.0171146491632536e-05,0.0022274810816675255,3.051343947489761e-05,6.780764327755024e-06,0.003183568851880984,0.0010645799994575388,3.390382163877512e-05,0.0025021020369416043,0.002607203884021807,0.002925899807426293,0.07704304429195259,0.0,7.119802544142775e-05,1.695191081938756e-05,0.0017155333749220212,0.0030479535653258837,0.0017223141392497762,0.06344083105047602,0.055697198188179774
86 Benign,86 Benign_img.png,0.0058027480156674196,0.026620106521874288,0.029490394379624064,0.001626841854392473,0.07830083103641225,0.0024609868816446645,0.002362547406378878,0.0025956935320083727,0.25910306094957825,0.005222473214100677,0.0029013740078337098,0.00024868920067146086,0.0035541831595962943,0.0027096760823161255,0.002321099206266968,0.0036422605848341035,0.15725965224960106,0.00017097382546162933,0.002233021781029159,0.0001606117754336518,0.00021760305058752825,0.002958365282987586,0.000999937827699832,0.00021242202557353947,0.0023107371562389903,0.002253745881085114,0.0031448821834911818,0.06349346154643234,5.181025013988768e-06,0.0002383271506434833,0.000290137400783371,0.002720038132344103,0.0033158560089528114,0.0018340828549520238,0.0616697407415083,0.2655482560669803
27 Benign,27 Benign_img.png,0.013214285714285715,0.03290816326530612,0.03489795918367347,0.0035714285714285713,0.08280612244897959,0.003979591836734694,0.003775510204081633,0.0037244897959183673,0.20841836734693878,0.005357142857142857,0.004336734693877551,0.000663265306122449,0.004948979591836735,0.003979591836734694,0.005153061224489796,0.004438775510204082,0.16260204081632654,0.0014795918367346938,0.003010204081632653,0.0007653061224489796,0.0012244897959183673,0.00413265306122449,0.0018877551020408164,0.0005612244897959184,0.0038775510204081634,0.004489795918367347,0.005204081632653061,0.08086734693877551,5.102040816326531e-05,0.0008673469387755102,0.0012755102040816326,0.006224489795918367,0.005306122448979592,0.0034693877551020408,0.07193877551020408,0.22459183673469388
6 Malignant,6 Malignant_img.png,0.004456445381102916,0.029296188970846505,0.03430145767474534,0.0012732701088865473,0.10279460835967685,0.0021404109589041095,0.0030843870741131016,0.003007551808921672,0.34495741131015106,0.007244467860906217,0.00331489286968739,0.00015367053038285914,0.004445468914646997,0.0036441868633649457,0.0028648577449947314,0.003973480857042501,0.22252590446083598,2.195293291183702e-05,0.0029307165437302426,3.292939936775553e-05,2.195293291183702e-05,0.0031063400070249383,0.0012403407095187917,4.390586582367404e-05,0.00331489286968739,0.0027989989462592203,0.003325869336143309,0.08513347383210397,1.097646645591851e-05,8.781173164734808e-05,0.0,0.002217246224095539,0.0029526694766420793,0.0017452581664910431,0.062324376536705306,0.05521162627327011
40 Benign,40 Benign_img.png,0.0102184637068358,0.038407329105003524,0.03265210241954428,0.0021141649048625794,0.09443269908386187,0.0034061545689452665,0.003288700963119568,0.0037585153864223633,0.3574113225276016,0.00822175240779892,0.0027014329339910734,0.00035236081747709656,0.0045806906272022555,0.003993422598073761,0.0045806906272022555,0.00516795865633075,0.19708715057552267,0.0007047216349541931,0.0034061545689452665,0.0002349072116513977,0.0002349072116513977,0.003875968992248062,0.0012919896640826874,0.00035236081747709656,0.004345783415550857,0.003171247357293869,0.004933051444679351,0.06788818416725394,0.0,0.000822175240779892,0.0007047216349541931,0.004463237021376556,0.006577401926239136,0.0036410617805966643,0.06201550387596899,0.05896171012450082
88 Malignant,88 Malignant_img.png,0.005581427201753184,0.028044103547459252,0.03725517052458567,0.0014039172716066293,0.1172442131214902,0.0027393507738665934,0.003903574852759896,0.0031160115052732505,0.3539583618682372,0.006334748664566498,0.003663881660046569,0.00020545130803999452,0.0035269141213532394,0.0036981235447199013,0.0028763183125599234,0.003835091083413231,0.21551842213395425,0.0,0.0026708670045199286,0.0,0.0,0.002842076427886591,0.0012669497329132996,3.424188467333242e-05,0.003835091083413231,0.0027393507738665934,0.0030817696205999176,0.08242021640871114,0.0,0.00010272565401999726,6.848376934666484e-05,0.00212299684974661,0.002944802081906588,0.0023284481577866044,0.05954663744692508,0.041090261607998904
37 Benign,37 Benign_img.png,0.007352941176470588,0.03308823529411765,0.04154411764705882,0.002573529411764706,0.11994485294117647,0.003400735294117647,0.004136029411764706,0.004136029411764706,0.33722426470588235,0.004779411764705883,0.004411764705882353,9.191176470588235e-05,0.004044117647058824,0.004779411764705883,0.004227941176470588,0.004044117647058824,0.19880514705882352,0.0,0.0035845588235294116,9.191176470588235e-05,0.0,0.004871323529411765,0.001286764705882353,0.0001838235294117647,0.0034926470588235296,0.0026654411764705883,0.004319852941176471,0.08713235294117647,0.0,9.191176470588235e-05,9.191176470588235e-05,0.002573529411764706,0.004871323529411765,0.0017463235294117648,0.05919117647058823,0.04522058823529412
68 Malignant,68 Malignant_img.png,0.0037483417186052917,0.029955445420640284,0.03377887912693049,0.0011639258091161674,0.0941090335661185,0.0025406122500062577,0.0028847838602287803,0.002903556857150009,0.3361367675402368,0.007753247728467373,0.0036732497309203776,0.00023779129433556105,0.004699506895947536,0.003692022727841606,0.003028710169958199,0.004805887211834497,0.22907436609847062,0.0,0.0027658882130609996,3.754599384245701e-05,1.2515331280819003e-05,0.00289104152586919,0.0011326374809141199,4.380365948286651e-05,0.00301619483867738,0.003110059823283522,0.0032602437986533504,0.08628069384996621,6.257665640409502e-06,0.00011889564716778053,1.2515331280819003e-05,0.002121348652098821,0.003203924807889665,0.0020024530049310403,0.06698205301494331,0.05881579935420891
35 Benign,35 Benign_img.png,0.003938793535604306,0.025984101597001742,0.03164164140268793,0.0010861521567878541,0.09522331765773077,0.0017068105320951995,0.0020648826716955907,0.0023752118593492635,0.327122771000931,0.005717218495619584,0.0030197417106299683,0.00010742164188011744,0.0041178296054045025,0.003198777780430164,0.0021126256236423096,0.003700078775870712,0.19744097777565586,5.967868993339858e-05,0.0023394046453892245,0.0,3.580721396003915e-05,0.002781026950896374,0.000799694445107541,3.580721396003915e-05,0.0023274689074025447,0.00210068988565563,0.0025303764531761,0.0764364660666969,0.0,3.580721396003915e-05,0.0,0.002279725955455826,0.0025781194051228188,0.0017545534840419184,0.06284166049986871,0.13050535914635603
4 Benign,4 Benign_img.png,0.003688274471303102,0.02657415023748242,0.031416668877862396,0.0011011754716480483,0.09787194523310426,0.00181760288693714,0.0022554196407249183,0.0023880913842969725,0.3534242577015947,0.005545678881311859,0.003104518799586064,0.00011940456921484862,0.003661740122588691,0.0026799692201554914,0.0022819539894393293,0.0034759996815878153,0.20683524822883223,1.3267174357205403e-05,0.002175816594581686,3.980152307161621e-05,2.6534348714410806e-05,0.0027197707432271073,0.0010348395998620215,1.3267174357205403e-05,0.001684931143365086,0.00230848833815374,0.0027595722662987236,0.07608724493857298,0.0,5.306869742882161e-05,1.3267174357205403e-05,0.0018574044100087563,0.002507495953511821,0.0015389922254358268,0.06230265078143657,0.09462148751558894
60 Benign,60 Benign_img.png,0.004550145417018482,0.02340744910404353,0.03447790599493386,0.0016418050473778027,0.11248710010319918,0.0018763486255746317,0.002298527066328924,0.0028145229383619475,0.3878412609062764,0.004409419270100384,0.0026268880758044846,0.00023454357819682896,0.0040341495449854586,0.0030021578009194107,0.002720705507083216,0.0028614316540013134,0.21620227038183695,0.0,0.0020639834881320948,0.0,0.0,0.0020639834881320948,0.0017825311942959,0.0,0.0021578009194108266,0.0028614316540013134,0.0028614316540013134,0.07754010695187166,4.690871563936579e-05,9.381743127873159e-05,0.0,0.0021578009194108266,0.0033305188103949714,0.001829439909935266,0.048597429402382965,0.0451261844450699
107 Benign,107 Benign_img.png,0.00488440247476392,0.027678280690328884,0.03443503744708564,0.0011396939107782482,0.10989905568218822,0.001872354281992836,0.002930641484858352,0.0031748616085965483,0.3728427222403126,0.006349723217193097,0.003337675024422012,0.0,0.0035004884402474764,0.0027678280690328883,0.002523607945294692,0.003337675024422012,0.21662324975577987,8.140670791273201e-05,0.0035004884402474764,0.0,0.0,0.0027678280690328883,0.00122110061869098,0.0,0.0030934549006838164,0.0016281341582546401,0.002930641484858352,0.07456854444806252,0.0,0.00016281341582546403,0.0,0.002116574405731032,0.003337675024422012,0.00122110061869098,0.054461087593617716,0.05161185281667209
94 Benign,94 Benign_img.png,0.004530744336569579,0.031345353675450764,0.03504392048081369,0.0009246417013407304,0.11308368007397133,0.001756819232547388,0.002034211742949607,0.0024965325936199723,0.34757281553398056,0.005362921867776237,0.0028663892741562645,0.0,0.003236245954692557,0.0024965325936199723,0.0018492834026814608,0.0036985668053629217,0.22394822006472492,0.0,0.0029588534442903376,0.0,0.0,0.0025889967637540453,0.0009246417013407304,0.0,0.003236245954692557,0.0012944983818770227,0.002219140083217753,0.08830328247803976,0.0,0.0,9.246417013407305e-05,0.0014794267221451688,0.0024965325936199723,0.00212667591308368,0.060009246417013405,0.05002311604253352
3 Malignant,3 Malignant_img.png,0.004589371980676328,0.02793148880105402,0.03436539306104523,0.0009881422924901185,0.10939833113746157,0.0016688625384277558,0.0024813350900307423,0.002854633289415898,0.350395256916996,0.005841018884497146,0.0028326745718050064,6.587615283267457e-05,0.0028765920070267896,0.0033596837944664033,0.00230566534914361,0.00445761967501098,0.2207509881422925,0.0,0.0023276240667545016,8.78348704435661e-05,2.1958717610891526e-05,0.0028326745718050064,0.00101010101010101,4.391743522178305e-05,0.0025252525252525255,0.0024154589371980675,0.0028107158541941153,0.08317962231005709,0.0,8.78348704435661e-05,0.0,0.0016249451032059727,0.002635046113306983,0.001756697408871322,0.05963987703118138,0.0598375054896794
42 Malignant,42 Malignant_img.png,0.004788773148148148,0.023451967592592594,0.03447627314814815,0.0012152777777777778,0.11763599537037037,0.0020109953703703705,0.002589699074074074,0.002662037037037037,0.3845775462962963,0.004354745370370371,0.002864583333333333,7.233796296296296e-05,0.003472222222222222,0.002777777777777778,0.002907986111111111,0.0036313657407407406,0.21537905092592594,0.0,0.0027054398148148146,1.4467592592592593e-05,1.4467592592592593e-05,0.002864583333333333,0.001171875,4.340277777777778e-05,0.002372685185185185,0.003096064814814815,0.0025318287037037037,0.07640335648148149,0.0,5.787037037037037e-05,0.0,0.0022280092592592594,0.0025462962962962965,0.0017795138888888889,0.048741319444444445,0.04456018518518518
58 Malignant,58 Malignant_img.png,0.01291866028708134,0.03229665071770335,0.04736842105263158,0.005502392344497608,0.12272727272727273,0.004066985645933014,0.005023923444976076,0.003827751196172249,0.31842105263157894,0.002631578947368421,0.0035885167464114833,0.0007177033492822966,0.004066985645933014,0.003827751196172249,0.0035885167464114833,0.0035885167464114833,0.19808612440191387,0.0007177033492822966,0.005502392344497608,0.0009569377990430622,0.0004784688995215311,0.007416267942583732,0.003110047846889952,0.0009569377990430622,0.004784688995215311,0.005741626794258373,0.008133971291866028,0.07942583732057416,0.00023923444976076556,0.0009569377990430622,0.0009569377990430622,0.005502392344497608,0.0066985645933014355,0.0028708133971291866,0.05406698564593301,0.03923444976076555
100 Benign,100 Benign_img.png,0.0038944456267290912,0.02621834432858055,0.03047456905724622,0.0012555862949563737,0.10023409236007662,0.0021068312406895082,0.002255799106192807,0.0022770802298361353,0.3573100659714833,0.00521387529261545,0.002426048095339434,4.256224728665674e-05,0.0027878271972760164,0.0026814215790593745,0.00208555011704618,0.002958076186422643,0.20185145775696955,0.0,0.001915301127899553,0.00010640561821664184,2.128112364332837e-05,0.0028091083209193447,0.0007448393275164928,4.256224728665674e-05,0.002362204724409449,0.0021281123643328366,0.002383485848052777,0.07559055118110236,0.0,4.256224728665674e-05,0.0,0.0020004256224728668,0.0024047669716961055,0.0013194296658863589,0.05654394552032347,0.10351138540114918
104 Benign,104 Benign_img.png,0.004347826086956522,0.027501725327812285,0.02984817115251898,0.0012077294685990338,0.10227743271221532,0.002173913043478261,0.002173913043478261,0.002587991718426501,0.3634575569358178,0.007522429261559696,0.002898550724637681,0.00013802622498274673,0.0036576949620427883,0.003140096618357488,0.001518288474810214,0.0034161490683229812,0.2179089026915114,0.0,0.002518978605935128,0.0,0.0,0.0024154589371980675,0.0011042097998619738,0.0,0.0019668737060041406,0.0018633540372670807,0.0023119392684610076,0.07933057280883368,0.0,0.0,0.0,0.0018633540372670807,0.0024154589371980675,0.0014837819185645272,0.06363008971704624,0.06331953071083506
20 Malignant,20 Malignant_img.png,0.007675765095119934,0.0337468982630273,0.042117452440033086,0.002150537634408602,0.12198511166253102,0.002315963606286187,0.003110008271298594,0.0034077750206782465,0.3354177005789909,0.005392886683209264,0.004036393713813069,0.00019851116625310174,0.004400330851943755,0.004003308519437552,0.003176178660049628,0.0041025641025641026,0.19927212572373862,6.617038875103391e-05,0.0036062861869313482,6.617038875103391e-05,0.0,0.003771712158808933,0.0017204301075268817,0.0,0.0041356492969396195,0.003870967741935484,0.0041025641025641026,0.08688172043010753,0.0,0.00019851116625310174,3.3085194375516956e-05,0.0018858560794044665,0.0035401157981803143,0.002183622828784119,0.06239867659222498,0.04502894954507858
39 Benign,39 Benign_img.png,0.004871316067224162,0.022570431111471948,0.03637249330194041,0.0008930746123244297,0.11918486644475115,0.0016237720224080538,0.0016237720224080538,0.0016237720224080538,0.3739546967605748,0.0036534870504181215,0.002598035235852886,0.0002435658033612081,0.002679223836973289,0.0034099212470569133,0.0030039782414549,0.0036534870504181215,0.20938540228951855,0.0,0.003166355443695705,0.0,0.0,0.0030851668425753024,0.0011366404156856378,8.118860112040269e-05,0.002354469432491678,0.0030039782414549,0.002598035235852886,0.0756677762442153,0.0,0.0,0.0,0.0019485264268896648,0.0028416010392140942,0.0017049606235284567,0.043517090200535846,0.06754891613217505
