CaseID,Image_filename,Feature__0,Feature__1,Feature__2,Feature__3,Feature__4,Feature__5,Feature__6,Feature__7,Feature__8
5 Malignant,5 Malignant_roi.png,21955,33250,25339,236.70537873921896,130.5446321403573,0.8341703787636032,254.01771591761076,722.2741699796952,0.866450925450886
52 Malignant,52 Malignant_roi.png,39005,59829,44357,264.5053655061508,201.18325650255645,0.6492186883871695,284.59796204470615,898.3401871576774,0.8793426065784431
3 Benign,3 Benign_roi.png,84431,130975,99129,405.06336742410446,283.1084330219807,0.7151961300692038,441.9773749865484,1570.655987697715,0.851728555720324
98 Malignant,98 Malignant_roi.png,46623,71070,54315,323.7551200388356,199.90575759567506,0.7866024720667414,347.3110997362451,1010.3229432149742,0.8583816625241646
18 Benign,18 Benign_roi.png,6197,8909,6877,146.77166419090236,57.50551745638948,0.9200493107827278,152.31874474272692,380.2670273047588,0.9011196742765741
40 Malignant,40 Malignant_roi.png,101925,155310,118988,486.38617265905754,291.72528507256715,0.80016404898668,560.5301062387283,1776.4133470105958,0.8565989847715736
7 Benign,7 Benign_roi.png,46090,56980,47019,271.0835688969587,219.1055821136808,0.5888279005872183,275.9746365157494,829.4701294725885,0.9802420298177332
93 Malignant,93 Malignant_roi.png,11177,15808,11689,208.08629750428784,71.45370345101821,0.9391947477369861,211.26523613694707,500.73506473629425,0.9561981349987168
118 Malignant,118 Malignant_roi.png,68596,106080,72376,383.9926487912569,237.50968034179948,0.7857638345351694,403.1178487737798,1121.8031739553294,0.9477727423455289
73 Malignant,73 Malignant_roi.png,222205,325440,271113,634.4641459246709,524.1433083973884,0.5634947180295532,753.2595834106593,2787.6063479106588,0.8196028962093297
8 Malignant,8 Malignant_roi.png,73692,116883,86388,329.572219942996,307.38775862934716,0.36068652631688014,394.342490736162,1255.010280736516,0.853035143769968
67 Malignant,67 Malignant_roi.png,156199,238278,180529,510.18272286531675,417.82236821918303,0.5738418632974902,552.4717187331855,1924.2022356160528,0.8652294091254037
57 Benign,57 Benign_roi.png,17845,27950,20397,199.04531157986145,124.52835097644896,0.7801214085659436,215.75217264259473,617.7594513539337,0.8748835613080355
33 Malignant,33 Malignant_roi.png,20176,29550,24060,193.26832260681448,144.96125291814928,0.661379089422456,216.44860821913363,719.58787847868,0.8385702410640067
66 Benign,66 Benign_roi.png,198914,358200,240467,876.044981282902,321.3230313885311,0.930304443756113,998.9724720932004,2675.432682994352,0.8271987424469885
104 Malignant,104 Malignant_roi.png,203836,267424,214929,543.2060305735628,488.7289125207299,0.43648431178274694,575.72562909775,1851.9352083112935,0.9483876070702418
18 Malignant,18 Malignant_roi.png,132123,187458,147879,484.9651779361275,361.3697614097805,0.6669016038866273,511.2582517671475,1581.7209588551707,0.8934534315217171
21 Malignant,21 Malignant_roi.png,70847,97902,73597,358.60590401822725,262.88500405678974,0.6801478678818446,382.87334720505163,1096.607214462436,0.9626343465086892
80 Malignant,80 Malignant_roi.png,9357,13650,9842,143.40800515501505,88.02856919462847,0.7894358878372081,152.50573759698355,414.73506473629425,0.9507213980898191
91 Benign,91 Benign_roi.png,72427,96285,73848,399.0905127776896,232.38623817758798,0.8129814702466194,401.46357244462416,1090.6488450227787,0.9807577727223487
119 Malignant,119 Malignant_roi.png,44135,57000,47144,250.51423047450658,232.13322835732913,0.375982129641211,275.4941015702514,889.4701294725885,0.9361742745630409
95 Malignant,95 Malignant_roi.png,82702,154560,110283,417.98068921388125,305.8837670951138,0.6815053231597867,455.2669546540798,1551.082394568908,0.7499070572980423
74 Malignant,74 Malignant_roi.png,344628,443408,379277,899.6429048651044,508.73198664558964,0.8247605470333781,861.5149447339843,2735.388093841179,0.9086446053939469
41 Malignant,41 Malignant_roi.png,77595,178942,112572,575.4792809689025,220.13492606328447,0.9239453471066051,666.2469512125365,1743.827560572969,0.6892921863340795
87 Benign,87 Benign_roi.png,74830,112420,79403,357.39310061808806,276.49978171265974,0.6336042772970724,376.1728326181996,1143.7798333582164,0.9424077175925343
28 Malignant,28 Malignant_roi.png,59495,105840,78649,321.9756534785091,276.66334354502703,0.5115258316119572,380.9107507015259,1328.0874452027913,0.7564622563541812
63 Benign,63 Benign_roi.png,28502,40480,29525,242.0115624292261,151.08560762701086,0.7811919840799085,247.68124676688785,679.848809129029,0.9653513971210839
12 Malignant,12 Malignant_roi.png,22292,30070,22994,198.9657630773275,143.84589521713391,0.690881436238682,209.3083849252103,608.9726547895302,0.9694702965991128
101 Malignant,101 Malignant_roi.png,67825,100116,72246,345.179779480997,253.27427729232207,0.6794238953097156,373.72851108792867,1106.3889603929563,0.9388063006948482
83 Malignant,83 Malignant_roi.png,15132,19404,15783,153.84970896273413,127.1609112891236,0.5628973348354606,158.47397262642215,488.634559672906,0.9587530887663942
122 Malignant,122 Malignant_roi.png,40939,59024,44028,265.2658193960487,205.74160329911692,0.6312180729780785,279.6587205863604,848.0559159102155,0.9298401017534297
23 Malignant,23 Malignant_roi.png,96230,152460,109366,389.336507926349,343.23864624863273,0.47199929890557896,411.5385765636072,1480.7220048756974,0.8798895451968619
114 Malignant,114 Malignant_roi.png,70111,119770,88836,352.99822007391344,270.2467454267325,0.6433462070095257,434.3846221955837,1463.17575695736,0.7892183349092711
11 Benign,11 Benign_roi.png,14625,20034,16031,159.79586672816313,122.07332842015144,0.6452956242062577,175.41949720598336,563.9898987322333,0.9122949285758842
75 Benign,75 Benign_roi.png,67082,89022,69965,409.75577079593666,213.71918159669144,0.8532042214069456,402.9900743194552,1093.4528855298854,0.9587936825555635
83 Benign,83 Benign_roi.png,39621,51985,40014,284.0789405106038,179.10719824730006,0.7762023268245849,291.48070262025925,790.9259735953042,0.9901784375468586
1 Malignant,1 Malignant_roi.png,15493,22554,16428,165.26699462459135,123.96113384778002,0.6613631187519748,188.16216410320115,527.8832970144351,0.9430849768687607
53 Malignant,53 Malignant_roi.png,24374,45400,28139,225.68376070948148,146.45776679635762,0.7608299600336521,244.19049940568942,756.5239533417509,0.866199936031842
92 Benign,92 Benign_roi.png,63642,78568,67188,452.2031593609432,184.36308734669768,0.9131160735365601,427.9836445473121,1114.1808075912434,0.9472227183425612
37 Malignant,37 Malignant_roi.png,8022,11904,8794,129.44351933202879,84.0170202992631,0.7607345189438616,126.90547663517127,378.28531726798843,0.9122128724130089
10 Malignant,10 Malignant_roi.png,77498,139524,100162,421.29610885579365,275.8885063102628,0.7557532204411105,462.33537610699875,1463.099638511611,0.7737265629679918
120 Malignant,120 Malignant_roi.png,52791,69900,54820,296.10045093730486,228.41838517738898,0.6363239630086004,309.9193443462347,921.2102448427661,0.9629879605983218
22 Benign,22 Benign_roi.png,6430,8732,6907,119.48555809212779,74.19382435760262,0.7838550347072478,122.80065146407001,348.3086578651014,0.9309396264659041
81 Malignant,81 Malignant_roi.png,116675,181800,132082,448.27465715123407,360.32069239616425,0.5949070877469219,492.73623775809307,1662.4377336282355,0.8833527657061523
82 Benign,82 Benign_roi.png,32098,39524,32454,247.3069371738191,168.7846207891808,0.7308945183659497,248.5678981686895,704.0731598529185,0.9890306279657362
87 Malignant,87 Malignant_roi.png,135968,184052,143791,522.9182525887417,339.8047256917626,0.7600848832112646,529.9971698037641,1534.1950929411162,0.9455946477874136
88 Benign,88 Benign_roi.png,191510,302096,225365,964.9356764043965,269.33013474945193,0.9602570458574206,974.1175493748175,2494.2388155425115,0.8497770283761897
35 Malignant,35 Malignant_roi.png,41729,58515,44597,260.96306382047163,213.45024140082106,0.5753138146912176,281.23299948619115,861.7483040656407,0.9356907415296993
16 Malignant,16 Malignant_roi.png,49017,85808,60272,348.241108071282,212.34216986455738,0.7925890446124276,382.89946461179596,1073.17575695736,0.8132632067958587
116 Malignant,116 Malignant_roi.png,150133,258096,172414,637.3248495768802,329.0098895613223,0.856446508259961,657.3621528503143,2017.9768388716363,0.8707703550755739
59 Malignant,59 Malignant_roi.png,2958,4185,3301,96.80881332670172,44.16559631442299,0.8898697755225966,94.92101980067429,250.46803743153546,0.8960920933050591
84 Benign,84 Benign_roi.png,45526,67260,48055,287.2055709669449,206.64115996946015,0.6945041577944685,300.12330799189857,873.8792924010784,0.947372801997711
113 Malignant,113 Malignant_roi.png,132716,171200,134218,537.1333988594264,316.75238011473243,0.8076158355938896,537.8196723809942,1460.5971131946694,0.9888092506221222
33 Benign,33 Benign_roi.png,69859,89100,72736,402.5813449355696,226.2717184080615,0.827101782441548,397.6329966187414,1091.9209229614207,0.9604459964804224
99 Malignant,99 Malignant_roi.png,71615,97644,78308,323.1549542172419,292.0788542566292,0.4278805377488406,341.9897659287482,1172.5310960166873,0.9145298053838689
43 Benign,43 Benign_roi.png,6299,8800,6797,167.68614534719612,49.31140190244934,0.9557840004799357,161.37224048763778,387.58073580374355,0.9267323819332058
85 Malignant,85 Malignant_roi.png,14432,21352,15455,142.57276225792486,133.21000665039563,0.3564091488404512,162.265215003093,500.747258045114,0.9338078291814946
15 Benign,15 Benign_roi.png,21336,29640,22041,256.24824514241345,110.41537695719137,0.9024033958839557,262.21365334398587,652.6589462905454,0.9680141554375936
80 Benign,80 Benign_roi.png,112047,130728,114265,436.1407213956065,332.08803900464324,0.6482541169909674,445.896849058165,1314.1869042456533,0.9805889817529427
25 Benign,25 Benign_roi.png,6724,8008,7157,154.3028635503506,57.85345085584172,0.9270513465476548,144.53373308677806,373.68124086713186,0.9394997904149783
47 Benign,47 Benign_roi.png,25707,39508,27482,228.44796035301877,154.07247106446303,0.7383375420760055,241.0808992848666,697.0853531617383,0.935412269849356
70 Malignant,70 Malignant_roi.png,145805,202188,154354,478.024735804118,395.50055560228685,0.5616658009541635,515.9738365460016,1581.5676759431467,0.9446143281029322
51 Malignant,51 Malignant_roi.png,54474,76728,63184,296.8709409097425,244.09634828641438,0.5691546108419769,332.70407271327474,1120.2640687119285,0.8621486452266397
89 Benign,89 Benign_roi.png,11959,15870,12235,145.49568534668623,105.60093541378362,0.6879045674799977,150.14659503298768,434.63455967290594,0.9774417654270535
19 Malignant,19 Malignant_roi.png,33127,54990,39681,293.17803314638866,154.18545202205047,0.8505398173409019,299.5413160150032,896.239682094289,0.8348327915123107
100 Malignant,100 Malignant_roi.png,53096,87612,60859,277.7406011409063,266.6255109752123,0.2800674677497387,307.0504844484047,1128.7909806465098,0.872442859724938
112 Malignant,112 Malignant_roi.png,38015,65728,44441,441.74746534528083,119.40633925816705,0.9627748766932578,429.79064671069796,1036.9503602129437,0.855403793794019
12 Benign,12 Benign_roi.png,10494,16200,12062,235.44004708118695,65.19240016515442,0.9608999021288424,216.92394980729998,537.7645019878171,0.8700049742994528
29 Malignant,29 Malignant_roi.png,29436,38532,32615,251.5936422963924,155.37837952831404,0.7865106353184649,254.9078264785136,767.9726547895302,0.9025295109612141
75 Malignant,75 Malignant_roi.png,78364,117553,86390,416.65755136719474,253.47945403876966,0.7936581411945365,443.90652169122274,1247.4844148224613,0.9070957286723
89 Malignant,89 Malignant_roi.png,18159,32220,21421,171.97414685574216,147.75574095961474,0.5116832856750922,186.60117898877274,636.1564209736038,0.8477195275664068
38 Benign,38 Benign_roi.png,6945,10050,7361,130.9704910541387,70.4062070011857,0.8432171786988824,140.73023839957068,359.5218613006978,0.9434859394104061
52 Benign,52 Benign_roi.png,1334,1980,1431,53.25726407493133,33.08891725076989,0.7835701191759146,56.753854494650845,152.81118318204307,0.9322152341020266
97 Benign,97 Benign_roi.png,15555,21168,17105,226.21567687866175,92.3345592081086,0.9129057274553941,218.2131985009156,586.8183258569795,0.9093832212803273
73 Benign,73 Benign_roi.png,80560,98282,83627,330.8660459580135,316.1573890693934,0.2948453702227892,365.8551625985343,1155.553390593274,0.9633252418477286
16 Benign,16 Benign_roi.png,4144,6136,4500,103.0552032976646,53.43294483504358,0.8550845597525215,109.73149046650191,285.09545442950497,0.9208888888888889
78 Malignant,78 Malignant_roi.png,4235,7239,4802,116.83843078437977,49.433611223223004,0.9060859057408175,130.04999038831184,316.0365799264593,0.8819241982507289
102 Benign,102 Benign_roi.png,7670,10004,7998,133.92911260649325,74.70898320578522,0.829958715588491,136.95254652615992,362.4091629284897,0.9589897474368592
115 Malignant,115 Malignant_roi.png,43666,59664,47315,273.12555315831673,213.73986906372159,0.6225625806749585,276.6224864323217,924.4823227814084,0.9228785797315862
63 Malignant,63 Malignant_roi.png,16994,26442,17896,219.9557984889403,104.93949955593938,0.878852498999901,229.34035841953332,580.6589462905455,0.949597675458203
55 Malignant,55 Malignant_roi.png,131379,210192,146775,546.9848764157232,324.71005938999525,0.8047334863991749,615.262545585216,1689.6498910433052,0.8951047521716914
6 Benign,6 Benign_roi.png,13671,17756,14039,191.26417700741203,92.19131498270684,0.8761655163293032,197.101496696499,498.5340546095176,0.9737873067882328
2 Malignant,2 Malignant_roi.png,37870,63427,43638,278.8473331090022,184.42993197638205,0.750032392010364,295.65182225043026,884.517856687341,0.8678216233557908
61 Malignant,61 Malignant_roi.png,9842,12792,10302,121.52910805695441,104.57615717927753,0.5094454399192725,125.51493934986385,389.6639969244288,0.955348476024073
92 Malignant,92 Malignant_roi.png,6835,8520,6978,123.42053664155112,70.83888454236354,0.8188808753544414,121.49485585818027,330.55129855222066,0.9795070220693608
48 Malignant,48 Malignant_roi.png,141953,260947,167790,662.0546245440867,309.41749267328356,0.884067380882346,641.4748631084464,2037.432682994352,0.8460158531497706
48 Benign,48 Benign_roi.png,9310,11310,9430,149.98234318321005,79.75296212876404,0.846901997301294,147.31259280862582,388.1076477383248,0.9872746553552492
71 Malignant,71 Malignant_roi.png,7030,9165,7606,154.17333695504746,61.64861368188752,0.9165737848056696,153.62942426501507,378.2020561473032,0.9242703129108598
14 Benign,14 Benign_roi.png,45018,79130,50623,387.32463059499577,154.27923275902822,0.9172464232266103,410.27429848821873,1030.1635636485403,0.8892795764770954
79 Benign,79 Benign_roi.png,20776,29988,21472,219.27169256386838,122.52117434772425,0.8293265678921565,223.1882613400624,599.0020920410531,0.9675856929955291
14 Malignant,14 Malignant_roi.png,104030,152333,112633,435.0491959538557,324.2406997196675,0.6667330297792998,450.0244437805573,1375.9280656363571,0.9236191879822077
55 Benign,55 Benign_roi.png,16448,19800,16771,162.3592098869465,130.56895753825134,0.5943614394208169,174.52220489095365,503.9421715174808,0.9807405640689285
26 Malignant,26 Malignant_roi.png,13363,22048,17236,183.6605530546546,103.34662708679608,0.826658091517302,214.11212016137713,664.7350647362942,0.7752958923184033
32 Malignant,32 Malignant_roi.png,42824,66045,52076,261.43352097422905,223.8549484300235,0.5165458226785514,288.76461001999536,1097.1168824543142,0.8223365849911668
85 Benign,85 Benign_roi.png,3853,4608,3950,98.35757076922232,50.3342780623469,0.8591356761471742,97.01546268507923,254.12489168102786,0.9754430379746836
110 Malignant,110 Malignant_roi.png,166969,232815,181900,555.1141187539408,409.4878638340995,0.6751676763052281,571.2871432125879,1830.4448763031717,0.9179164376030786
103 Malignant,103 Malignant_roi.png,42695,61568,45990,291.5860500255322,199.6525340679897,0.7288135319487282,296.4321170183825,905.6538956566621,0.9283539899978256
76 Benign,76 Benign_roi.png,12618,15132,12919,159.09568492506116,101.9361183373379,0.7677728927267522,159.24823389915505,447.52186130069776,0.9767009830482235
13 Malignant,13 Malignant_roi.png,78254,110400,83533,374.22927784629456,271.6467105116478,0.6878180839497351,380.5325216062354,1161.4772721475251,0.9368034190080567
69 Malignant,69 Malignant_roi.png,38329,58240,40756,259.9611819335548,198.98338057593028,0.6435132479852936,277.8488797889961,825.796031280393,0.940450485818039
91 Malignant,91 Malignant_roi.png,42782,91086,50530,349.7594858180508,181.7935347660521,0.854307895366626,380.5325216062354,1041.596067174143,0.8466653473184247
36 Malignant,36 Malignant_roi.png,66454,95228,74575,351.4858918313457,261.9759868002833,0.66668616161728,382.89685295128766,1214.9919907732863,0.8911029165269863
51 Benign,51 Benign_roi.png,41007,51150,42820,319.28536788543175,167.87310096622798,0.8506220628755506,316.53751752359466,869.3279938488577,0.9576599719757123
