CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44
15,015_img.png,0.5047485382957535,0.41732888303667265,0.2811078648564583,0.13454205991782134,0.27835402521564967,0.46208464081120465,0.3573425233686181,0.2557207923387635,0.21524651654516197,0.27835402521565006,0.5224925306538647,0.4698447383976859,0.4725194858714562,0.4194637399944384,0.27835402521564956,0.5008308302462469,0.4031797854220519,0.4093851599715803,0.462941161354228,0.27835402521565,0.5359297707321955,0.4519015831591178,0.4088089776292534,0.32358818804150835,0.27835402521564956,0.4898052679861426,0.4307822602107397,0.4409675638832859,0.40829967299565834,-0.31695556617350185,0.48731936897125355,0.42356058953293446,0.3204170316024421,0.21336036970090214,-0.2692530703582263,0.5021139476960221,0.4150270768561612,0.3732498212780097,0.3135903762328162,0.023509392318809882,0.4935223107294629,0.3692813483467593,0.3059790310309209,0.22249049812672791,0.19852868857959668
16,016_img.png,0.46021647327651893,0.40973994515996015,0.22583534521284537,-0.16316473976551854,0.0,0.4350071251163848,0.3818902897831633,0.48919632488673864,0.04208985008568836,0.0,0.5017047631125644,0.4558503923602532,0.42000872161400943,-0.12468351027932917,0.0,0.4995342328447942,0.4121997099781824,0.3786922043516828,0.19159342877661678,0.0,0.49203700352946983,0.37588756969857046,0.3550027288932674,-0.12696090183808453,0.0,0.5207491507748941,0.43050610727207245,0.36002347169092896,0.14652665321750763,0.0,0.5462808905535127,0.5313353717212336,0.39851360873811015,0.06612784050034691,0.0,0.5095123470132499,0.48317973875381476,0.23748106324043755,-0.033295085220381535,0.0,0.5141020349253793,0.4829434506317183,0.48971196172991144,0.0050248095522789655,0.0
17,017_img.png,0.5136800240382747,0.4140281464892358,0.17131005413783318,-6.335320776988165e-17,0.0,0.558390654638572,0.42430117576296944,0.1963057839312797,4.63532031673851e-16,0.0,0.5442770964274074,0.4073398158653324,0.2816709423658955,-3.5464638372800046e-16,0.0,0.518534022845285,0.38768335209155663,0.3112335304373849,-3.0260867208641866e-16,0.0,0.48466848327221884,0.366975901246311,0.11013475869891988,2.8376138436636084e-17,0.0,0.54812803649835,0.4329842501358343,0.3124493001392517,-3.4206741410714926e-16,0.0,0.5808326701749057,0.46929761505555645,0.5074764188059472,-3.666426111168826e-16,0.0,0.5439529488533693,0.48591448416966243,0.47027878173999155,4.725242853760611e-16,0.0,0.576996428765568,0.4653321677438542,0.3667152460752591,-8.530434267670176e-17,0.0
18,018_img.png,0.5171920401404356,0.4884749221457851,0.4636546967822274,0.37361250479685776,4.0218538872108206e-16,0.4935581951194027,0.3906958793175875,0.3355446208588168,0.44769521224612935,4.3444663061613725e-16,0.4997723195145858,0.39878026567473696,0.3377410635200509,0.2815720500515588,3.9418159522995033e-16,0.5077879770795221,0.46593555581491203,0.4909331089791101,0.3040715995413999,3.819056406065135e-16,0.4770132419238201,0.3508299457681215,0.34524231647908116,0.2660934120786947,5.685206273054056e-17,0.5197361678262665,0.40743238577933794,0.347486122380613,0.3678458488966468,2.645178397517592e-16,0.5054019237346588,0.4406446304955281,0.44272912532347986,0.486445847924697,-6.082147503764156e-16,0.5040133473615166,0.4440008580535268,0.3481178244416648,0.3012053878830271,-5.337798881291881e-17,0.5037185878853417,0.4594021714991783,0.4557689631864663,0.35396311112403483,-2.5147104313556284e-17
19,019_img.png,0.5400587458602688,0.47003593226642476,0.30676943512016036,0.059743676189431466,0.0,0.5511346339563592,0.4286120893625854,0.24352696330508616,-0.08227402252148772,0.0,0.5450780367682831,0.4724332825625707,0.37661216628827815,-0.067313220913412,0.0,0.47979963605760606,0.3056794172350525,0.20063856836683927,-0.06737554626371581,0.0,0.4963560638383775,0.394970330487812,0.3311576099052668,0.04980355985926761,0.0,0.5703794559991995,0.5018511515149373,0.3215543199039342,0.060584503111669956,0.0,0.5415492552673714,0.47252494373721393,0.39785872524022053,0.24167624762901324,0.0,0.5466394423602677,0.4229212582362063,0.3313813538380271,0.3570769671302484,0.0,0.5343872375858455,0.4302335077530237,0.34170773445569724,-0.029038140885522076,0.0
20,020_img.png,0.544348969047531,0.5176505435785658,0.40160624474052997,0.27835402521565006,0.0,0.538860485920094,0.5299345037712699,0.4526500525229334,-0.034862655264764154,0.0,0.5178526637016231,0.41032298524850785,0.3370911269597012,0.27835402521564934,0.0,0.5298516714044402,0.46127850035977785,0.4344143136225949,-0.35140625355292887,0.0,0.4330193045134378,0.34242695404036766,0.35430007914781947,0.2783540252156497,0.0,0.5200617935539819,0.4837835776354274,0.42572150175317974,0.2783540252156499,0.0,0.5629838663604059,0.5317814447455635,0.39164795416946535,0.27835402521565034,0.0,0.6005446706694793,0.5383370490705541,0.2703527193400452,-0.12052379539558063,0.0,0.5138342890695025,0.4406873558097162,0.49150907928666077,0.27835402521564906,0.0
21,021_img.png,0.5365911930567016,0.46314950693818757,0.366852967677573,0.11467243070024792,0.1921897378801914,0.4863983079835234,0.3794456075783783,0.3358206515030197,0.2591287427036232,-0.3018072734963841,0.5458162086806696,0.4113181235033492,0.26424626982725297,-0.04110141737559222,-0.22150387969159926,0.5005465062385523,0.36640620472700625,0.325091393506218,0.3329336846291141,0.27835402521564956,0.510992446329319,0.39667766051685394,0.36176610520947816,0.20401957941986515,0.07896035363929182,0.5349913543086748,0.43833989466192547,0.33507403700834815,0.12748969746530048,-0.3427104698023352,0.5389583682497078,0.4760431792603006,0.4024390143072139,0.26028336494735044,0.2783540252156497,0.5173283512009788,0.4078210773820366,0.24881975451874033,0.13696030764496703,0.014645855268730584,0.5278607941879722,0.4405568083477367,0.3827968644952307,0.22806919717396978,0.11132369281381548
22,022_img.png,0.5381117596040629,0.4943086606649818,0.40330183987804097,0.13245807892851696,0.2783540252156492,0.4909091655936513,0.44288078567631883,0.38762101465590093,0.11126802464899466,0.08040344466435992,0.4698728507775991,0.40423120129066925,0.42395074637713276,0.2338199789184944,0.2783540252156501,0.5246410966471368,0.4256077700546648,0.3216629665149786,0.2660222406496977,0.2783540252156499,0.4970839087132763,0.41422531621272857,0.3115029024228669,0.09818241957244195,0.27835402521564967,0.5137131716320845,0.46507379614154903,0.41247774077133603,0.3006706952230757,0.27835402521565034,0.5168864611354467,0.3868011265004273,0.33851543457512534,0.22009581093158412,-0.07131468803612206,0.5526216828884456,0.4802871176486819,0.3847165037501834,0.2555853042816796,-0.2707677914408026,0.5181674835710134,0.4727158313765779,0.3781529708419162,0.218622785992293,-0.20179898181302494
23,023_img.png,0.5330696354542477,0.5125901585663649,0.12176423644988388,5.761847970629803e-20,0.0,0.5524370454312476,0.4438798658550745,-0.19895225478835435,-1.11413559312941e-18,0.0,0.5395821151245299,0.4487346468140503,0.1584617212321717,3.1470502025620817e-16,0.0,0.5408960028714236,0.3527696482100078,0.34965121267534716,1.0711417045820396e-16,0.0,0.5519959839471651,0.4815970344848503,0.13381715829764906,-1.5232998623061387e-16,0.0,0.5138556587541787,0.4983790871499761,0.15452222448226574,3.7529817855088804e-16,0.0,0.540712291657407,0.33679679566696114,0.21757190773089585,-7.993002142440014e-18,0.0,0.5588569027486543,0.30342569900438104,0.2674851130966905,-2.9347003256134435e-16,0.0,0.5481973743237154,0.39956067369437825,0.2642006959196622,8.857423222015612e-17,0.0
24,024_img.png,0.4780617869045851,0.31710646362825584,0.2739666685973505,0.257961597990394,-0.12657298293297273,0.4900559508057936,0.36397281863659486,0.32367901566750984,0.36014263625601306,0.009242214511373128,0.5111890082509097,0.4061547513787384,0.41020252236241667,0.3844037776649399,-0.09173399503143194,0.5122854288606888,0.37800280756616994,0.3197506967813635,0.428031018262063,0.2233869141447857,0.4975408959510398,0.3438164902134249,0.266178740097801,0.2898619178141289,-0.06021294119933059,0.5088065598575134,0.3831037864218906,0.35621382750822256,0.46456064072921527,0.29476945452150893,0.5380915355891167,0.42860724293068886,0.1985109568169388,0.04659876226796898,0.27696942161741345,0.5178839471568857,0.36935792210803103,0.23315482148365077,0.1215559442893892,0.09895403703364809,0.516868065685199,0.4321277881361634,0.4127821477710936,0.4013330598792282,-0.0767199770237314
25,025_img.png,0.5327144279700767,0.43748549562731875,0.2993638799673635,0.18391488962265268,-0.38891132132114187,0.5289273426044742,0.39530188694591456,0.2638109373214368,0.28490227727193823,0.1326355762119161,0.5436926383918139,0.47552066614864913,0.320580725457093,0.12740578272149958,-0.04143026711784846,0.5209562412479636,0.45965904321963724,0.48403032232038146,0.35606413134969717,0.27835402521565006,0.5210711039356186,0.4209100259360325,0.3143404040841848,0.27723627723114275,0.27835402521565045,0.5301488382805533,0.3793788820729055,0.1752211053592418,0.07261571879200758,-0.07684104700565855,0.5397307902630928,0.4713561447522737,0.4488419889424963,0.29507380405452244,0.27835402521564995,0.5426728022712105,0.4576775084673535,0.3493124640461265,0.35047279883548643,0.2783540252156506,0.5454249140175401,0.463032870429727,0.29615870481806034,0.28408477107852403,0.2783540252156496
26,026_img.png,0.44940490981601844,0.4358521655232157,0.4260578453625788,-0.03454439023603974,0.0,0.4467536577653857,0.3779572657500599,0.41372425651789213,-0.056015342432665566,0.0,0.4652286359380272,0.41911236449509925,0.46915536185559786,-0.2447010340494041,0.0,0.49658872680370436,0.45433234343192724,0.46084775698170755,0.4832175289750503,0.0,0.4828802984752622,0.43094275293817846,0.446495743479113,0.12967846550454074,0.0,0.4836103917128991,0.41292057096571727,0.46271532817265704,0.6260436308764471,0.0,0.48219631314931527,0.41655795049664335,0.4073025727998411,0.14691443911843519,0.0,0.5645963526521635,0.4269237344664173,0.2962426794885811,0.1368231582769148,0.0,0.5090735947792862,0.3709823190048133,0.44495449427091577,0.4826239084893693,0.0
27,027_img.png,0.5122404331517865,0.3830618616042664,0.3277128268972573,0.42801739904835867,0.342882053047102,0.5040533748023535,0.3640876090842149,0.3519217622365759,0.34028219092820955,0.2661043698951635,0.5161238961509252,0.3920579829801479,0.3521665582325382,0.37247642387283897,0.478346947860374,0.5137780821181235,0.3786255482513693,0.2839352076444444,0.3369648956667672,0.3004968814768203,0.5146333547197107,0.36860216403540813,0.2585383675072128,0.18755893195473122,0.16856355607493625,0.5193662068939585,0.40417014642806115,0.39178030082870025,0.37336127362284116,0.31882047512685335,0.5132262991966802,0.3943961565640396,0.3329211048315337,0.3447830536128005,0.5381025642393983,0.49943364148344976,0.37012483369737437,0.33393952523925047,0.37312867906869746,0.2898017949507906,0.5178821890539949,0.39113638398353234,0.33867242736365266,0.37128327691851276,0.17731647406307663
28,028_img.png,0.48471127109515405,0.47842716002107005,0.4878048925455791,0.40360495782734085,0.0,0.5434207715305978,0.4501870330726708,0.40263766254639666,0.37108603688052094,0.0,0.5089184195140714,0.4486511258865945,0.4094462895114423,0.17137017047279907,0.0,0.5035151790039994,0.40591080563498305,0.3334432901635914,0.4105450972893135,0.0,0.46898899999735444,0.309608732508736,0.2857374529607599,0.3795221046819394,0.0,0.4789959522115903,0.3619575713110867,0.39810354222323696,0.4667690853440581,0.0,0.5457154211872117,0.4835637602367228,0.4538305120864286,0.3488905865262611,0.0,0.4892040141680753,0.4141847768531724,0.19847001024597516,0.2718957228707752,0.0,0.5392101069210334,0.46029067559476183,0.45969307708472357,0.3123983621559953,0.0
29,029_img.png,0.5616274421796663,0.5007705040414744,0.3555968009115805,0.13711012593920763,0.0,0.5465266115304904,0.4258728519561557,0.17063773489794712,-0.11239428125548935,0.0,0.5309214637667945,0.44944730521818366,0.1850673886502757,-0.08103796981941327,0.0,0.5184242744634877,0.4290534371871513,0.3789949517909318,0.1258392793924545,0.0,0.5201167273247358,0.37392235119456385,0.284935783749681,0.031137396974561478,0.0,0.5469291589032924,0.47959093215852383,0.4201080132038888,0.10531636473540766,0.0,0.5535305074407701,0.4949006330709225,0.5236472950349471,-0.17764200408635242,0.0,0.5552269818054067,0.5560458419593882,0.46296147822225403,0.031380572110574906,0.0,0.5677677456728523,0.42815870246315085,0.24745384259441458,0.13432049789776948,0.0
30,030_img.png,0.5178988441046062,0.5509078816054742,0.4666245952894506,1.0711417045820396e-16,0.0,0.5276745671087075,0.4804811260755139,0.43350828808284025,1.0742242793997537e-15,0.0,0.5094537371666024,0.40375457946177284,0.1807258888112604,4.755720148628616e-18,0.0,0.5191707907931854,0.4430964526239184,0.35689429969710496,3.278978737832483e-16,0.0,0.5696827689155615,0.36477781824704714,0.27495730459461903,-4.460869824446454e-16,0.0,0.5421196295046149,0.4179771399071948,0.34737005159368495,1.3448596938271082e-16,0.0,0.5574292334299977,0.5480324641632274,0.35854031219727284,1.0175737860479802e-15,0.0,0.5818343108586213,0.5187169185581093,0.39036746466578504,5.121983800282313e-17,0.0,0.5796526014063239,0.5199943056549453,0.40969428925247203,1.3318011415743505e-16,0.0
31,031_img.png,0.5244497612711385,0.3491146770660671,0.3637338520857341,9.784182080703404e-17,0.0,0.5480461783842057,0.4672593350611551,0.3870016828533431,1.6635242536199712e-16,0.0,0.5111821838435336,0.4490410158748189,0.2717621015456801,1.293530886882839e-16,0.0,0.494695103912789,0.45089295999640794,0.47897148822272334,7.473705470389035e-16,0.0,0.4600368027142095,0.30339982769167734,0.19330534093867313,7.382680178686685e-17,0.0,0.5385075501748663,0.44094730047647396,0.4815152747455889,-1.947380923030325e-16,0.0,0.547846432228909,0.5501494160820348,0.5152278741664922,1.8759902059356984e-16,0.0,0.5225951749500086,0.5012962273968055,0.3506584351442825,-1.418131606725872e-17,0.0,0.5020560060442691,0.4642698618843724,0.5792797540053305,6.975671589958372e-16,0.0
32,032_img.png,0.5017027144183803,0.5005230386320185,0.4555234340399833,0.1567565465004241,0.0,0.5263498329793154,0.527015442488866,0.5401529335066562,0.2783540252156492,0.0,0.4316743416427718,0.32830332602651136,0.31130618245133457,0.1981933163540523,0.0,0.5160468302668734,0.4444903363635658,0.3231100224432888,0.07730617010996632,0.0,0.4942481858372424,0.3243258672320494,0.290952275062197,0.11002985032702006,0.0,0.5082104491239617,0.4537932446318571,0.49864864445326124,0.2783540252156498,0.0,0.5049465557651547,0.36406020848200404,0.32905084947864,0.07780312667521633,0.0,0.5309956496617747,0.4889878128029413,0.5429428463400007,0.2486255517836299,0.0,0.5512770945808039,0.3617721554777344,0.40613413089125655,0.17596125144138822,0.0
33,033_img.png,0.5336639429122689,0.30676132804515793,0.20180978027060387,0.0,0.0,0.5021736596597259,0.2885006604876671,0.18215722695624542,0.0,0.0,0.4963047480154542,0.3537767986235673,0.5778136700609923,0.0,0.0,0.5797015291773645,0.5566065328533546,0.1371206931141782,0.0,0.0,0.4648419131108761,0.3254257054052288,0.43274341588134224,0.0,0.0,0.5428714286751828,0.5277066094884294,0.3579691335877386,0.0,0.0,0.5076442479199592,0.326364989268237,0.07653386917346,0.0,0.0,0.5546957500992287,0.4982351015594976,0.2660117490512265,0.0,0.0,0.5803451489273135,0.4691947783200061,0.28206028241949593,0.0,0.0
34,034_img.png,0.566738732149059,0.47099643643626415,0.3412663937863515,-5.845957050091853e-16,0.0,0.4999364140985016,0.42763519606037587,0.3133271516491138,-6.649572898363182e-16,0.0,0.5066144662215738,0.36328484454306936,0.337487375676018,1.9978358545274067e-16,0.0,0.4874856417508023,0.3021250012339147,0.24206333260379742,2.8376138436636084e-17,0.0,0.5141220055430623,0.38000246257230025,0.37524996956970186,-1.7859171506539627e-16,0.0,0.5446768232070089,0.47754789864704944,0.3170336142914333,8.079723210879351e-16,0.0,0.5172145774056379,0.3305435190709677,0.13486017637884828,-2.492599180076216e-16,0.0,0.5412543243642362,0.43262709352254686,0.4132724285892409,-2.927340481072601e-16,0.0,0.5407347583924005,0.4510371921397018,0.32212898919663446,-1.470272292617089e-16,0.0
