CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49
11,011_img.png,127.61460057779077,73.51093006785482,127.4675073846853,77.08967075929739,118.7325851267569,88.76283432609175,125.57300288895381,104.09939108133383,114.42332099847437,114.61609936033395,127.02124517155193,76.29500621928383,125.82480442756517,86.45972472545024,125.24409225176096,99.91967222604325,120.76717953711818,112.68435540412369,113.83443697860876,119.50239636333512,122.4067744343818,80.66396592437583,125.7065926575129,92.35665562685054,123.95397149998377,103.00748159417624,119.70860518713279,114.25814588901379,111.53431038400363,120.17270075904533,125.85074009153763,85.24462248263806,123.89838348427305,98.36331318060044,122.56585353977992,107.30317436557736,117.6132047911189,116.12548631973992,109.1180981595092,120.82036899157633,120.68675950271042,90.82506749615912,122.99916415100463,104.28897032414963,120.50664621676891,111.56871489905468,114.94204239296263,118.16651452046844,105.48498717823871,121.2095940100915
12,012_img.png,127.23918367346938,73.95845903718859,127.17591836734694,74.25824016693988,126.42354359925788,77.78858078784124,126.29009276437849,89.88396024881162,123.17658627087198,105.22348451265371,126.86504638218923,73.57733482122657,126.45146567717997,75.91593314986687,126.81923933209647,85.02921595997651,125.95020408163265,100.60348186339343,122.62578849721707,112.53063900683833,127.46951762523192,74.31188611361983,127.32517625231911,78.14412278894149,127.07183673469387,87.60306030779175,124.53050092764379,102.49012250307474,122.02569573283859,113.90688051554707,127.35979591836735,75.25939428509056,127.22794063079778,82.96107381468896,125.80975881261595,93.16520738805784,124.09458256029684,106.41166115270654,120.70448979591836,116.06488230199066,125.24727272727273,79.0006688810709,125.57801484230056,92.27527874611515,125.2778478664193,101.90856545631782,122.85244897959184,111.9449010976275,118.1639146567718,118.75088788372354
13,013_img.png,127.80279947916667,73.78990453777648,127.36769205729166,77.15500754922391,121.82425130208334,86.28554372782035,125.21494140625,100.78642230620963,118.72189127604166,112.91842708087049,128.94889322916666,75.95569671432413,125.62745768229166,86.42864913475147,124.37840169270834,98.82180040196089,121.06974283854167,111.15661651201881,115.581298828125,119.04656498190164,122.8318359375,81.43784820700795,125.68644205729167,93.05092799266846,123.43787434895833,102.34652786198211,121.17972005208334,113.2467552028937,113.21884765625,120.0764525186073,127.21946614583334,85.70412010574765,124.29464518229166,98.7560445340082,123.53028971354166,106.63704760718483,118.75831705729166,115.59972909721716,110.81110026041667,120.90475033192817,123.35480143229167,91.64303933339046,123.19728190104166,104.61083664852626,121.24249674479167,111.22791477010081,116.50997721354166,117.98961859319535,106.87322591145833,121.42695149790785
14,014_img.png,127.54114622931827,73.85265319217572,127.69747655769162,73.9548487404669,124.62345679012346,79.59942802907715,126.25915064624742,92.44110394646164,121.33615727164114,108.10980553347886,127.25355707613772,73.9639597652739,127.04424170015568,77.70735464147333,125.52344230838854,87.62588271369088,124.88905180840665,103.86258137406108,120.08155026972231,115.36287320118771,124.27689077151443,76.1821696770192,127.35134499112993,82.43079581291387,125.64597588791138,92.50261752191622,124.74157344049817,107.07372577102008,119.253140726259,117.19254982497357,128.0573476702509,78.11630864120669,125.7803844900619,88.02156399618289,125.221027479092,98.34478593192986,122.63744976648202,110.65153283316442,117.63363020889902,118.78258205693373,121.57302414829296,81.45631535794965,125.70585786177185,94.91685269696256,124.70663625502335,104.40846611617971,120.90534376018248,114.30828310198355,115.51571268237934,120.36650603911856
15,015_img.png,126.74117647058823,73.93012778762355,127.30196078431372,75.52185847333496,122.45049019607843,81.33661577124526,119.66392156862744,98.8391546361889,118.48457516339869,113.39304723292,127.98313725490196,74.60940015483854,126.13901960784314,79.6894332492574,125.56297385620915,93.29745820490528,121.56549019607843,109.83475180696804,118.93506535947712,118.97192863486875,124.464477124183,76.13045678664744,125.19042483660131,84.38743002500279,126.45839869281046,97.53552881100482,123.1013725490196,112.10655726193113,115.32006535947713,119.59356706635964,126.6329411764706,78.97920285433592,126.015,90.00373342201956,124.20859477124183,102.56821379786948,121.22091503267974,114.68509151653575,113.92084967320261,120.69242200192116,123.86964052287581,82.38845360517745,125.71052287581699,97.56071376154053,123.10967320261437,107.87803357797812,119.55924836601307,117.26564984436821,110.77428104575164,121.559005543528
16,016_img.png,125.73596429410382,74.13300496506741,125.8098426121682,76.40551250701643,121.88830162085976,85.22535780626944,125.04733380314775,97.74688175197025,115.0055203194738,108.75718285570413,131.32440685929058,75.74832683998632,130.99083861874558,87.85804244328041,123.22245712943388,97.52418411099862,122.95078693915903,108.2184680683926,117.74888419074466,116.78337920982767,121.91895701198027,82.79206463594748,126.71916842847075,94.45089351783878,123.69673478975804,102.8715059815921,120.41402396053559,111.23806208263773,115.58327460653042,118.49185971883031,132.3071411792342,86.81493106483687,123.7051914493775,99.99503865454915,123.19027484143763,107.21784882973729,119.10089264740428,114.92580070629924,112.12097721400048,120.18945354879793,116.8605825698849,91.87434192523133,122.43540051679587,104.82127308799555,122.11416490486258,111.43483715009684,115.66795865633075,117.56090306285857,107.78870096311957,120.99420331847658
17,017_img.png,126.73725490196078,73.88537481851384,126.7468954248366,73.9887919230399,121.3468954248366,74.14741603108703,128.05555555555554,88.3739558009431,114.65604575163398,103.85971006705917,127.13562091503267,74.35123919859103,126.6671568627451,73.96556454406199,125.11225490196078,81.7247591311601,126.62532679738563,98.91947100634054,124.7843137254902,110.69050157787572,129.2954248366013,74.07317512558461,129.73316993464053,74.95445596082254,127.41797385620914,84.79393208697518,125.62385620915033,102.23585134463512,120.88186274509803,112.79780886219324,129.72058823529412,74.28215749781234,127.16650326797385,80.73695419938618,127.67222222222222,93.00938570758464,124.03186274509804,107.39427601466097,119.46454248366013,115.82819166590922,123.53660130718954,76.90115653246436,124.31895424836601,89.42234682295418,125.99313725490197,101.49899039370759,122.47843137254903,112.40310362587391,117.04313725490196,118.92193752266466
18,018_img.png,127.54508983080412,74.34294028806515,126.19365951508809,75.50095876233385,120.1740798883656,83.91144139037245,122.47601604744462,97.35272207142411,116.02834467120181,110.73809141363184,128.47069597069597,75.19638087239396,124.3049014477586,83.79049331502625,123.79565672422815,95.13897462062182,123.29997383568812,107.925202608573,118.1534100819815,117.11997831602137,120.98425780568638,80.01831273620842,123.59279609279609,90.27204545847731,125.10805860805861,98.91592140655825,121.90336647479505,110.68386715534031,116.04251700680273,118.76056298938565,127.64294435723008,83.46346209040449,125.01744287458573,96.74359680471267,123.49764521193093,104.29504300207097,121.2693179836037,113.8054911182122,113.62205651491365,120.21625656020477,121.55075876504448,89.10148953190601,123.81305599162742,102.61798559130122,122.5820251177394,109.33923943034388,118.31279434850863,116.73420884943972,110.0908337694052,121.16447071480675
19,019_img.png,126.73567251461988,74.52577503539092,127.6766081871345,74.09429019018944,125.68362573099415,78.24196802447746,131.26140350877193,93.60555482623057,118.68635477582846,106.58332667593385,126.56491228070175,73.51415623206712,129.2938596491228,74.39620306522512,128.26042884990252,87.26076296831347,122.93187134502924,107.3406972239032,121.54122807017544,115.66310709613165,125.47309941520467,73.41595530082549,127.64502923976609,75.38922213733757,127.93148148148148,91.52060070795844,124.06169590643275,110.48093073993759,119.59317738791422,117.96066262174655,127.41549707602339,73.43831649106217,125.19317738791423,80.80081707026201,124.97729044834308,96.68728238964107,122.38382066276803,113.47280140327469,118.1975633528265,119.6280193579466,127.53830409356725,77.07635637556855,124.34658869395712,89.36397284341768,123.98625730994152,104.51533136100676,120.03382066276804,116.93331485602937,114.97748538011696,121.19338765951771
20,020_img.png,127.79896907216495,74.31204573075462,126.54284793814433,73.07586198448737,124.93202319587628,85.76058600028841,124.11404639175258,98.56843158314297,118.99387886597938,111.91249786787249,128.00032216494844,73.35533267847973,125.8232925257732,77.17469466999333,123.33553479381443,93.5093148243955,123.6712306701031,109.23310160733624,116.40866623711341,116.8358631298558,125.74371778350516,74.47066343511884,126.16961984536083,79.03887491885216,127.51288659793815,95.88623098598923,122.5576675257732,111.7252239617439,118.56620489690722,118.41660795510079,126.91945876288659,74.45583704670587,127.47181056701031,83.70419491634205,125.45086984536083,100.44705885499913,120.58021907216495,114.71981503562355,114.05057989690722,120.05318846340872,128.06684922680412,76.17721012053333,127.3485824742268,89.96669779372891,124.54188144329896,105.91464595561592,120.86759020618557,117.37265469750304,112.86662371134021,121.32512523097603
21,021_img.png,127.5682962346578,73.48889287775536,127.76729769086748,74.37009580630249,125.91628874557937,78.04258852706535,122.78435614728521,93.6164381945027,121.35577283128771,107.75821674429727,127.16446848346162,74.24601010758467,126.25770750988143,76.7189282845679,124.46120241314749,88.12436239900835,125.09677553567714,104.95400458699841,120.2177657582692,115.209534639338,126.36517578531308,74.8060029952999,127.3495319325983,80.21897029132802,126.31092157270648,92.71255238530367,124.27310172664863,107.45962272566116,119.45342209278137,116.85938960156368,127.29843977532765,77.08049180723572,126.4499271895153,87.55495679412347,125.06544622425629,99.26644115108236,123.43740378614521,111.1889982206742,117.90488870397337,118.81084371021016,122.1038485541918,81.09826711093433,125.67164551695444,96.09581642357577,124.09498647805285,105.9820478782716,121.07464114832536,115.09017965327199,114.78518826711047,120.42653235612278
22,022_img.png,127.3173076923077,73.46654974349224,126.12942307692308,73.84443223929671,123.32432692307692,77.61822251181175,122.71384615384615,94.69224869085208,120.99221153846153,109.76554575773635,128.48086538461538,73.7282713702899,125.87024038461539,77.78001423479743,126.18168269230769,89.11165112598529,124.70774038461539,105.84676431998062,120.31076923076922,116.46838156020904,127.67379807692308,74.87768863798428,126.73163461538462,81.17019452989096,126.25254807692308,92.5695706059024,123.22201923076923,107.9436254921255,117.99028846153846,117.904344793017,126.15615384615384,77.48168357136578,126.53908653846153,87.83731800198007,125.71120192307693,98.53308605536438,122.39908653846153,111.84840147551117,116.14634615384615,119.61299664927151,123.73326923076922,80.58072224176473,126.79721153846154,95.79229600021972,124.27355769230769,105.56303928147781,121.38201923076923,115.4182149825965,113.4266826923077,120.76396721877991
23,023_img.png,127.43224699828474,73.53060673292374,130.50214408233276,74.19545021396294,122.64065180102916,79.32596587505779,124.37542881646655,91.39538821137748,118.37156946826758,108.0960906286651,127.82032590051458,73.41156602311267,129.83490566037736,76.74074619368326,126.5709691252144,87.52985340914154,124.31946826758147,103.38204968618048,118.7204116638079,114.13717768328,128.05102915951971,75.11456066900938,128.27744425385936,80.56400535912982,126.29802744425386,93.48303124960715,123.44103773584905,108.21887145609979,119.54738421955403,117.4639205292025,131.47963121783877,75.18783235336547,126.30081475128645,86.05570187023672,125.97427101200687,98.629316372665,123.50150085763293,111.34297528474929,116.74978559176672,118.5974017268168,123.07525728987993,76.76778346541475,125.47298456260721,94.97062897515366,124.31839622641509,105.92603590156195,120.14879931389365,115.03109499558168,115.82161234991423,120.18006928202318
24,024_img.png,127.26849044390693,73.71930728358619,127.34708547678261,73.78195708434099,125.69028719381323,77.92256402188913,127.55459407896979,89.09451698161942,123.45198105815419,104.61210666851986,127.70466391850918,74.2654754231689,128.2739072667189,75.67109441219672,125.68987837699724,84.69374970535468,124.83940312744865,100.08801716145605,122.90464347766839,111.6736339264055,126.91619255272033,74.03920100398948,126.83385003236467,78.61472434960277,126.54103498790583,87.20701557212587,125.10234047627159,101.74822325634435,122.17272510475931,113.14146205763228,126.13494361734746,74.99955699759732,126.26896739685893,84.517814966153,125.95370149558819,92.98072006879555,124.28763669812285,105.79332488943385,121.6256600688175,115.34426595359564,123.46526760467414,78.98455742785741,125.68998058120124,93.3365724895042,125.52931557251388,101.98965464371214,122.8012468912888,111.63750685201978,118.34746022553061,118.32102056140747
25,025_img.png,128.04946949602123,74.13998878732278,126.71240053050398,74.4676596892607,124.51203580901857,82.40942210989458,122.11535145888594,100.39922492955175,118.87367374005305,113.02410289305328,127.96903183023872,74.27183499371215,127.45563660477454,75.70361608353056,124.82228116710876,91.35304316546895,122.05484084880636,110.35767646047336,118.80351458885941,117.72994510482484,127.44956896551724,74.70063802560354,126.40212201591513,77.27498374123364,125.21468832891247,94.19677167258341,122.4257625994695,113.10152357372095,117.29688328912466,119.0067349958438,127.32543103448276,74.12364412597692,126.29045092838196,81.87658064359337,125.19071618037135,100.26486160910208,120.66226790450928,115.83969530627104,115.04005305039787,120.59456644791717,126.41395888594164,76.12170833747635,127.10550397877984,90.29722551232379,124.48073607427055,106.83854188486565,118.78464854111405,118.26331698785263,111.18027188328912,121.5963970761015
26,026_img.png,126.14229249011858,73.13279344784347,129.2370718050066,75.1028009069828,119.37195322793148,88.96143229905157,125.6052371541502,101.03504342020484,117.10531949934123,111.89213331327018,129.0657114624506,76.37385918699992,125.91765480895916,86.45293508464827,122.27857378129117,97.7762524115496,121.070569828722,110.49819454706102,115.2010046113307,117.77413440491671,124.60910737812912,82.08419461740773,124.33432147562583,91.66394982864934,122.83432147562583,101.96585520184145,120.79183135704875,112.87541874674127,111.82806324110672,118.9851724426319,130.3661067193676,88.3535538898924,124.6493741765481,97.7880137777991,123.09469696969697,106.82439334122652,118.27997364953886,115.3944258842861,110.08143939393939,119.97354933850794,119.19309947299078,91.00692586363702,123.89015151515152,102.46200067756457,118.67753623188406,110.62496110026785,114.99851778656127,117.67042485049531,107.8290513833992,121.02755497732947
27,027_img.png,127.68748283627177,74.08887136380581,126.40668424232437,75.16972016443874,123.09269786345911,81.90007880781536,127.09143461306091,95.85889642630568,121.19734168177075,109.27178905712385,126.90323776569451,74.85135515284526,126.59998901521394,80.27266730372266,125.98052946668864,91.10327717773073,123.17879112429286,106.16642506753959,120.41655681880596,116.02378411664674,124.72325204591641,77.05317485452919,126.88015598396221,83.4475983788598,125.8852227165376,94.09274104230683,123.79274454879992,107.93345973672135,119.15470698083155,117.14366332806026,127.29021804800351,78.57096872770666,126.07346075685176,88.4553725176648,125.32976327786017,99.32882857535654,122.68230625583567,111.190849269517,117.6976574943703,118.76997224433447,124.58925138682925,83.12688489593897,125.28350359751744,97.49664384372474,124.33524193991322,106.8123288460115,120.82298017246114,115.59436111927566,114.69259076179492,120.72846277985889
28,028_img.png,128.33579234972677,74.1163146040897,128.9948087431694,74.5998961699678,123.96448087431693,84.03768001253354,122.41188524590164,95.69680973919694,118.88688524590164,108.96267367421163,126.33121584699454,74.50986884719057,125.00833333333334,82.78138261472041,126.23982240437158,93.14455500613477,123.50737704918033,105.55429649436671,120.42677595628415,115.53485549807354,126.8082650273224,77.85778719767046,127.02896174863388,87.34998135766446,125.50512295081967,96.51813995242341,123.6457650273224,108.47795756349294,119.18579234972678,117.5912279975331,129.01209016393443,81.36874041466702,126.57185792349726,93.16082164138446,124.74733606557378,101.52155360675187,122.61161202185792,112.10588940341823,115.61591530054645,119.16394355435088,121.28340163934426,86.65944004914316,123.7823087431694,99.66830344502506,123.44849726775956,107.17782870050554,120.44774590163935,115.21783242559924,114.08367486338798,120.73332581768015
29,029_img.png,126.51813896290223,73.64454625714757,126.89915966386555,73.55366966706016,122.91186718589876,76.5109282147058,130.48585775773725,90.09761140390876,118.60698913711826,104.59289891438276,126.5,73.51633642711172,128.6764705882353,75.29355790793558,127.01045296167247,85.20584706240194,123.46085263373642,102.75839736843932,121.52521008403362,112.58327031353551,127.68764091002255,74.4951691345107,126.79135068661611,76.85794158090562,126.73826603812256,88.74001393345942,124.45542119286739,105.80406860518372,121.45029719204756,115.13402875868806,126.50553392088543,74.09662349085322,127.43226070916171,83.23734928060973,124.39895470383276,95.83166876561816,122.67442098790735,109.54146105679308,118.40008198401311,117.40950738620134,123.4743799959008,79.435451084601,126.39854478376716,92.49445237394804,125.2242262758762,103.92757826571295,121.65197786431646,114.17189933853282,114.66396802623488,119.43855607424958
30,030_img.png,129.1832298136646,74.58960781863146,129.930900621118,74.83716303159449,116.4639751552795,78.09465872160594,130.56475155279503,90.43232516398992,113.95077639751553,102.61019178923961,127.30574534161491,75.53300355060789,124.2610248447205,76.21566553854828,126.45093167701863,83.44641834828397,126.58757763975156,100.12562963117387,122.59503105590062,111.93150068177775,122.1082298136646,74.64202099842818,124.57717391304348,78.25586680977905,122.30574534161491,88.65125596618671,123.38586956521739,103.96444993371655,119.1332298136646,114.55597352252099,128.391149068323,75.9747911929759,125.02080745341615,86.69137377817228,124.93804347826087,97.67211300204282,121.99875776397515,110.06720842797667,117.35186335403726,117.44855797250061,114.32872670807454,77.43181039942671,124.5776397515528,93.23364357918415,121.99782608695652,104.21303727524328,120.28478260869565,113.79953887399591,115.15605590062111,119.60738448337293
31,031_img.png,126.2387136672851,74.15105534221277,124.46907854050711,73.36787586950004,120.97943722943722,80.14740233844401,122.04993815708102,91.42530844249693,112.11595547309832,102.21090506704805,126.43073593073593,75.24429392141964,125.02937538651824,80.20909249366606,124.11008039579468,89.69736069460434,122.6552257266543,104.45201941035324,119.96273964131107,113.38157238066641,120.88358070500928,75.39580914023519,128.95670995670994,85.47632361297606,126.9769635126778,95.95167431842381,121.74536178107607,108.22333096285641,119.09632034632034,116.3995840687177,128.75865800865802,81.87277287179595,127.10034013605443,93.42160262945536,123.99845392702535,102.43343162026395,122.85157699443414,111.99366886889328,115.30117501546073,118.83553574769826,118.93243661100804,86.45412798317213,125.5465367965368,101.40060357077901,121.30287569573284,108.80360773736062,118.84369202226345,115.94853432331334,113.9812925170068,120.85173834819354
32,032_img.png,127.48037676609106,73.97670042111615,127.5598508634223,75.0870331560145,118.39599686028258,80.62762278154705,123.99489795918367,92.98245017998345,116.29052197802197,108.38221419064688,125.40384615384616,74.05484237431507,128.25343406593407,81.97454350557962,126.14187598116169,93.72109017743772,123.5074568288854,107.83241176023263,119.08712715855573,116.67811381755824,123.50755494505495,76.81475774411459,124.59880298273156,86.49265997829706,125.51942700156985,98.26511978834918,123.18229984301414,109.97961817331894,116.96870094191523,118.11709884683164,127.25343406593407,80.89395929907272,123.5467032967033,92.80713032357087,123.83281004709576,102.8417051469653,121.82760989010988,113.21268073123835,112.8263343799058,119.49508038349022,121.3350667189953,86.07682871844634,124.15364992150707,99.2642405943621,121.03561616954474,108.10925435997724,118.28600863422292,116.52088351710803,110.21408948194663,120.68748030329184
