CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09
11,011_img.png,0.006143084363943259,0.047521667153568994,0.028435095919758496,0.11830103547894959,0.26464764501574317,0.2090352841886584,0.07281624306164183,0.0688236439770182,0.13423897166228455,0.050037329178433475
12,012_img.png,0.010037105751391466,0.044897959183673466,0.03849721706864564,0.13474953617810762,0.350556586270872,0.1944526901669759,0.07684601113172541,0.05009276437847866,0.05163265306122449,0.04823747680890538
13,013_img.png,0.007161458333333333,0.04910481770833333,0.028678385416666667,0.1287109375,0.2520833333333333,0.21700846354166667,0.08076171875,0.07150065104166667,0.11365559895833334,0.05133463541666667
14,014_img.png,0.007584808660077477,0.05088519604648637,0.0326744143948445,0.1299916730024257,0.33338763983925274,0.1964990405850621,0.0765540711777271,0.05894066109119873,0.06676079794359364,0.04672169725933167
15,015_img.png,0.0058823529411764705,0.05464052287581699,0.03222222222222222,0.12336601307189543,0.32169934640522874,0.20486928104575164,0.07316993464052288,0.0650326797385621,0.06816993464052287,0.05094771241830065
16,016_img.png,0.007634484378670425,0.048743246417665025,0.0305379375146817,0.13002114164904863,0.26450552031947383,0.21188630490956073,0.08139534883720931,0.06354240075170307,0.11569180173831337,0.04604181348367395
17,017_img.png,0.007352941176470588,0.0434640522875817,0.031862745098039214,0.12058823529411765,0.40604575163398693,0.20179738562091504,0.05816993464052288,0.0392156862745098,0.058333333333333334,0.033169934640522876
18,018_img.png,0.007936507936507936,0.05023547880690738,0.031048316762602477,0.12698412698412698,0.2817896389324961,0.20931449502878074,0.07216989359846503,0.060832025117739406,0.11398918541775685,0.04570033141461713
19,019_img.png,0.003801169590643275,0.04766081871345029,0.033625730994152045,0.1158869395711501,0.41647173489278755,0.20389863547758286,0.05399610136452242,0.046296296296296294,0.042787524366471735,0.03557504873294347
20,020_img.png,0.003865979381443299,0.052029639175257734,0.03334407216494845,0.10083762886597938,0.41865335051546393,0.2026417525773196,0.05525128865979381,0.046713917525773196,0.04800257731958763,0.03865979381443299
21,021_img.png,0.007613896401081756,0.04447680465987102,0.03245267318493863,0.12881214894944873,0.34882463074682757,0.20674017058456418,0.07164551695444143,0.05321406282504681,0.06232577491158727,0.04389432078219264
22,022_img.png,0.005817307692307692,0.0525,0.03283653846153846,0.1254326923076923,0.34889423076923076,0.20576923076923076,0.07490384615384615,0.05653846153846154,0.05336538461538461,0.04394230769230769
23,023_img.png,0.006217838765008576,0.05060034305317324,0.031946826758147515,0.11878216123499143,0.3788593481989708,0.21204974271012006,0.0630360205831904,0.04716981132075472,0.05317324185248713,0.03816466552315609
24,024_img.png,0.011549075051953803,0.044867645555820526,0.03958709501584165,0.13490954927946036,0.3483459952986066,0.19408578339522364,0.07512008993969951,0.049705311211801176,0.05144278267979423,0.050386672571798456
25,025_img.png,0.0034482758620689655,0.0495026525198939,0.027486737400530505,0.1009946949602122,0.4135941644562334,0.2052055702917772,0.05968169761273209,0.05242042440318302,0.05062997347480106,0.037035809018567636
26,026_img.png,0.006422924901185771,0.05434782608695652,0.026762187088274044,0.11767127799736496,0.2785737812911726,0.19705204216073782,0.06628787878787878,0.07254611330698288,0.13043478260869565,0.04990118577075099
27,027_img.png,0.008279782501235788,0.043856758389630365,0.03394298896029,0.13316306914922832,0.32004174218707093,0.2069671005657165,0.07554786620530565,0.054347229087713514,0.07498489591915197,0.048868567034657
28,028_img.png,0.007718579234972677,0.050204918032786885,0.03346994535519126,0.1369535519125683,0.2919398907103825,0.21195355191256832,0.08476775956284154,0.0592896174863388,0.06987704918032787,0.05382513661202186
29,029_img.png,0.007173601147776184,0.03761016601762656,0.02930928468948555,0.1249231399877024,0.3980323836851814,0.21725763476122156,0.055236728837876614,0.04632096741135479,0.05195736831317893,0.03217872514859602
30,030_img.png,0.0055900621118012426,0.04192546583850932,0.029037267080745343,0.10869565217391304,0.3951863354037267,0.2062111801242236,0.05186335403726708,0.037888198757763975,0.09378881987577639,0.02981366459627329
31,031_img.png,0.008039579468150896,0.041743970315398886,0.030921459492888066,0.1471861471861472,0.29885590599876316,0.21490414347557205,0.07312925170068027,0.056740878169449595,0.0839517625231911,0.04452690166975881
32,032_img.png,0.005592621664050236,0.05170722135007849,0.03414442700156986,0.12431318681318682,0.31927001569858715,0.21497252747252749,0.07240973312401884,0.05278649921507064,0.08074960753532182,0.044054160125588694
33,033_img.png,0.007936507936507936,0.04382332643202209,0.037267080745341616,0.13388543823326432,0.4451345755693582,0.18771566597653555,0.052795031055900624,0.031746031746031744,0.032781228433402344,0.026915113871635612
34,034_img.png,0.008671226184660479,0.04555446995603322,0.036028334147532974,0.14240351734245238,0.3652906692721055,0.1984611626770884,0.07779677576941867,0.042134831460674156,0.03932584269662921,0.04433317049340498
35,035_img.png,0.007947019867549669,0.04365342163355408,0.03493377483443708,0.14061810154525387,0.33200883002207504,0.21352097130242825,0.07770419426048565,0.05204194260485651,0.0532008830022075,0.04437086092715232
36,036_img.png,0.008666301769750046,0.049215471629264734,0.03548622514139756,0.13122605363984674,0.30637657361795295,0.18906221492428388,0.0663656267104543,0.05925013683634373,0.11083743842364532,0.04351395730706076
37,037_img.png,0.005131044665928387,0.05031376891842008,0.026393503137689185,0.10077519379844961,0.3581764488741233,0.1743078626799557,0.05086747877445552,0.049464747139165745,0.1536360280546327,0.03093392395717977
38,038_img.png,0.01141439205955335,0.04797353184449959,0.04119106699751861,0.13664185277088503,0.39189412737799834,0.18296112489660876,0.05624483043837883,0.04516129032258064,0.050951199338296116,0.03556658395368073
39,039_img.png,0.008812176826159784,0.049086009758939626,0.033573665428592234,0.12708469885660184,0.33063870075012747,0.21025416939771321,0.07930959143543806,0.05185347024979972,0.06030150753768844,0.049086009758939626
40,040_img.png,0.010678733031674208,0.04778280542986425,0.04226244343891403,0.13873303167420814,0.3778280542986425,0.18751131221719458,0.06434389140271493,0.05058823529411765,0.04497737556561086,0.03529411764705882
41,041_img.png,0.0049079754601227,0.04645048203330412,0.024627519719544258,0.09491673970201578,0.442068361086766,0.2063102541630149,0.05679228746713409,0.042769500438212094,0.05013146362839614,0.03102541630148992
42,042_img.png,0.009970918155380142,0.03711397313391497,0.036560033236393855,0.14042376402160367,0.3991136961639662,0.2002492729538845,0.0649494529843512,0.03822185292895721,0.0342057886719291,0.039191247749619164
43,043_img.png,0.0074520212331563905,0.04872737171634681,0.032564311964066964,0.1303253028446985,0.30495440315775146,0.20838437457465633,0.07812712671838845,0.05852729005036069,0.08370763576970192,0.047230161970872465
44,044_img.png,0.005839646464646465,0.05539772727272727,0.027304292929292928,0.10779671717171717,0.34327651515151514,0.18513257575757575,0.047821969696969696,0.04955808080808081,0.14535984848484848,0.032512626262626264
46,046_img.png,0.006705046883618312,0.028612796469939326,0.026130722559293988,0.1378585217870932,0.2806294815223387,0.24317429674572533,0.07535852178709322,0.0513996138996139,0.11172779922779923,0.03840319911748483
47,047_img.png,0.008547008547008548,0.047692307692307694,0.03800569800569801,0.14074074074074075,0.2978347578347578,0.19829059829059828,0.07179487179487179,0.0627920227920228,0.08746438746438746,0.046837606837606835
48,048_img.png,0.0023631723225257585,0.020228755080820494,0.015927781453823613,0.0781737404291521,0.25711314869080254,0.10898950751488798,0.020890443331127707,0.015833254560922584,0.4648359958408167,0.01564420077512052
49,049_img.png,0.00872093023255814,0.044186046511627906,0.03624031007751938,0.12112403100775193,0.3944767441860465,0.19127906976744186,0.05823643410852713,0.046414728682170545,0.0631782945736434,0.03614341085271318
50,050_img.png,0.008156203657933762,0.0424287362003625,0.038391827319162956,0.14326907233481628,0.35928489042675893,0.20472895040369088,0.06623826000988631,0.04440599769319493,0.052315043664524635,0.04078101828966881
51,051_img.png,0.006540904351123329,0.04628400796284008,0.028130628495592,0.1166461275950327,0.41487344772016305,0.19205611906341832,0.06076405346478339,0.047326760830410465,0.04934116977912598,0.03803678073751066
52,052_img.png,0.0037291874573244393,0.03750196964126267,0.027758810861915017,0.1206470928094963,0.4190871369294606,0.21151320972740165,0.05270760018908556,0.04742896160512632,0.04461894007038185,0.035007090708545616
53,053_img.png,0.007366014732029464,0.050419100838201676,0.03350266700533401,0.13004826009652018,0.3283210566421133,0.20203200406400812,0.07482854965709931,0.058115316230632465,0.06570993141986284,0.04965709931419863
54,054_img.png,0.009153318077803204,0.04016018306636156,0.03135011441647597,0.12814645308924486,0.4005720823798627,0.21189931350114416,0.06498855835240275,0.0397025171624714,0.03832951945080092,0.035697940503432495
55,055_img.png,0.006103375929811177,0.046347510967003624,0.037383177570093455,0.14228495136372307,0.32424184627121877,0.21876788098416936,0.07533854663360671,0.0533091741369445,0.0534045393858478,0.04281899675758154
56,056_img.png,0.006500808208588095,0.04538266919671094,0.029657741232693793,0.11720781502565183,0.3490758310492656,0.2091151872935554,0.06449855928034297,0.05267411624147867,0.08350903085248436,0.04237824161922834
57,057_img.png,0.0035535117056856185,0.04494147157190635,0.025292642140468228,0.09448160535117058,0.39381270903010035,0.15071070234113712,0.030518394648829432,0.0338628762541806,0.1971153846153846,0.025710702341137124
58,058_img.png,0.007372199049374333,0.051430788631293044,0.03722960519934038,0.12491997283926666,0.38207391599573187,0.18477058880589775,0.06285769715782326,0.05653312639441265,0.052478416917256764,0.04033368900960326
59,059_img.png,0.008342922899884924,0.055140007671653245,0.031741465285769085,0.12639048714998083,0.36104718066743385,0.20147679324894516,0.06914077483697736,0.05216724204065976,0.05303030303030303,0.041522823168392786
60,060_img.png,0.00682261208576998,0.04721680745072558,0.03173056097032705,0.14230019493177387,0.29889538661468484,0.21529131470651938,0.07883907299111978,0.058154645873944116,0.07905566385098549,0.04169374052414988
62,062_img.png,0.007751937984496124,0.07347489046174586,0.031176272328951805,0.11594202898550725,0.21621166161105493,0.20037074486012807,0.07482305358948432,0.08695652173913043,0.13245702730030334,0.060835861139197846
63,063_img.png,0.011367803447011368,0.04901601271238235,0.04547121378804547,0.1410585502994744,0.37000366703337,0.18567412296785235,0.07101821293240435,0.04327099376604327,0.04009289817870676,0.04302652487470969
64,064_img.png,0.006534006534006534,0.04068904068904069,0.02667062667062667,0.11517671517671518,0.40837540837540837,0.2076032076032076,0.05583605583605584,0.045322245322245325,0.06070686070686071,0.033085833085833086
65,065_img.png,0.00804093567251462,0.05043859649122807,0.034722222222222224,0.12554824561403508,0.36403508771929827,0.2010233918128655,0.07182017543859649,0.047149122807017545,0.05445906432748538,0.04276315789473684
66,066_img.png,0.007772665091406542,0.05182813082949882,0.03904986941922647,0.1256995398582266,0.38564855117522695,0.1814450938937943,0.06330058450441488,0.05714463375202089,0.047413257057579906,0.040697674418604654
67,067_img.png,0.009360437088221115,0.05041780491724249,0.03611602121163426,0.13417965611441426,0.3220713482243291,0.2013498312710911,0.08219508275751246,0.05560019283303873,0.05612244897959184,0.05258717660292463
68,068_img.png,0.0070921985815602835,0.05064557192216767,0.02745953809783597,0.12220403709765412,0.29405346426623025,0.2149481723949809,0.0778323331514821,0.05973813420621931,0.09656301145662848,0.04946353882524095
69,069_img.png,0.00765993265993266,0.049663299663299666,0.03282828282828283,0.12803030303030302,0.35109427609427607,0.20025252525252527,0.0739057239057239,0.055303030303030305,0.05976430976430976,0.0414983164983165
70,070_img.png,0.006876663708961846,0.046362023070097604,0.03538154392191659,0.15051020408163265,0.34361135758651284,0.2051907719609583,0.07464507542147293,0.0524622892635315,0.05002218278615794,0.03493788819875776
71,071_img.png,0.007059228650137741,0.04665977961432507,0.026515151515151516,0.12304866850321396,0.35594582185491275,0.21097337006427916,0.06755050505050506,0.05113636363636364,0.07334710743801653,0.037764003673094584
72,072_img.png,0.00867546432062561,0.05539263603779733,0.03663652655588139,0.1252647442163571,0.3590542521994135,0.1834270120560443,0.06964809384164222,0.05820299771912675,0.059099055066797,0.04459921798631476
73,073_img.png,0.007679263565891473,0.04840116279069767,0.034326550387596896,0.1420542635658915,0.3246124031007752,0.19939437984496125,0.07906976744186046,0.05666182170542636,0.06080426356589147,0.04699612403100775
74,074_img.png,0.011750881316098707,0.04597532314923619,0.04538777908343126,0.1489424206815511,0.3544359576968273,0.19036427732079905,0.06933019976498238,0.04465334900117509,0.04245005875440658,0.04670975323149236
75,075_img.png,0.00929432013769363,0.04802065404475043,0.0423407917383821,0.1352839931153184,0.39793459552495697,0.1836488812392427,0.06557659208261618,0.0423407917383821,0.0378657487091222,0.03769363166953529
76,076_img.png,0.007414935260463716,0.04567524841915086,0.030826558265582657,0.13478620897320084,0.3002672387834989,0.21044113218909966,0.0800587172538392,0.05892426979825354,0.08463188798554652,0.04697380307136405
77,077_img.png,0.005435863440503811,0.04642781812155362,0.02745653418507247,0.11842588965558803,0.3101877241088378,0.21548196582999368,0.07518606683339862,0.06334408051345407,0.08938439750504716,0.04866965980655076
78,078_img.png,0.007841228639411637,0.053938382621056206,0.03587651803096319,0.11917894997064368,0.37382188436698494,0.1873783257624919,0.06751954513148543,0.05874354933407497,0.05066283489385371,0.045038781249034335
79,079_img.png,0.006950337414636117,0.04828868145633814,0.03450923344243747,0.13526892148543257,0.3230088495575221,0.1979835939709864,0.07665575625328323,0.06253283226249647,0.0660888188467289,0.0487129753101386
80,080_img.png,0.0037433155080213902,0.0512774806892454,0.025371360665478314,0.09423648247177659,0.33410576351752824,0.17956030897207367,0.050861556743909686,0.05204991087344028,0.17124183006535948,0.037551990493166966
81,081_img.png,0.006604651162790698,0.05334883720930233,0.029488372093023255,0.12325581395348838,0.3052558139534884,0.21204651162790697,0.08586046511627907,0.05948837209302325,0.07195348837209302,0.05269767441860465
82,082_img.png,0.0065443496552530095,0.04619025359354914,0.030968797475750848,0.1343344630127381,0.27451209536052357,0.2179502161972654,0.08364496903120253,0.06354446651863971,0.08945892251957462,0.052851466635503094
83,083_img.png,0.004715236686390532,0.05907914201183432,0.025832100591715975,0.09484097633136095,0.38539201183431954,0.20506656804733728,0.06057692307692308,0.05885724852071006,0.06205621301775148,0.04358357988165681
84,084_img.png,0.007313231323132313,0.036116111611161114,0.03319081908190819,0.13557605760576058,0.4488073807380738,0.1863186318631863,0.054342934293429346,0.034203420342034205,0.028465346534653466,0.03566606660666067
85,085_img.png,0.013678451178451179,0.050505050505050504,0.031144781144781145,0.10732323232323232,0.3693181818181818,0.1731902356902357,0.03808922558922559,0.0484006734006734,0.13194444444444445,0.03640572390572391
86,086_img.png,0.007946815089672233,0.04946402803545661,0.0329107400535972,0.12379921665635951,0.3286023500309215,0.20354566068851784,0.07496392496392497,0.05779220779220779,0.06818181818181818,0.05279323850752422
87,087_img.png,0.006110190555095278,0.041425020712510356,0.03251864125932063,0.13390637945318973,0.33958160729080367,0.2112676056338028,0.0756006628003314,0.048777961888980946,0.06969759734879867,0.04111433305716653
88,088_img.png,0.010084860410773583,0.04046242774566474,0.030377567334891158,0.13249702783585454,0.2843028737752634,0.19833558807854712,0.06321485672119051,0.05792645431066289,0.14258188824662812,0.04021645554052392
89,089_img.png,0.007400740074007401,0.0426042604260426,0.038103810381038106,0.1398139813981398,0.3339333933393339,0.20412041204120412,0.07580758075807581,0.0517051705170517,0.0613061306130613,0.045204520452045205
90,090_img.png,0.007059039237257059,0.0506967363403007,0.033186651998533184,0.13907224055738907,0.3096809680968097,0.22057205720572057,0.07334066740007333,0.05500550055005501,0.06738173817381739,0.04400440044004401
91,091_img.png,0.007538186867684983,0.04324538781987701,0.032830787542154335,0.13142233683792898,0.3602459829398929,0.21206109898829598,0.06357865502876413,0.0505852013489387,0.05643721483832573,0.04205514778813727
92,092_img.png,0.005036630036630037,0.05128205128205128,0.026442307692307692,0.09661172161172162,0.48340201465201466,0.17983058608058608,0.0486492673992674,0.043727106227106224,0.036401098901098904,0.028617216117216116
93,093_img.png,0.00919211894821651,0.05200322273493005,0.04002783271075954,0.13293781586464512,0.35201054713249835,0.1895187870797627,0.07397641543983008,0.053687834175639056,0.04705925437632755,0.04958617153739105
94,094_img.png,0.007087991007306563,0.04896021982139512,0.03144320239805158,0.12589770811215886,0.3005058390058078,0.21014175982014613,0.07846749516018235,0.060981702366826956,0.08789733341659901,0.04861674889152563
95,095_img.png,0.007416396979503775,0.05070118662351672,0.03155339805825243,0.1256742179072276,0.3775620280474649,0.20334412081984898,0.061893203883495146,0.04989212513484358,0.05218446601941747,0.03977885652642934
96,096_img.png,0.009259259259259259,0.04861111111111111,0.032407407407407406,0.12913359788359788,0.3177910052910053,0.21428571428571427,0.07407407407407407,0.04927248677248677,0.07705026455026455,0.04811507936507937
97,097_img.png,0.004805194805194805,0.04928571428571429,0.03,0.11285714285714285,0.3974025974025974,0.1964935064935065,0.05857142857142857,0.05006493506493506,0.06714285714285714,0.03337662337662338
98,098_img.png,0.008430123641813413,0.05067440989134507,0.03727988010490821,0.12429748969651555,0.35369052079430496,0.20934807043836642,0.07268639940052454,0.050955414012738856,0.04973772948669914,0.04289996253278382
99,099_img.png,0.004621769477457084,0.044802867383512544,0.030182984342576873,0.1364836823240898,0.31899641577060933,0.21420486700622524,0.06998679494435012,0.0552725900773439,0.0844180343331447,0.041029994340690434
100,100_img.png,0.0065314180107526884,0.050865255376344086,0.03307711693548387,0.12331989247311828,0.31373907930107525,0.2074302755376344,0.0786080309139785,0.06268901209677419,0.07207661290322581,0.051663306451612906
101,101_img.png,0.006997333333333334,0.04704,0.03485866666666667,0.129408,0.34856533333333334,0.20170666666666667,0.07313066666666666,0.056064,0.056725333333333336,0.045504
102,102_img.png,0.01031301824212272,0.04291044776119403,0.0431695688225539,0.15111940298507462,0.3584162520729685,0.19045398009950248,0.07224295190713101,0.045553482587064674,0.041044776119402986,0.04477611940298507
103,103_img.png,0.00641025641025641,0.05070368228262965,0.029665509928667823,0.12268652400231347,0.24305957200694042,0.1953682282629651,0.0679342587237324,0.07285039521881627,0.16396761133603238,0.047353961827646035
104,104_img.png,0.008394611830545975,0.046983796446931736,0.03670202381727077,0.1363310991084792,0.3320752261339233,0.20452918591787597,0.07132166330448364,0.05694019652502115,0.06663629856185332,0.04008589835361489
105,105_img.png,0.006186452687143515,0.04953590533885996,0.02525950331243136,0.11084245580472597,0.25291387678463884,0.19494632798384526,0.06375544691253056,0.07281592092677223,0.17497431537180713,0.04876979487724519
106,106_img.png,0.006065468549422337,0.046961916987590925,0.02405862216516902,0.10798031664527172,0.22132006846384253,0.1862109542148053,0.058333333333333334,0.07089216944801027,0.23240265297389817,0.045774497218656396
107,107_img.png,0.00546448087431694,0.051147540983606556,0.028306010928961747,0.10939890710382513,0.4547540983606557,0.17901639344262296,0.05540983606557377,0.04382513661202186,0.04021857923497268,0.032459016393442626
108,108_img.png,0.0048543689320388345,0.06310679611650485,0.02063106796116505,0.11488673139158576,0.3713592233009709,0.20125404530744337,0.060477346278317155,0.05946601941747573,0.06694983818770227,0.037014563106796114
109,109_img.png,0.007882212968471148,0.04408090422367638,0.03459250446162998,0.14143367043426533,0.30208209399167163,0.2075847709696609,0.07590719809637121,0.0587150505651398,0.08093396787626413,0.046787626412849496
110,110_img.png,0.006482231739784698,0.052291931936566734,0.029806690589188563,0.12631670332214376,0.27890959601805765,0.201962032642667,0.07778678087741636,0.0702917004282903,0.09746498437319134,0.0586873480726936
111,111_img.png,0.008853809196980096,0.051338366506520246,0.03184625943719972,0.12367879203843514,0.34248455730954014,0.206726149622512,0.07261496225120109,0.05374056280027454,0.062113932738503776,0.046602608098833216
112,112_img.png,0.00611437477520681,0.054056934287122514,0.02971932488776992,0.11392185855679442,0.33146838242150556,0.204371977780442,0.07443818353781188,0.061796480571207825,0.07221356352156016,0.051898919660578934
113,113_img.png,0.009029324679848565,0.041791564685715335,0.034494770325147354,0.12939893114796175,0.3025327943239007,0.19635343618513323,0.06807285794168065,0.055303467810686686,0.11424616597457123,0.04877668692535453
114,114_img.png,0.006782001299545159,0.04584957764782326,0.027777777777777776,0.1299139051332034,0.2746101364522417,0.2130035737491878,0.06639863547758285,0.06254061078622482,0.1332033788174139,0.03992040285899935
115,115_img.png,0.007367582636399841,0.03424930306650737,0.027109290550150766,0.1211241963930136,0.3247710075667065,0.2410536496558002,0.06676338396768504,0.05077658303464755,0.08627752176139272,0.04050748136769642
116,116_img.png,0.006744387705944696,0.05116099816938048,0.03256575778013296,0.13710376722227574,0.33567781096444743,0.20396955390692745,0.0746700067443877,0.052220830523171786,0.060121398978707004,0.045765488004624724
117,117_img.png,0.007137246866782775,0.05033637263941536,0.028378239934432947,0.10955161697913465,0.37690810367790184,0.1998429122699177,0.06160570979749343,0.05293173513642728,0.06891370419697436,0.044394358501519654
118,118_img.png,0.008212709167436608,0.0523046915101119,0.029771070731957703,0.11944358895390617,0.28508366697464327,0.20844882455600042,0.07704547787701468,0.06975669849091469,0.09803921568627451,0.051894056051740065
119,119_img.png,0.006877076411960133,0.04782392026578073,0.03091362126245847,0.12184385382059801,0.33787375415282395,0.2016611295681063,0.07167774086378738,0.05755813953488372,0.08066445182724252,0.043106312292358805
120,120_img.png,0.007980255039078569,0.04960921431509667,0.03282599753187988,0.1257918552036199,0.30621143562320036,0.2074043603455368,0.07741670094611271,0.05915261209378857,0.08259975318798848,0.051007815713698064
121,121_img.png,0.008147512864493996,0.04777015437392796,0.03979416809605489,0.13979416809605488,0.3376500857632933,0.20874785591766723,0.07641509433962264,0.04759862778730703,0.04648370497427101,0.04759862778730703
122,122_img.png,0.008550407635712865,0.04702724199642076,0.029827003380393718,0.13213362497514416,0.3129846888049314,0.2069994034599324,0.07506462517399086,0.05935573672698349,0.07983694571485385,0.04822032213163651
123,123_img.png,0.003787878787878788,0.047186147186147186,0.02683982683982684,0.1079004329004329,0.42424242424242425,0.18376623376623377,0.046103896103896105,0.045454545454545456,0.08333333333333333,0.031385281385281384
124,124_img.png,0.0077675489067894135,0.06492136555427695,0.027234369006520907,0.1062523973916379,0.2813578826237054,0.2042577675489068,0.07125047947832758,0.07374376678174147,0.10855389336401995,0.05466052934407365
125,125_img.png,0.00691661279896574,0.04873949579831933,0.029734970911441498,0.1279896574014221,0.34020685197155787,0.20730446024563673,0.07013574660633484,0.05378151260504202,0.07058823529411765,0.04460245636716225
126,126_img.png,0.008544333510688241,0.041422803668116806,0.03486588839159964,0.13403336358799411,0.3769209101436575,0.19949297361584928,0.06862070044756033,0.04660261024694063,0.05018622265343808,0.039310193734155424
127,127_img.png,0.00815625,0.04875,0.03475,0.13796875,0.3199375,0.20359375,0.07621875,0.05990625,0.06353125,0.0471875
128,128_img.png,0.007382216323822163,0.05683200619332006,0.03389736783897368,0.11681596991815969,0.3461761778367618,0.19446057288210572,0.07037298164122982,0.0644907100199071,0.06077195310771953,0.04880004423800044
129,129_img.png,0.006005069214271788,0.04995125755507896,0.029284460908559174,0.12062780269058296,0.31803470462078376,0.2073503606940924,0.06956521739130435,0.06182491713784363,0.09237668161434978,0.044979528173133165
130,130_img.png,0.0065237651444548,0.05457181319250285,0.03230817023920472,0.13151082116599358,0.3134513824168997,0.2179765972869421,0.0837734286010148,0.05591798695246971,0.055400227814020916,0.04856580718649684
131,131_img.png,0.007455081791364978,0.04880665057656208,0.030946634486457496,0.11735049611155805,0.4243496916063288,0.19270581925449182,0.05631536604987932,0.04676857066237597,0.03765084473049075,0.03765084473049075
132,132_img.png,0.005170591787439614,0.050196256038647344,0.02751358695652174,0.12364130434782608,0.2547931763285024,0.21705163043478262,0.07378472222222222,0.06774607487922706,0.12915157004830918,0.050951086956521736
133,133_img.png,0.005789562007048162,0.049644794987973376,0.02984281478995357,0.12118923756782458,0.28103149297980645,0.21225597135984786,0.07341835878503104,0.06480393802092074,0.11156793645466241,0.050455893046931814
134,134_img.png,0.008414436334144364,0.03913219789132198,0.031630170316301706,0.11962692619626926,0.45569748580697483,0.17791970802919707,0.05403487429034874,0.043491484184914844,0.033657745336577456,0.036394971613949716
135,135_img.png,0.008679245283018867,0.0420125786163522,0.038364779874213835,0.1389517819706499,0.39740041928721176,0.19450733752620544,0.06117400419287212,0.04335429769392034,0.03987421383647799,0.03568134171907757
136,136_img.png,0.007222353776935827,0.03445417949325124,0.02261425526876628,0.12029363012076723,0.42008051148472647,0.22933933222827374,0.056239640066303574,0.03398058252427184,0.043097324177125265,0.0326781908595785
137,137_img.png,0.008725542041248016,0.05023796932839767,0.03133262823902697,0.11911686938127974,0.3820729772607086,0.201216287678477,0.06253305129561079,0.04772607086197779,0.05380750925436277,0.04323109465891063
138,138_img.png,0.006176804862380788,0.04858674704748728,0.029920442753372536,0.1242278993922024,0.29268172159905126,0.20733063201067353,0.07656767307407224,0.0647205613480259,0.10157137915698967,0.04821613875574443
139,139_img.png,0.007909604519774011,0.05254237288135593,0.0322547508988187,0.12080123266563944,0.3170005136106831,0.20385208012326655,0.07349768875192604,0.06076014381099127,0.08089368258859785,0.0504879301489471
140,140_img.png,0.0050858232676414495,0.025111252383979658,0.02288620470438652,0.07925407925407925,0.29126933672388217,0.13805891078618351,0.02426361517270608,0.020555202373384193,0.3787878787878788,0.014727696545878364
141,141_img.png,0.004309327036599764,0.03880362062180244,0.024458874458874458,0.09144037780401416,0.26454151908697365,0.15328610783156238,0.046595828414010235,0.044490358126721766,0.304073199527745,0.02800078709169618
142,142_img.png,0.006337294142172191,0.049781113195747344,0.023764853033145718,0.11052741296643735,0.3023556389410048,0.21008963935793204,0.06595789034813425,0.06554096310193872,0.12236814675839067,0.043277048155096934
143,143_img.png,0.007623007623007623,0.045815045815045814,0.03726803726803727,0.14121814121814122,0.3475783475783476,0.19943019943019943,0.06876106876106876,0.05166705166705167,0.05975205975205975,0.040887040887040885
144,144_img.png,0.003239934185056136,0.033894696089818044,0.015505226480836238,0.10802603561749903,0.25503774680603947,0.2618636275648471,0.06902584204413473,0.06334204413472706,0.14269502516453736,0.04736982191250484
