CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49,Feature__50,Feature__51,Feature__52,Feature__53,Feature__54,Feature__55,Feature__56,Feature__57,Feature__58,Feature__59,Feature__60,Feature__61,Feature__62,Feature__63,Feature__64,Feature__65,Feature__66,Feature__67,Feature__68,Feature__69,Feature__70,Feature__71,Feature__72,Feature__73,Feature__74,Feature__75,Feature__76,Feature__77,Feature__78,Feature__79
11,118.73801169590644,101.35415480118145,118.50611376927166,102.04796377710586,99.76746411483253,117.08670544345438,69.56076555023924,110.53772946629994,49.85023923444976,98.90288093746904,110.03561935140883,95.88976318918604,110.51190855927697,96.67245097154878,99.39638490164806,114.23044937210001,73.26028708133971,112.2015838058003,53.557682083997875,101.85345559966913,106.65332270069112,92.1791872859838,106.50903774587985,92.76688010159837,99.89308878256247,110.69893987668294,77.81584263689527,114.37285530568813,48.362254120148854,98.76545272413617,106.54864433811802,88.8761277360946,105.25720361509835,89.23837690862618,101.7509303561935,106.81251942859326,82.65050505050505,116.34627284856343,46.883785220627324,98.09189020344037,108.43636363636364,85.91985259548836,110.16326422115895,87.05963345628459,104.47464114832536,102.95844751198948,92.93556618819777,118.68294780749893,56.571185539606596,105.21876281340282,109.15805422647527,84.11196340166211,112.33700159489634,85.32992066880465,106.47591706539075,99.75467611189877,102.41674641148326,118.2846426152695,73.25832004253057,113.99229009970405,111.41881977671451,83.94307219400126,113.793567251462,84.86314573833523,108.4337586390218,97.51228932303812,108.88070175438597,115.77997389380619,91.15842636895269,118.90575208216563,111.70154173312068,83.93497408915829,115.01887293992557,84.86015524949839,111.88846358320042,96.62639319355124,110.07208931419457,113.3682951625087,101.34869750132908,119.0572327162285
12,59.8607527982528,93.68498879783688,57.72884247884248,92.58818434535331,49.06876194376194,96.0328092475445,34.27639571389572,85.14238544725555,25.72060128310128,75.49498207986991,58.75441919191919,92.17609861087996,56.95945945945946,91.38232103678378,50.27595208845209,96.53127539039177,34.56611725361725,85.54546817871343,25.31813063063063,75.14764649082056,64.12233824733825,94.85950957439513,62.32869232869233,94.22128253802948,55.50822413322413,99.3153099043369,37.43304668304668,88.77903347060395,23.41294703794704,72.89141985479816,64.95640526890527,93.96181791431053,63.95635408135408,93.78195627473343,59.451371826371826,100.53192928851958,40.09537947037947,91.37359307411654,21.573402948402947,70.5205412728043,65.02035558285559,93.06429655714619,64.4839782964783,92.91126091630484,62.990769178269176,101.35687687237116,44.281565656565654,94.69030872264537,25.29200791700792,75.75928657304117,65.1720242970243,92.56879941105129,65.13841113841114,92.64199698660175,64.83729183729184,101.22590295541302,49.27090158340158,97.57880607151017,31.91506279006279,83.55425029279075,64.84584015834015,92.14181839463112,65.27571321321321,92.64619304404614,64.60298935298935,99.9732214312852,51.7349337974338,97.68495508721631,37.31589544089544,88.18721007693934,64.9144656019656,92.35808780882674,65.27347802347802,92.85106685731232,63.34906497406497,98.64082488137487,53.504470379470376,97.69268943415007,39.92168304668305,89.31841249423194
13,63.54628782547502,93.55789717307174,62.20594651653765,93.30374651173403,54.20431034482758,98.94163118648876,39.91544686840253,90.38552209542476,26.322484166080226,75.8259158107363,65.31254398311049,93.81235413183897,63.64326178747361,93.43178816520528,55.72169247009148,98.96963619738456,39.907793807178045,90.41706688615416,28.371604503870515,78.68586079992572,64.19616467276566,91.68374170693055,62.73756157635468,91.21680526684752,56.991942294159045,97.78480771110975,41.911206896551725,92.36590570070457,27.512807881773398,78.19174840914974,65.93543279380718,91.95971537147423,64.85781140042224,91.65757907618215,58.60459183673469,96.52809534763144,43.88909218859958,94.03435452938764,25.19554890921886,75.54772848985382,66.52735749472203,91.03639212643802,65.79213581984519,90.90425950571705,61.298469387755105,96.26129364880168,48.46356439127375,97.03180269568652,29.71022167487685,81.2039387178143,66.36071428571428,90.17932592719532,65.64403589021816,89.862946978094,63.24739619985925,96.0797349417581,52.77915200562984,98.43577485626835,37.46917663617171,89.16215312321914,65.78216045038705,89.49401108983896,65.00499648135116,89.15535178525649,63.44468684025334,95.2704942105672,56.43735045742435,98.58218036822754,44.361048557353975,94.15277186792508,64.74303307529908,88.663806976167,64.09370161857846,88.33263106695087,62.84514426460239,94.05988881570143,59.20107318789585,98.56098725081851,47.383339197748064,94.78647105676235
14,59.817965842636895,93.37996105192434,58.22114234449761,92.83184860882918,47.58373205741627,94.6829476691554,32.90231259968102,83.05805906036552,23.959213849016482,72.41308619074306,61.713084795321635,92.64128136957144,59.290071770334926,91.63144906227134,49.2005249867092,94.40430696513846,34.0401216108453,84.27271199591416,25.62970162147794,74.95661972213536,64.66909223817119,92.94232530796887,62.89683014354067,92.43772108088909,53.29322833599149,95.69759183107955,37.03605130249867,87.6876771136152,23.091390882509305,72.2392435664339,66.53623405103669,93.20132237678826,64.85388423710792,92.64316047042465,56.34511230728336,96.16276952468408,39.55507376395534,90.3166690129574,21.70245215311005,70.65793544729668,67.39591640085061,93.24732041417973,65.6657196969697,92.42642401082966,59.50777511961722,96.88261952004527,45.094414540138224,94.66857185735282,27.063613104731527,77.99134105396764,67.70992822966507,93.07194823875864,65.95241892610314,92.09430785092029,62.769072301967036,97.9036115787908,50.66939128123339,97.44978710198242,34.642394338118024,86.287817867083,68.20173777246146,93.22402954877472,66.40279439128123,92.36719197533729,64.65794457735247,98.42664138871574,54.0804259702286,97.89027246639623,40.322966507177036,90.44399438657655,68.85645933014354,93.86530228416109,67.34039407230196,93.20865917124762,64.67224880382776,98.02740540786628,56.74197567783094,98.36365193201392,43.51275917065391,91.72922580748613
15,105.03791512915129,102.97827168304364,104.35119926199262,103.35727519725036,87.19963099630996,113.63206042614208,61.24843173431734,106.5067275967617,40.41003228782288,91.5430291012291,102.21303044280442,100.75123968428248,101.37276291512916,101.15869442774412,85.07135608856089,112.07508430001178,59.5830258302583,105.51619678434815,42.33556273062731,93.4575260151451,104.02940498154982,100.34070965713941,103.15848708487084,100.45498510843274,88.09492619926199,111.03485117459094,61.650207564575645,106.81354431670013,40.941190036900366,92.58879029079978,107.3692573800738,100.07355583746413,106.536323800738,100.40050044048377,93.35901752767528,110.02418345516458,66.95811808118081,109.65822448833646,39.16404520295203,91.24753397902087,107.04296586715867,97.91757219480407,106.26669741697417,98.14410223860675,96.88913745387454,108.2955464039726,75.13786900369004,112.74615667301633,47.81702029520295,98.74633981714827,105.6151983394834,96.36079794519186,103.74660977859779,96.38840207444986,98.66881918819188,106.64214720722434,82.37271678966789,113.451089108997,58.835839483394835,105.96289987989091,104.56083948339483,95.14991297304829,103.56339944649447,95.52879602407369,98.58376383763837,104.63111332086366,86.16386070110701,111.72230713130097,68.66708948339483,109.76967431147692,103.97709870848709,94.64287095486283,102.34024446494465,94.88729007434249,97.96879612546125,103.12276104928975,88.10740313653136,110.01741735886796,74.03726937269373,110.29370235371798
16,131.95255666842382,99.63012456051096,131.24343145687095,99.27987584227417,120.08118081180812,117.18882294013494,91.02508115306718,119.1488189852433,63.16860416724468,108.44498923133438,128.7585384124518,98.52459935392558,128.56227284077352,98.01418341695367,118.06772466220903,115.85101747255852,91.94908858863025,119.3541182015028,63.288571983464195,108.68980992653408,125.82509779985018,96.55983664838017,126.31226590461394,95.89727317785261,117.97641705740365,113.17176675504624,96.0681130871459,120.08229680192784,65.77737702189052,110.41678332490837,122.16263906999973,94.44117948128019,123.028410509669,93.56666724486517,119.21166384596177,109.5510867979358,102.95857725494548,120.44252615819445,70.51810337652249,112.8898091368363,119.03090752712039,92.33026225997807,121.03845406875121,91.20114001499336,120.12340815137475,105.44335158479186,110.17171156673973,119.30115410708271,80.95436006991649,117.07172030798903,117.2343312154926,90.6718217790233,119.67438892434038,89.08024864138602,121.15906001165274,101.62729272035166,115.45498432427934,116.40197981958798,93.74591460200317,120.19642215398517,116.44058485697639,89.54508356546643,118.87229142968121,87.46791154931657,121.61229642371612,98.32769641855421,118.18375273978303,112.66331258068753,102.36828232943984,120.24270388853199,115.14504896928669,88.72757222952137,118.12707044363677,86.42693872422385,121.70574036567433,96.175746075521,119.42710096273895,109.81986410810464,106.9204838664928,118.79117092008715
17,113.73929631807685,106.79472702373721,112.42793212754056,107.02340037560751,88.90084481991997,115.51571246069575,57.55337856251524,104.5949721206172,40.492692092542924,91.91044959757845,107.551772113771,106.52311881930581,106.71891449963425,106.64886464066073,83.94015978427689,113.19311385633357,54.315064759965004,102.40478625093078,41.51163958174959,92.91757477747143,102.43070038296591,104.4064583408491,102.51437915059023,104.67934407521876,82.99987091036877,110.79434350052541,57.147147836314346,104.22743875682113,40.717221991135844,92.46318144846933,97.503033606334,101.19258853728458,98.10213858489078,101.63840798994671,85.87897129907199,109.29227432535905,64.10334342144895,108.25137608428105,39.225189690041454,91.36462181590733,95.70042599578308,98.13618751310692,96.44611942225218,98.57355607155296,90.8280095813193,108.12620319181099,73.43302399632812,112.10607444464289,47.58866306171919,98.61302334683695,91.95061604440683,94.67837855973876,94.29573000186463,95.49584552811041,94.12604885325378,106.67548617588295,82.49751143877566,113.7287309049652,59.511897761012065,106.45215862564609,90.56433683787776,92.64167188458389,93.06463087537114,93.6552088056132,96.1252312855893,105.12232106156377,87.27590757182404,112.43486124906273,69.35003370673705,110.26418569893636,89.70620634260388,91.48665016085418,92.72268678552474,92.84895022640266,96.90024240164087,103.91777030247015,90.15341585507538,111.02691199444571,75.81304952738851,111.24520764809033
18,126.39832839927035,110.33321650667905,125.6260129780808,110.6767681408776,103.73146736042582,120.59609189012791,60.62160222481385,106.83493016890141,37.88819114260937,89.42451546076305,126.63815376334439,106.57609927952808,126.56744714571933,107.25327155909356,110.51076522831255,120.42417386266101,66.11203313298047,110.0541932134,40.15138602314524,91.69225880138893,124.00450046350288,102.0590444685751,124.41565742651237,102.70980934608998,114.03219102299572,118.552596075051,73.99557429502707,113.92548222537376,39.99258395382913,91.76457493839662,121.34514518106516,98.52557230740881,123.25228013516342,98.84610558487252,116.83834215483986,115.88488564786972,82.7079483269041,117.20190629350114,42.0177775784217,93.75197103177734,117.74112616249514,96.0275665096981,121.0206632576777,96.08429617571467,119.16898418109507,112.68464183746283,94.90136359558626,119.94517753167185,53.50623486139769,102.91228772912358,115.15087766514159,94.16358444721665,119.94790825633204,94.15171837978788,120.33825244460392,109.4111781658643,105.14123381477826,119.95691664427979,71.54105738464759,113.0680290865875,114.1609850183906,93.07836437930919,119.80905176280613,92.91853671940555,121.89726682814509,106.65153706883743,112.03159295475614,117.9487872918286,88.05393080350468,118.38437510248946,114.0067880745193,92.71956572944117,119.96377201638707,92.55038538443536,123.23913758559851,104.94686494075539,116.24737597559881,115.88588724233499,96.74928979396549,119.08607248573163
19,101.03097308229603,107.2376917440275,100.52921123412773,107.47056799824213,81.7897875357061,113.92901770948478,52.017837409561935,101.00979319215004,36.52768916411251,88.18041580597783,95.80664498238151,102.65404528985172,95.22691353391298,103.18078270917154,80.4275035966723,111.93889735149374,53.36830966827214,101.91098163888243,40.20075686495277,91.79254423340788,93.40938470840892,97.56849904727082,94.093023498259,98.45013301948788,82.22021017076375,109.69508223383987,59.31851921352766,105.64624753711901,38.7963970726215,90.65327518136034,91.6267905172953,94.11616874378413,92.08688309251266,94.79000756430645,84.77847626196285,107.33590399770696,66.46190654907112,109.4570471896839,37.515762807280915,89.55594640680084,90.79049644502825,91.84624532866708,91.42168637017576,92.4144700340764,88.06153958424554,105.39174632190087,76.28177060528346,113.14386785660591,47.70124684639603,98.52928727170828,91.18596359542128,90.50110242454171,91.55799503763474,90.94139723703121,91.35912512249536,103.72806056586653,85.86958153499718,114.49022936156429,61.92516836596401,107.65936544345601,91.62672796647276,89.73128233504211,92.55510727466066,90.51070538952922,94.07977314901692,102.57815705615934,90.83790996851609,112.859403358063,73.23364817247347,111.78440737402043,92.36138737724401,89.4609124017703,93.42049790454745,90.46820337434856,96.18404537019661,101.92684719899759,93.16335147307187,110.96744867441525,81.22326473593128,113.03359248188795
20,131.0593934730141,101.30852081225233,130.6622826961419,101.17866090340117,121.3721361362762,118.87281209793991,86.1991325334919,118.3033678702117,52.43911994123614,101.77081677039916,129.27584035817972,100.34298672845354,128.9148273811606,100.18284790975521,118.8187414739935,117.7783549914197,86.48959389975165,118.34945509118936,55.79359194095631,104.26139819910124,125.97355626289831,98.63359660721703,126.56993948721536,98.1163274831095,119.32481024170136,115.3070762984171,90.67158697401098,119.265209204636,58.53002903214523,106.25574909932831,125.55934100528175,97.0559699118643,125.88992269754101,95.96705674244646,120.49746405960335,112.05007004961311,99.5621043058519,120.53212363865259,62.45681905628039,108.68672546989791,124.8388541047256,95.69774738641654,125.11826226870474,94.07438714331258,122.67141208156984,108.6150166512227,108.2273601734933,120.13986161951122,72.66773934030572,113.72750315469379,121.69670152855994,94.32897882078706,123.27402147679177,92.25299814865541,124.27608520759733,105.021051085298,114.56063520934626,117.77230069609467,86.05124348525656,118.21769352472992,119.83441183672042,93.40946080224582,121.96225821120011,90.52805439515595,125.56413305816923,102.13697871624281,117.94406939732065,114.52180499754003,95.56871524012732,119.09123643100763,118.1667774318794,92.75766468493113,121.49819860785617,89.52311484653848,124.93899751652734,100.25895074370072,118.7785162125293,112.10200384611434,102.9824757773969,118.33001678397758
