CaseID,Feature__INTENSITY-BASED_MeanIntensity(IBSI:Q4LE)[],Feature__INTENSITY-BASED_IntensityVariance(IBSI:ECT3)[],Feature__INTENSITY-BASED_IntensitySkewness(IBSI:KE2A)[],Feature__INTENSITY-BASED_IntensityKurtosis(IBSI:IPH6)[],Feature__INTENSITY-BASED_MedianIntensity(IBSI:Y12H)[],Feature__INTENSITY-BASED_MinimumIntensity(IBSI:1GSF)[],Feature__INTENSITY-BASED_10thIntensityPercentile(IBSI:QG58)[],Feature__INTENSITY-BASED_25thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_50thIntensityPercentile(IBSI:Y12H)[],Feature__INTENSITY-BASED_75thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_90thIntensityPercentile(IBSI:8DWT)[],Feature__INTENSITY-BASED_StandardDeviation(IBSI:No)[],Feature__INTENSITY-BASED_MaximumIntensity(IBSI:84IY)[],Feature__INTENSITY-BASED_IntensityInterquartileRange(IBSI:SALO)[],Feature__INTENSITY-BASED_IntensityRange(IBSI:2OJQ)[],Feature__INTENSITY-BASED_IntensityBasedMeanAbsoluteDeviation(IBSI:4FUA)[],Feature__INTENSITY-BASED_IntensityBasedRobustMeanAbsoluteDeviation(IBSI:1128)[],Feature__INTENSITY-BASED_IntensityBasedMedianAbsoluteDeviation(IBSI:N72L)[],Feature__INTENSITY-BASED_IntensityBasedCoefficientOfVariation(IBSI:7TET)[],Feature__INTENSITY-BASED_IntensityBasedQuartileCoefficientOfDispersion(IBSI:9S40)[],Feature__INTENSITY-BASED_AreaUnderCurveCIVH(IBSI:No)[],Feature__INTENSITY-BASED_IntensityBasedEnergy(IBSI:N8CA)[],Feature__INTENSITY-BASED_RootMeanSquareIntensity(IBSI:5ZWQ)[]
11,122.82084,1895.288476,0.285363415,-0.52532348,122,34,64,88,122,153,180,43.534911,246,65,212,35.78811009,27.02740088,35.78234981,0.354458665,0.269709544,409.6345627,319000000.0,130.3082776
12,39.19427382,3327.086302,1.313164654,0.505402322,0,0,0,0,0,71,134,57.68090067,231,71,231,47.66072102,32.66432043,39.19427382,1.471666523,1.0,145.0333439,285000000.0,69.73720243
13,50.48161506,4650.568487,1.094846927,-0.141337309,0,0,0,0,0,96,165,68.1950767,250,96,250,57.82841095,42.23644011,50.48161506,1.350889361,1.0,200.9793114,409000000.0,84.84669673
14,44.76410486,4002.615655,1.28639899,0.552294727,0,0,0,0,0,83,147,63.26622839,254,83,254,52.4619342,36.59884447,44.76410486,1.413324997,1.0,181.2732101,362000000.0,77.50123057
15,89.48510148,5727.88594,0.364384504,-1.116054197,83,0,0,13,83,153,202,75.68279818,254,140,254,65.12373197,56.09901837,64.95106089,0.845758645,0.843373494,358.5292414,596000000.0,117.1984186
16,126.9422634,1270.526894,0.189816793,-0.196679534,126,0,81,101,126,151,175,35.6444511,253,50,253,28.87652053,20.97351326,28.86901756,0.280792623,0.198412698,505.6324689,627000000.0,131.8516785
17,106.9703954,5888.957772,0.171535514,-1.254606121,99,0,0,38,99,179,213,76.73954503,254,141,254,66.9019921,58.94800719,66.60775398,0.717390496,0.649769585,427.2881747,1210000000.0,131.6496231
18,135.8220897,2435.590115,0.268553451,-1.274043277,125,50,77,93,125,185,205,49.35169819,249,92,199,43.74256703,36.41128102,43.02037918,0.363355462,0.330935252,425.2917136,1400000000.0,144.5103116
19,108.0132608,5491.75965,0.033787561,-1.138945402,110,0,0,42,110,173,205,74.10640762,254,131,254,62.96005783,56.86204104,62.92977628,0.6860862,0.609302326,431.5702211,1650000000.0,130.9909316
20,120.190283,1364.480635,0.441277191,0.052849247,115,13,77,95,115,147,169,36.93887701,247,52,234,29.53280333,20.80862478,29.28283606,0.307336634,0.214876033,443.0068219,452000000.0,125.7385572
21,114.1923401,3387.185993,0.102120354,-0.99606276,113,0,42,61,113,166,187,58.19953602,254,105,254,50.72713947,40.7823865,50.71840071,0.509662347,0.462555066,452.5475266,410000000.0,128.1681572
22,88.9978022,2527.003715,0.452634942,-0.879168446,77,13,28,42,77,130,162,50.26931186,220,88,207,43.75413523,35.24046879,43.11005917,0.564837677,0.511627907,290.9657967,124000000.0,102.2135632
23,98.03817272,1523.23092,0.474591654,1.18420597,98,0,53,73,98,118,142,39.02859106,253,45,253,29.17145186,18.68933405,29.17088325,0.398095864,0.235602094,391.4261233,1990000000.0,105.5211554
24,93.93479237,1859.287207,0.681784501,0.992197228,90,0,46,66,90,114,149,43.11945277,252,48,252,32.31076774,20.46705943,32.13217733,0.459036015,0.266666667,373.6995297,1900000000.0,103.3587559
25,81.07532644,1753.981288,0.60377789,1.546152346,79,0,34,56,79,105,128,41.88055978,254,49,254,31.95993468,21.35261867,31.94111829,0.516563567,0.304347826,324.4149889,1290000000.0,91.25343744
26,96.1863359,2283.029557,0.3542829,0.504684255,96,0,34,66,96,124,152,47.78105856,254,58,254,36.79329526,24.71569231,36.7898074,0.496755159,0.305263158,385.0532082,1750000000.0,107.400376
27,115.8518139,1460.743497,0.196224208,0.823788543,115,0,71,93,115,136,162,38.21967421,248,43,248,28.8934716,18.58708021,28.88707781,0.329901388,0.187772926,452.7360758,3330000000.0,121.9933863
28,117.7687444,1550.788238,0.20128303,0.900774547,118,0,69,96,118,139,163,39.38004873,254,43,254,29.4021484,18.70973598,29.40050125,0.334384551,0.182978723,471.2161786,3810000000.0,124.1783613
29,119.5788786,664.6516343,0.628806063,-0.158277466,113,56,90,102,113,137,157,25.78083851,205,35,149,20.98594114,14.93889484,20.16904253,0.215596925,0.146443515,280.6657293,378000000.0,122.3264478
30,116.9727193,996.1340222,0.493419326,0.137689902,113,34,79,96,113,137,163,31.56159093,231,41,197,24.80535307,17.39181258,24.49498036,0.269820101,0.175965665,363.0958131,269000000.0,121.1558958
31,114.2131726,1227.627791,0.792676054,-0.193568004,104,42,77,88,104,138,168,35.03751976,240,50,198,29.137608,21.72298008,27.89199255,0.306773019,0.221238938,356.4042148,291000000.0,119.4666338
32,93.78903638,1955.664955,0.538995504,0.311055676,88,0,42,61,88,125,150,44.2229008,254,64,254,35.93278015,26.00654844,35.73641369,0.471514609,0.344086022,375.6128914,318000000.0,103.6920841
33,89.61420318,2805.320937,0.716487174,-0.061542086,77,0,34,46,77,128,161,52.96528048,254,82,254,44.31261942,33.16539825,43.24954206,0.591036673,0.471264368,357.2009212,154000000.0,104.096236
34,102.0735479,3055.976864,-0.08346978,-0.708147861,104,0,22,61,104,142,174,55.28089058,251,81,251,46.32400254,35.32472124,46.3046266,0.541579006,0.399014778,403.4960496,107000000.0,116.0818076
35,105.9176136,1239.69176,0.044232864,-0.875718755,106,22,61,77,106,135,151,35.20925674,192,58,170,30.07558719,23.53130481,30.07449495,0.332421167,0.273584906,283.4335296,78900000.0,111.6164533
36,132.4943576,1125.393776,-0.221059459,-0.53615407,136,56,81,110,136,157,171,33.54688922,230,47,174,27.43478896,20.07485678,27.2848669,0.253194852,0.176029963,362.6652018,129000000.0,136.6753401
37,72.45174346,4462.308692,0.342711424,-0.99138962,83,0,0,0,83,121,159,66.80051416,247,121,247,59.26532828,52.42753966,58.98474471,0.922000092,1.0,283.3288304,62400000.0,98.54726695
38,65.94674756,4695.004579,0.87423717,-0.154694831,50,0,0,0,50,110,166,68.52010347,251,110,251,57.16132314,44.36244998,55.93495113,1.039021726,1.0,260.0585134,53700000.0,95.09983224
39,119.1086901,2266.747233,0.19136368,-0.95569225,120,13,61,75,120,155,189,47.61036897,238,80,225,40.68024532,32.26743653,40.67979103,0.399722043,0.347826087,421.7217962,129000000.0,128.2716933
40,106.2868268,3114.978045,0.358378599,-0.405822086,101,0,38,64,101,146,181,55.81198836,254,82,254,46.11609577,34.32457964,45.94366197,0.525107297,0.39047619,424.4530447,87000000.0,120.0494382
41,90.02179902,2699.56582,0.466942006,-0.494430551,81,0,34,46,81,131,160,51.95734616,245,85,245,43.87422002,33.63891231,43.48167445,0.577164051,0.480225989,348.2736331,361000000.0,103.9398389
42,98.79574951,3261.008844,0.242977432,-0.630911465,96,0,22,56,96,138,179,57.10524358,254,82,254,46.96562417,35.6274532,46.91947869,0.578013162,0.422680412,395.7360125,241000000.0,114.1122647
43,66.91348992,2401.172484,-0.082742411,-1.223627645,75,0,0,13,75,106,127,49.00176001,187,93,187,42.85492939,39.84949968,42.39123217,0.732315114,0.781512605,198.2320799,112000000.0,82.93725108
44,114.0797034,606.2247914,0.202406893,-0.596714606,115,61,81,93,115,132,144,24.62163259,190,39,129,20.83792137,16.24377239,20.82419492,0.215828336,0.173333333,231.7454595,321000000.0,116.7064845
45,83.67454462,1052.315926,0.53795391,0.206816595,79,0,46,59,79,105,128,32.43941932,230,46,230,26.16958663,18.93996337,25.86462367,0.387685639,0.280487805,304.2801241,703000000.0,89.74266178
46,97.07699944,1215.983848,0.382787192,0.399999764,98,0,53,71,98,119,140,34.87095995,252,48,252,27.74909512,20.21401636,27.73743367,0.359209289,0.252631579,386.1252035,1800000000.0,103.1500251
47,88.14683254,1062.327608,0.649481508,0.845960282,83,0,50,66,83,109,132,32.59336754,242,43,242,25.8636418,18.27386062,25.4971866,0.369762209,0.245714286,335.5741053,461000000.0,93.97974087
48,85.41078632,1423.570764,0.608048453,0.412856104,81,0,42,59,81,108,137,37.73023673,242,49,242,29.80168065,20.76802923,29.49847882,0.441750256,0.293413174,325.6570839,651000000.0,93.37330017
49,99.76181659,1516.95433,0.275614388,-0.286465248,96,0,50,71,96,128,151,38.9480979,242,57,242,31.96536763,23.88468139,31.88419745,0.390410873,0.286432161,380.5690764,1880000000.0,107.0951651
50,56.8409734,3966.492015,0.68086166,-0.785569209,34,0,0,0,34,112,146,62.98009221,254,112,254,56.01516565,46.0857383,54.46358452,1.108005167,1.0,229.3801356,331000000.0,84.83742259
51,75.54181299,4347.288418,0.447120027,-0.901174308,75,0,0,13,75,124,171,65.93397014,249,111,249,56.34631211,48.52141835,56.34119842,0.872814241,0.810218978,297.4752576,91600000.0,100.2689081
52,96.18116154,2344.466889,0.194119647,-0.904456709,104,0,38,46,104,133,155,48.41969526,235,87,235,42.7376341,36.06960293,42.50131329,0.503421819,0.48603352,356.6474024,159000000.0,107.6813945
53,150.4342723,599.4469559,-0.087976798,-0.658058468,152,83,117,132,152,169,183,24.48360586,216,37,133,20.21989317,15.06190997,20.19603948,0.162752845,0.122923588,314.6722042,386000000.0,152.4136386
54,107.563011,1207.058547,-0.006675639,-0.957971522,109,28,61,77,109,135,153,34.74274812,218,58,190,29.85217995,24.18287167,29.82897855,0.322999029,0.273584906,322.2835987,1290000000.0,113.0347729
55,106.8316398,1214.44376,0.084480829,-0.805572569,108,28,61,75,108,135,153,34.84887028,242,60,214,30.04124114,24.35652447,30.03598969,0.326203645,0.285714286,359.1081298,1190000000.0,112.3718961
56,111.8559527,880.6285158,0.42874743,-0.132391354,108,0,75,90,108,133,154,29.67538569,235,43,235,24.3690564,18.06647812,24.1688376,0.265300013,0.192825112,414.3831955,1190000000.0,115.7254625
57,104.6257247,1327.102002,-0.028162028,-0.258669795,109,0,53,77,109,130,148,36.42941122,253,53,253,29.5976703,21.81916876,29.38959058,0.348187898,0.256038647,417.5427368,2750000000.0,110.7864806
58,109.8440063,1181.172776,0.038277658,-0.905061149,110,34,64,81,110,139,155,34.36819425,242,58,208,29.37314536,23.19458238,29.37243158,0.312881835,0.263636364,359.4930205,1230000000.0,115.0950846
59,124.2022447,1165.508693,0.133218071,-0.60766089,124,34,79,99,124,148,170,34.13954735,235,49,201,28.18368556,20.72229763,28.18192707,0.274870615,0.198380567,393.1804195,748000000.0,128.8087974
60,123.8601943,1183.346992,0.180509551,-0.49265061,124,34,77,98,124,148,170,34.39981094,242,50,208,28.3180728,21.04553735,28.31734096,0.277730962,0.203252033,405.0248702,745000000.0,128.5484139
61,114.7183534,979.3861202,-0.006068802,-0.650914359,114,46,71,93,114,139,157,31.29514531,242,46,196,25.96237556,19.87789837,25.94925561,0.272799813,0.198275862,353.7214906,1390000000.0,118.9104147
62,150.7088794,595.8805886,-0.095583179,-0.627384577,152,83,117,133,152,169,183,24.41066547,215,36,132,20.07247285,14.80390877,20.05303123,0.161972311,0.119205298,312.8722826,381000000.0,152.6730065
63,91.6984375,1632.462232,0.330577342,-0.418571432,88,0,38,61,88,121,149,40.40374033,242,60,242,33.53154149,26.64766708,33.48186553,0.440615363,0.32967033,348.601709,212000000.0,100.205118
64,106.4535696,801.3538369,0.147545012,-0.013232594,105,42,66,86,105,130,143,28.30819381,242,44,200,23.47430836,18.11370577,23.45440334,0.265920569,0.203703704,334.8426915,116000000.0,110.1531493
65,125.4968505,640.2913987,0.123694874,-1.011745389,127,69,93,101,127,147,159,25.3039799,197,46,128,21.72094904,17.62772818,21.67186711,0.201630398,0.185483871,252.9831761,617000000.0,128.0224624
66,115.7731615,1038.746113,0.515966714,0.00733682,113,53,75,92,113,137,160,32.22958443,248,45,195,26.23417736,19.15465588,26.1272453,0.278385629,0.19650655,355.7758885,632000000.0,120.1755842
67,90.70808754,1593.49522,-0.106231771,-0.556624154,98,0,38,59,98,121,139,39.91860744,242,62,242,34.03474713,26.43105456,33.66508377,0.44007771,0.344444444,345.5787472,333000000.0,99.10324094
68,88.76874008,1145.763866,-0.174693269,-1.000844893,95,0,42,59,95,114,133,33.84913391,163,55,163,29.15760098,23.17413352,28.85155145,0.381318174,0.317919075,228.5694788,313000000.0,95.00343721
69,87.51604505,2737.428681,-0.000125,-0.862433746,92,0,13,42,92,127,158,52.32044228,242,85,242,43.96056152,34.4663731,43.84689191,0.597838285,0.50295858,333.5186385,355000000.0,101.963164
70,124.601574,1226.299173,-0.177218795,-0.126283665,130,22,71,102,130,147,164,35.0185547,222,45,200,27.67001532,19.97063324,27.26103775,0.28104424,0.180722892,392.3190109,126000000.0,129.4289435
71,134.4777825,1051.008076,0.130689918,0.104483033,135,56,92,113,135,155,174,32.41925471,240,42,184,25.52889688,17.7521757,25.52856538,0.241075173,0.156716418,389.42532,181000000.0,138.3303367
72,147.3939394,1000.423529,-0.049793527,-0.898794862,147,64,104,122,147,173,190,31.62947248,217,51,153,26.95410767,21.13149998,26.95405215,0.214591405,0.172881356,354.6808073,322000000.0,150.7494507
73,148.2434783,968.2564276,-0.099744083,-0.814639978,148,69,105,125,148,173,189,31.11681905,224,48,155,26.25140949,20.28257927,26.25071406,0.20990346,0.161073826,361.3452872,361000000.0,151.4740416
74,142.9232094,803.8080667,0.496919343,0.703885694,142,59,109,124,142,159,178,28.35150907,242,35,183,21.83220423,14.61916644,21.80931474,0.198368825,0.123674912,406.8946503,493000000.0,145.7081049
75,148.9940087,1148.161487,0.319910696,-0.26372754,147,69,104,125,147,171,196,33.88453167,246,46,177,27.11993461,19.44153853,27.0640886,0.227422109,0.155405405,414.7858399,386000000.0,152.7984821
76,113.7127888,1209.305569,0.133503461,-0.184936666,114,13,64,90,114,137,156,34.77507109,252,47,239,27.98431781,20.56042215,27.97583436,0.305814952,0.207048458,428.3673885,2030000000.0,118.9113279
77,114.4792145,1202.401113,0.195219945,-0.275569082,114,22,69,90,114,137,160,34.67565591,254,47,232,28.00360878,20.10792034,28.00079291,0.302899143,0.207048458,418.5663433,2020000000.0,119.6155995
78,116.3174368,1336.739837,0.460016197,0.191520603,115,22,71,88,115,140,163,36.56145288,254,52,232,29.52229897,21.6690902,29.50108786,0.314324781,0.228070175,425.14163,1430000000.0,121.9281999
79,112.5435045,1290.479286,0.245847341,-0.21498242,110,0,66,88,110,136,159,35.92324159,248,48,248,28.97211851,20.57814367,28.90293446,0.319194268,0.214285714,439.9643212,1610000000.0,118.1377149
80,114.3045452,1177.724701,0.026755781,-0.478439256,115,13,69,88,115,140,159,34.31799384,251,52,238,28.40525391,21.37009434,28.40251141,0.300232977,0.228070175,428.7811263,1740000000.0,119.3451036
81,110.7780624,1145.470628,0.29431331,0.560327894,110,13,66,90,110,132,152,33.84480209,254,42,241,26.39915204,18.23060394,26.39089129,0.305518993,0.189189189,420.8282577,2250000000.0,115.8328526
82,108.070931,1133.158988,0.402242937,0.723839324,109,13,64,86,109,129,148,33.66242695,254,43,241,26.0736238,17.93907781,26.06914999,0.311484565,0.2,410.7012224,1940000000.0,113.1922485
83,125.0441969,2162.047699,0.5021182,-0.314707318,118,0,71,90,118,155,192,46.49782467,251,65,251,38.31414224,28.07389258,38.03738853,0.37185112,0.265306122,494.2389615,776000000.0,133.4095157
84,130.5832414,1327.462842,0.728625999,0.714021263,126,0,90,105,126,150,179,36.43436347,254,45,254,28.26856827,18.84568802,28.04395722,0.279012552,0.176470588,521.6162639,1200000000.0,135.5708146
85,118.2485903,1434.834444,0.309227879,-0.311447805,115,13,71,90,115,145,170,37.87920859,254,55,241,31.04096974,23.09108593,30.96442743,0.320335393,0.234042553,448.9619162,886000000.0,124.1674819
86,118.0450216,1245.320376,0.08606438,-0.03375457,119,0,71,95,119,139,163,35.28909712,246,44,246,27.8500876,19.23957025,27.84314574,0.298946085,0.188034188,457.5707395,1680000000.0,123.2069296
87,108.6969238,895.7457953,0.391942495,0.468980993,109,0,69,88,109,127,147,29.9290126,247,39,247,23.8253414,17.32548219,23.82484862,0.275343695,0.181395349,423.3526216,1360000000.0,112.7420376
88,90.43539529,1687.889205,-0.102664602,-0.26804518,96,0,34,59,96,119,139,41.0839288,242,60,242,33.7504284,25.39519062,33.38752891,0.454290366,0.337078652,343.627714,695000000.0,99.33000517
89,101.6799861,1776.738545,-0.016826689,-0.774747965,104,0,42,66,104,135,155,42.15137655,246,69,246,35.50957552,28.09884904,35.47216205,0.414549393,0.343283582,394.6639549,940000000.0,110.070696
90,88.99059601,1798.528981,-0.193589671,-0.460074094,93,0,28,59,93,118,142,42.40906721,230,59,230,34.28477612,25.00626217,34.07116533,0.476556727,0.333333333,323.3509559,612000000.0,98.57918218
91,127.5924863,1240.031883,0.524136754,-0.457797924,122,56,86,99,122,152,178,35.21408643,250,53,194,29.39504808,22.14760137,29.17827869,0.275988716,0.211155378,389.6920338,128000000.0,132.3626626
92,128.2501756,1170.373288,0.596891591,-0.315306161,121,59,90,101,121,151,176,34.21071891,232,50,173,28.30726114,20.81918694,27.94634078,0.26674988,0.198412698,349.2909095,125000000.0,132.7346256
93,94.83858268,3252.152641,0.238810089,-0.978325891,96,0,28,38,96,141,169,57.02764804,254,103,254,49.89757063,40.82273202,49.88232721,0.60131274,0.575418994,379.1419271,112000000.0,110.6639481
94,76.86451238,2680.873348,0.53788395,-0.247520196,69,0,13,38,69,109,152,51.77715083,231,71,231,41.87773375,29.91821671,41.47198902,0.673615811,0.482993197,280.9537957,163000000.0,92.67700153
95,86.32656642,1025.925685,1.251437359,1.193998508,77,42,56,61,77,101,135,32.0300747,216,40,174,24.66503257,16.46671184,23.88822055,0.371033808,0.24691358,237.2712406,67700000.0,92.0771511
96,146.0856591,815.5514861,0.650981584,-0.609644006,138,99,114,124,138,167,191,28.55786207,246,43,147,23.9580881,18.40095325,23.19968036,0.195487102,0.147766323,337.7291096,929000000.0,148.8508357
97,90.70188786,2504.039334,0.179926792,-0.713700612,88,0,22,53,88,130,155,50.04037704,224,77,224,42.33697085,33.07230898,42.2902226,0.551701604,0.420765027,320.8456607,76200000.0,103.5899213
98,92.43068182,2598.060536,0.301863575,-0.608337934,85,0,22,56,85,131,160,50.97117358,242,75,242,42.79730178,33.38947019,42.55625,0.551452965,0.401069519,351.7185547,78400000.0,105.5532637
99,135.2159287,1066.544686,0.169829649,-0.3047482,132,56,95,112,132,160,178,32.65799575,250,48,194,26.92338778,20.02318798,26.79064327,0.241524768,0.176470588,412.7350338,347000000.0,139.1038895
100,63.22976844,3264.146061,0.517226048,-0.663718426,61,0,0,0,61,104,145,57.1327057,239,104,239,48.13560891,40.78118704,48.06827405,0.903572907,1.0,239.7510649,122000000.0,85.21824733
101,128.2815145,1281.811736,0.282450951,0.384230459,127,13,83,104,127,151,173,35.80239846,248,47,235,27.85597451,19.25888694,27.84374285,0.279092421,0.184313725,474.4963878,310000000.0,133.1839281
102,126.7951269,1122.879956,0.778686829,0.816556464,121,34,90,104,121,146,173,33.50940101,253,42,219,26.12773224,17.97717556,25.74256921,0.264279881,0.168,436.2456288,270000000.0,131.1483289
103,135.0151427,1355.563997,0.543253408,0.49156144,130,22,93,110,130,156,187,36.81798469,254,46,232,28.38600903,18.81135646,28.05819216,0.272695225,0.172932331,492.0895437,338000000.0,139.9451777
104,140.6064171,676.1240926,0.920861254,0.31839575,134,71,113,121,134,154,184,26.00238629,250,33,179,20.63757445,14.27393516,19.88872552,0.184930296,0.12,396.0001506,779000000.0,142.9905193
105,129.0026863,500.666099,0.735227824,-0.040436204,124,90,104,110,124,146,163,22.37556924,242,36,152,18.80757167,14.68619644,18.35982916,0.173450413,0.140625,308.3102413,887000000.0,130.9288325
106,133.9843513,540.1598749,0.804629741,0.032920668,129,90,108,115,129,148,170,23.24133978,242,33,152,18.95715099,14.03796468,18.43560878,0.173463091,0.125475285,320.1731337,926000000.0,135.9851693
107,141.2538858,894.3611197,0.293646154,-1.149158793,135,83,105,114,135,168,184,29.90587099,242,54,159,26.47072167,22.10428974,26.16293124,0.211717156,0.191489362,352.9920392,959000000.0,144.3849763
108,168.7023773,713.1844474,0.44527132,-0.943752373,163,126,138,145,163,195,203,26.70551343,242,50,116,23.36403383,19.24134183,22.9453535,0.158299568,0.147058824,307.4949058,283000000.0,170.8030344
109,104.7600831,2375.620751,0.393148917,-0.639095665,101,0,46,64,101,140,176,48.74034008,254,76,254,40.59954089,31.15660573,40.51015228,0.465256791,0.37254902,419.3150121,289000000.0,115.5434799
110,96.226025,1872.385738,0.070888147,-0.126942269,96,0,42,66,96,127,152,43.27107276,246,61,246,34.74993044,24.68229807,34.745975,0.449681599,0.316062176,373.6887984,445000000.0,105.5075051
111,97.18438214,1836.190963,0.511380485,0.195068951,95,13,42,64,95,125,153,42.85079886,254,61,241,34.32985041,25.24901388,34.26208127,0.440922686,0.322751323,369.484716,405000000.0,106.212029
112,95.32626361,1106.005152,0.746893064,-0.123112751,90,42,59,66,90,117,145,33.25665575,218,51,176,27.72445025,21.47212611,27.44811391,0.348871911,0.278688525,264.8860006,547000000.0,100.9608919
113,104.342973,2267.034352,0.390293688,-0.478069287,102,0,46,64,102,138,171,47.61338416,254,74,254,39.39998875,29.78312682,39.36540541,0.456316154,0.366336634,417.6240541,292000000.0,114.6930266
114,110.8567994,2385.087785,0.545265911,-0.428364282,105,0,53,71,105,143,187,48.83736054,254,72,254,39.95303133,29.89282111,39.62463265,0.440544566,0.336448598,442.3093942,330000000.0,121.1375984
115,125.9300071,1138.037724,0.481796475,-0.553676259,118,56,86,101,118,149,175,33.73481472,224,48,168,28.11329097,20.84093332,27.56079829,0.267885435,0.192,333.1070741,119000000.0,130.370259
116,132.6285345,893.0653438,0.029250878,-0.09577069,136,61,92,110,136,152,168,29.8841989,242,42,181,24.1418653,17.35123121,24.00747267,0.225322545,0.160305344,376.4599778,401000000.0,135.9536447
117,92.94316608,1175.145087,-0.537451427,0.237260572,99,0,46,71,99,119,131,34.28038924,242,48,242,27.84061467,20.46282816,27.40236497,0.368831735,0.252631579,354.6842309,737000000.0,99.06350089
118,105.4210897,1112.911595,0.233512963,0.002759833,104,0,64,81,104,129,149,33.36032966,242,48,242,26.99422302,19.63826276,26.97560288,0.316448348,0.228571429,401.2657685,868000000.0,110.5735852
119,114.5932864,1379.715737,-0.037613095,-0.579665555,115,0,64,86,115,143,161,37.14452499,232,57,232,30.80003301,23.39002931,30.79089007,0.324142244,0.248908297,418.9453452,763000000.0,120.463011
120,115.018477,1498.872162,-0.060659956,-0.588732192,117,0,61,86,117,144,163,38.7152704,236,58,236,31.90054203,23.59689989,31.88922937,0.336600444,0.252173913,427.7384314,807000000.0,121.3594751
121,110.9190088,1250.591864,0.026183874,-0.214379794,112,0,59,88,112,132,157,35.36370829,224,44,224,27.67729496,19.76096686,27.65680223,0.318824597,0.2,391.7020647,738000000.0,116.4200085
