CaseID,Feature__GLCM_JointMaximum(IBSI:GYBY),Feature__GLCM_JointAverage(IBSI:60VM),Feature__GLCM_JointVariance(IBSI:UR99),Feature__GLCM_JointEntropyLog2(IBSI:TU9B),Feature__GLCM_JointEntropyLog10(IBSI:No),Feature__GLCM_DifferenceAverage(IBSI:TF7R),Feature__GLCM_DifferenceVariance(IBSI:D3YU),Feature__GLCM_DifferenceEntropy(IBSI:NTRS),Feature__GLCM_SumAverage(IBSI:ZGXS),Feature__GLCM_SumVariance(IBSI:OEEB),Feature__GLCM_SumEntropy(IBSI:P6QZ),Feature__GLCM_AngularSecondMoment(IBSI:8ZQL),Feature__GLCM_Contrast(IBSI:ACUI),Feature__GLCM_Dissimilarity(IBSI:8S9J),Feature__GLCM_InverseDifference(IBSI:IB1Z),Feature__GLCM_NormalisedInverseDifference(IBSI:NDRX),Feature__GLCM_InverseDifferenceMoment(IBSI:WF0Z),Feature__GLCM_NormalisedInverseDifferenceMoment(IBSI:1QCO),Feature__GLCM_InverseVariance(IBSI:E8JP),Feature__GLCM_Correlation(IBSI:NI2N),Feature__GLCM_Autocorrelation(IBSI:QWB0),Feature__GLCM_ClusterTendency(IBSI:DG8W),Feature__GLCM_ClusterShade(IBSI:7NFM),Feature__GLCM_ClusterProminence(IBSI:AE86)
19,0.144670204,27.65717935,342.7847351,7.665097709,2.30742433,0.94769999,2.570099442,7.580775277,55.3143587,1367.670706,7.521541292,0.025257221,3.468234714,0.94769999,0.710624971,0.98594841,0.681436133,0.999179012,0.299285588,0.994941089,1105.970187,1367.670706,2604.511904,3458341.823
20,0.025666608,29.72995321,102.2424509,8.151881582,2.453960877,1.453602331,4.32460869,8.139036108,59.45990641,402.532235,8.142086726,0.007133558,6.437568427,1.453602331,0.604117107,0.978692441,0.56314556,0.998460731,0.376907048,0.968518123,982.8937842,402.532235,3510.142263,489888.0723
21,0.030991986,29.16252327,213.9851968,8.574938079,2.581313573,1.597185122,6.314215405,8.492216594,58.32504654,847.0755715,8.497587463,0.005227814,8.86521572,1.597185122,0.599543975,0.976898003,0.55569827,0.997933312,0.348187237,0.979285446,1060.005353,847.0755715,2791.582389,1410802.391
22,0.051694207,23.74272916,241.4347654,7.93417916,2.388425918,1.17207827,2.22472371,7.903700324,47.48545833,962.1405706,7.885967564,0.010475833,3.598491181,1.17207827,0.639978232,0.982506379,0.599049413,0.999127834,0.336987769,0.992547695,803.3527079,962.1405706,13921.96212,1978062.798
23,0.026710146,25.22898427,96.80676664,7.603249069,2.288806034,0.960077781,2.254409761,7.597568394,50.45796853,384.0509075,7.593784282,0.009067809,3.176159106,0.960077781,0.671063914,0.985651849,0.641184081,0.999303699,0.385501741,0.983595366,731.7203342,384.0509075,3577.921341,610427.6196
24,0.023831584,24.3165658,118.3318319,7.992621569,2.406018836,1.227503267,2.318535086,7.986757418,48.6331316,469.5020284,7.975308654,0.00723351,3.825299356,1.227503267,0.62048605,0.981688915,0.58040966,0.999074117,0.378825299,0.983836558,707.7145547,469.5020284,7070.609316,883805.6002
25,0.045491932,20.89782079,109.1354671,7.327717869,2.205862878,0.839908698,1.237189614,7.301150341,41.79564159,434.5992323,7.297953628,0.011485123,1.942636235,0.839908698,0.699445852,0.987326556,0.672964983,0.999527773,0.36330643,0.991099886,544.8830629,434.5992323,5658.721007,856516.5574
26,0.032750227,24.71569448,143.1376771,8.147485636,2.452637566,1.29737113,2.508635041,8.121345786,49.43138896,568.3589013,8.104437385,0.00643942,4.19180689,1.29737113,0.612691899,0.980680772,0.56975904,0.998985031,0.362464217,0.98535743,751.9073273,568.3589013,4987.526343,1125735.269
27,0.032673876,30.3931932,97.1729463,7.591562399,2.285287996,0.904934047,2.20916206,7.583439366,60.78638641,385.6637175,7.574352543,0.009640532,3.028067689,0.904934047,0.684707993,0.986469101,0.657347623,0.999357462,0.381808027,0.984419184,1019.405106,385.6637175,1312.442732,565174.3485
28,0.031634168,30.15682361,98.3730454,7.539820993,2.269712281,0.847577968,1.641326328,7.525872224,60.31364722,391.1324669,7.509312757,0.00963556,2.359714739,0.847577968,0.690045489,0.987253408,0.664704556,0.999473342,0.394187677,0.988006294,1006.627198,391.1324669,1509.363351,588362.5378
29,0.039657706,27.7238606,120.8472657,8.007660731,2.410546075,1.2912897,2.280736979,8.003004043,55.44772121,479.4408969,8.002555879,0.008849818,3.948166069,1.2912897,0.606426585,0.980725749,0.562536805,0.999042308,0.371169754,0.983664645,887.4856295,479.4408969,6577.648473,654365.7057
30,0.026223583,27.34565193,103.0028141,8.288920449,2.495213687,1.516332837,3.015059068,8.27736655,54.69130387,406.696932,8.27804824,0.006002511,5.314324339,1.516332837,0.570096834,0.977510321,0.520994479,0.998713224,0.377433603,0.974203014,848.1303316,406.696932,3975.55419,510869.0924
31,0.040137714,23.78243155,126.6999858,8.155535813,2.455060911,1.452239712,3.20644188,8.149766673,47.56486309,501.4845013,8.149479165,0.007964758,5.31544206,1.452239712,0.592070981,0.978504008,0.546410506,0.998715858,0.363539076,0.97902351,689.646315,501.4845013,8966.778123,706688.2203
32,0.033167482,24.04256053,123.2309701,7.860196197,2.366154827,1.112639937,2.586942486,7.841346084,48.08512107,489.0989704,7.830226144,0.007466713,3.824910116,1.112639937,0.637534792,0.983440237,0.603416384,0.999103654,0.407267781,0.984480727,699.3632321,489.0989704,5891.772276,779408.439
33,0.03681102,22.9288582,175.9396063,8.223849653,2.475625425,1.43379191,3.78611218,8.175544946,45.8577164,697.9165539,8.166811666,0.007167081,5.84187142,1.43379191,0.600267587,0.978882915,0.556220524,0.998600774,0.364731343,0.983398077,698.7512089,697.9165539,13512.20858,1425385.617
34,0.066909626,26.30600045,194.4218524,7.997345676,2.407440934,1.315878648,6.658924046,7.974505367,52.6120009,769.2969488,7.984063153,0.009092219,8.390460663,1.315878648,0.61704763,0.981005744,0.577651024,0.99822871,0.394512682,0.978422023,882.2322816,769.2969488,-1982.911437,1306188.608
35,0.014276522,31.75229229,174.3799463,8.63052238,2.598046115,1.617751146,2.443003484,8.59148187,63.50458457,692.4596629,8.591885047,0.003697472,5.060122255,1.617751146,0.531083556,0.975883617,0.472366644,0.998770939,0.377996326,0.9854911,1180.057951,692.4596629,992.7765742,1000347.281
36,0.029175569,28.41321005,151.893871,8.383621137,2.523721434,1.448611213,2.775245437,8.373269214,56.8264201,602.7017642,8.371059284,0.005175318,4.873719885,1.448611213,0.567568233,0.978466372,0.520529654,0.998821025,0.413799717,0.983956825,956.7675164,602.7017642,-3457.270091,880160.6782
37,0.362799921,19.16740036,292.4968234,6.69858854,2.016476079,1.675193337,6.505248203,6.657719767,38.33480071,1160.675773,6.65180165,0.133356918,9.31152092,1.675193337,0.652509872,0.975856657,0.607567657,0.997767199,0.19318636,0.984082697,655.2302994,1160.675773,15121.05077,2740226.913
38,0.319340008,17.28333262,298.6901003,7.153038359,2.153279106,2.070897607,13.07889051,7.076400983,34.56666523,1177.392894,7.044383592,0.10403575,17.36750741,2.070897607,0.623024723,0.971028097,0.572658805,0.996216581,0.177114656,0.970927213,588.719933,1177.392894,36438.32367,3992307.965
39,0.026190399,30.45406956,180.3734941,8.680832001,2.61319082,1.699750413,3.441307837,8.670032448,60.90813912,715.1635171,8.66922774,0.0044183,6.330459304,1.699750413,0.535353942,0.974865761,0.479302277,0.998470002,0.375853971,0.982451803,1104.658617,715.1635171,3925.174164,1041990.239
40,0.016727211,27.01543888,194.4618086,8.707772283,2.621300653,1.755554617,3.870676462,8.603968191,54.03087776,770.894586,8.583194897,0.003946995,6.952648475,1.755554617,0.5366085,0.974127481,0.479362152,0.998320626,0.355556482,0.982123357,920.8194222,770.894586,8039.210715,1533816.181
41,0.02875134,23.89580282,184.1891452,7.936858626,2.389232518,1.196389472,3.358340104,7.894953972,47.79160564,731.966893,7.905339559,0.007735231,4.789687873,1.196389472,0.632914555,0.982300416,0.594432512,0.9989164,0.371106884,0.986997909,752.8036936,731.966893,9270.91177,1321100.75
42,0.042453927,25.30332736,205.8913762,8.572097762,2.580458552,1.68120562,4.067433366,8.540596731,50.60665472,816.6716193,8.530431241,0.006140763,6.893885704,1.68120562,0.573432227,0.975276764,0.520760375,0.998334043,0.313385873,0.98325844,842.7028088,816.6716193,6232.309469,1570232.29
43,0.235061682,23.32650394,274.8888059,6.940903678,2.089420204,1.068060547,2.146127707,6.928273813,46.65300789,1096.268343,6.920263178,0.058857865,3.286881038,1.068060547,0.684588884,0.984066062,0.647623986,0.999201571,0.276185163,0.994021435,817.3711517,1096.268343,-1917.306408,2133080.244
44,0.019904919,26.66003169,151.5726563,8.294871257,2.497005059,1.298327516,2.20928538,8.27332518,53.32006339,602.3956856,8.268689369,0.005511262,3.894939718,1.298327516,0.60193437,0.980606451,0.558736931,0.999054309,0.384602536,0.987151575,860.3824764,602.3956856,2774.336342,863992.42
45,0.049725236,23.67578853,82.38950966,7.502615747,2.258512386,1.006937468,1.696361372,7.50088957,47.35157705,326.8477542,7.501654332,0.011013473,2.710284436,1.006937468,0.667570809,0.984889723,0.634558513,0.999341995,0.359271507,0.983552005,641.5773297,326.8477542,3198.614748,336772.7181
46,0.040722338,25.09528173,78.21436194,7.217310339,2.1726269,0.772212016,1.370036032,7.210720823,50.19056346,310.8911003,7.210162133,0.012933999,1.96634743,0.772212016,0.725143858,0.988383071,0.703447182,0.999524084,0.35041815,0.987429755,707.0043534,310.8911003,2083.994226,326944.5361
47,0.035689344,23.76631908,73.59403381,7.475652878,2.250395753,1.083886815,3.605008758,7.44606094,47.53263817,289.5963158,7.466102637,0.010662014,4.779819386,1.083886815,0.655655371,0.984010402,0.622334603,0.998960621,0.378250354,0.967525768,636.042047,289.5963158,3025.64165,299289.7277
48,0.039823963,23.06687481,98.44914454,7.76165206,2.336490086,1.191467064,3.912857812,7.739203745,46.13374961,388.4641266,7.754921366,0.009302381,5.332451576,1.191467064,0.64718845,0.982466262,0.610374831,0.998818701,0.351644898,0.972917735,627.8636321,388.4641266,4579.236834,499332.954
49,0.026512286,26.85371317,105.644809,7.865859678,2.367859705,1.093484657,2.569605989,7.854568837,53.70742634,418.8139215,7.86081144,0.007551022,3.765314685,1.093484657,0.652738509,0.98372336,0.618109129,0.999130439,0.369034239,0.982179367,824.8840628,418.8139215,2374.345158,468324.8307
50,0.437187279,14.92308915,244.0380205,5.629551579,1.694663887,0.875635032,6.021925598,5.617807395,29.8461783,969.3634196,5.614439442,0.19295495,6.788662308,0.875635032,0.768134763,0.987497378,0.742032899,0.998712561,0.208320247,0.986090974,463.342279,969.3634196,21000.3395,2081542.236
51,0.229206774,19.82935744,283.2119737,7.52948185,2.266599889,1.858932507,8.572103534,7.50271634,39.65871488,1120.820161,7.487985157,0.057604427,12.0277336,1.858932507,0.631705629,0.973511158,0.585368815,0.99714796,0.210904406,0.978765492,670.4015234,1120.820161,18092.39506,2654215.633
52,0.054697471,26.55269048,173.3662189,8.109062656,2.441071096,1.548066074,4.68242079,8.09336845,53.10538096,686.3859463,8.090410292,0.010322342,7.078929358,1.548066074,0.603529832,0.977361822,0.55972227,0.998305935,0.337865428,0.979583885,874.8721259,686.3859463,3879.70932,980854.4304
53,0.018589851,32.8787016,139.4417657,8.264977608,2.488006174,1.253330491,1.872350207,8.259889442,65.75740321,554.3238754,8.260451348,0.005253618,3.443187528,1.253330491,0.59764413,0.981209826,0.554588064,0.999163443,0.404942668,0.987653672,1218.729191,554.3238754,-1046.079876,716712.8607
54,0.03539564,27.30051692,136.8607149,7.538625336,2.269352352,0.757875964,0.942678173,7.536886095,54.60103384,545.9258053,7.535510222,0.008790333,1.51705415,0.757875964,0.711021307,0.98851307,0.689269177,0.999630598,0.38553262,0.994457671,881.4204119,545.9258053,72.22702506,599990.8942
55,0.049869953,24.07990913,108.3372615,7.132798174,2.147186203,0.722411911,3.872071453,7.098065331,48.15981826,428.9550956,7.123979521,0.012097852,4.393950422,0.722411911,0.734491419,0.989445133,0.717501285,0.999195966,0.382121764,0.979720964,685.9823099,428.9550956,325.0229224,374486.0004
56,0.045031513,30.9318898,65.56244435,7.114850153,2.141783311,0.884955927,2.40973973,7.113400708,61.8637796,259.0568907,7.113776992,0.012767224,3.192886724,0.884955927,0.695752102,0.986856995,0.672675325,0.999245929,0.395999941,0.975650033,1020.747808,259.0568907,1688.112383,180148.7735
57,0.031366781,26.91399833,85.39809735,7.091743411,2.134827488,0.669245611,1.531338194,7.090013121,53.82799667,339.6131615,7.087430307,0.011948305,1.979227883,0.669245611,0.741579262,0.98995116,0.726002677,0.999556886,0.377865923,0.988411757,808.7717897,339.6131615,-264.1149195,309063.7685
58,0.027307762,23.81043765,112.6986013,7.438074067,2.239083404,0.775655438,1.75781547,7.419058862,47.62087529,448.4349482,7.432497342,0.008767495,2.359456828,0.775655438,0.707488726,0.988363341,0.686510271,0.999475438,0.39998105,0.989532005,678.4558137,448.4349482,129.7823242,408623.0116
59,0.021148981,29.18086372,118.2399074,8.154407768,2.454721335,1.211919827,2.165434949,8.150178718,58.36172744,469.3254452,8.151494158,0.005647429,3.634184617,1.211919827,0.614336123,0.981888952,0.57493663,0.999120914,0.401724888,0.984632157,967.9456225,469.3254452,1369.09225,521233.4532
60,0.023483355,28.15768193,111.8457239,8.069622315,2.429198371,1.223792743,3.519504048,8.050119041,56.31536387,442.3657227,8.063902659,0.006179618,5.017172727,1.223792743,0.620130371,0.981919287,0.582107757,0.998857012,0.401983435,0.977571012,902.1921893,442.3657227,1463.514052,476693.9554
61,0.03342728,22.91649185,104.1696899,7.372445374,2.219327199,0.763044995,1.757746034,7.354296661,45.8329837,414.3387759,7.367149889,0.009420324,2.339983698,0.763044995,0.711039608,0.988551766,0.690277408,0.999486026,0.395612917,0.988768404,628.1652966,414.3387759,-203.6394737,388484.3301
62,0.019767316,33.25482177,139.8020083,8.181911761,2.463000862,1.165187216,1.707016293,8.176851444,66.50964354,556.1433556,8.175941565,0.005643989,3.064677542,1.165187216,0.614987239,0.982501226,0.575948932,0.999255184,0.409955754,0.989039222,1244.15284,556.1433556,-1147.078886,731384.3551
63,0.030882951,24.68506447,113.4358908,7.394707192,2.226028674,0.922649092,4.983287942,7.356773019,49.37012894,447.9089941,7.38369252,0.009436822,5.834569289,0.922649092,0.692191526,0.986622991,0.666395049,0.998821426,0.386103755,0.974282525,719.871014,447.9089941,2864.701316,481520.4982
64,0.029105149,21.05365931,81.469656,7.401225509,2.227990883,1.077419696,7.532239773,7.369949502,42.10731862,317.185551,7.398641846,0.009563209,8.693072975,1.077419696,0.664438912,0.984630503,0.635019696,0.99834722,0.402479495,0.9466484,520.3796899,317.185551,115.8780627,230860.6971
65,0.028654274,28.88680256,160.1335582,8.232798265,2.478319226,1.235113706,1.823407962,8.228643389,57.77360512,637.1853189,8.227643253,0.005570172,3.34891383,1.235113706,0.601790652,0.981473685,0.559197226,0.999186152,0.401792661,0.989543373,992.9064635,637.1853189,2102.806127,803472.9996
66,0.028381201,21.0632765,112.1942559,7.689934487,2.314900945,0.928212594,1.391469827,7.682525219,42.126553,446.5239752,7.681782605,0.008614953,2.253048447,0.928212594,0.675719783,0.986017962,0.646941982,0.999452299,0.385637253,0.989959163,554.7293485,446.5239752,4792.627655,597863.3777
67,0.031039738,24.42514405,110.7858634,6.995655321,2.105902091,0.696985242,3.26870397,6.972017936,48.85028809,439.3889614,6.988329386,0.011751664,3.754492398,0.696985242,0.74512873,0.989787828,0.729343903,0.999231274,0.370040559,0.983055183,705.4962789,439.3889614,-1138.314138,441954.6935
68,0.034111742,35.20796959,177.0701744,7.262637545,2.186271749,0.768187109,0.911874598,7.249457426,70.41593918,706.7787115,7.228922297,0.010341027,1.501986032,0.768187109,0.711885859,0.988349899,0.684664463,0.999634046,0.342603348,0.995758783,1415.920304,706.7787115,-3114.7996,995042.5862
69,0.075733668,23.5808251,188.8846485,7.440512205,2.239817357,0.918854151,3.949358427,7.415604216,47.1616502,750.7449428,7.433238245,0.012249846,4.793651379,0.918854151,0.693910415,0.986527199,0.665385753,0.999012505,0.357507551,0.987310638,742.5431352,750.7449428,143.5747382,1172578.174
70,0.025607934,33.25575669,126.5980683,8.237710723,2.479798023,1.429391387,2.78692449,8.214947867,66.51151338,501.5621891,8.207975124,0.006553407,4.830084228,1.429391387,0.583219843,0.978762365,0.538398505,0.998829452,0.393498747,0.980923547,1230.128379,501.5621891,-1999.482205,719220.0804
71,0.016053134,27.72932856,127.8209261,8.461282664,2.547099884,1.572346662,3.380209237,8.437120433,55.45865713,505.4312212,8.439591668,0.004969251,5.852483261,1.572346662,0.558252111,0.976742359,0.507674773,0.998588504,0.387054652,0.977106709,893.8103471,505.4312212,1385.342649,788321.4774
72,0.012811134,35.33378535,175.6497079,8.976568216,2.702216291,1.963386564,4.407366745,8.954575224,70.6675707,694.3365779,8.940267398,0.003115296,8.262253546,1.963386564,0.509112376,0.971168708,0.447490802,0.998005787,0.348774708,0.976480879,1419.994968,694.3365779,-911.6482782,1006582.63
73,0.016301031,33.1455128,166.120645,8.850956079,2.66440327,1.872884078,4.545673039,8.83925008,66.2910256,656.4292122,8.837956195,0.003648759,8.053367809,1.872884078,0.524292769,0.972520815,0.465268866,0.998063609,0.351712006,0.975760485,1260.71898,656.4292122,-1723.178252,937211.9701
74,0.019259614,29.82462557,98.65275901,8.332283797,2.508267355,1.763765407,9.566772179,8.216258256,59.64925114,381.9333955,8.301403873,0.006080088,12.67764059,1.763765407,0.572742519,0.974876373,0.526144828,0.997252852,0.37020009,0.935746143,981.822229,381.9333955,3040.273253,497918.3154
75,0.019630662,29.40686154,151.5162923,8.808744511,2.651696322,1.896104493,6.65553041,8.796822383,58.81372309,595.8144266,8.764319265,0.00421294,10.25074266,1.896104493,0.544079953,0.972537284,0.490809721,0.997606368,0.352186316,0.966172804,1011.154427,595.8144266,4363.483058,949751.4168
76,0.02489567,27.42704935,87.32085552,7.57559338,2.280480842,0.930974759,1.509992365,7.570024683,54.8540987,346.9067157,7.567374782,0.008733387,2.376706367,0.930974759,0.678166143,0.98599982,0.649934128,0.999423263,0.383732545,0.986390958,838.3755383,346.9067157,767.8581355,337203.5896
77,0.026111883,25.99934245,91.47433908,7.505660269,2.259428878,0.847263344,1.292989086,7.500221844,51.9986849,363.8865121,7.500202397,0.009067296,2.01084426,0.847263344,0.696095537,0.987225536,0.671105614,0.999511724,0.380678663,0.989008698,766.4347247,363.8865121,1277.214284,360770.618
78,0.020610131,26.49828596,101.5948875,8.171732355,2.459936555,1.389174345,3.331454985,8.153882305,52.99657192,401.1182896,8.150601638,0.006229414,5.261260347,1.389174345,0.597824468,0.9794561,0.555374814,0.998742261,0.387821915,0.974106668,801.1234161,401.1182896,3608.376509,511134.8214
79,0.022852968,29.51324639,86.36680887,7.966487598,2.398151727,1.245732106,2.329858677,7.964386587,59.02649278,341.5855283,7.964667684,0.006741129,3.881707157,1.245732106,0.613706171,0.981416024,0.573904953,0.999061277,0.393138496,0.977527784,955.4576678,341.5855283,1387.145419,323467.0931
80,0.020944212,27.72235389,85.60335555,7.85070082,2.363296434,1.140286855,2.383729388,7.849424512,55.44470777,338.7294387,7.848562654,0.006728154,3.6839835,1.140286855,0.62600124,0.982977907,0.589346753,0.999145438,0.408954453,0.978482248,852.2902688,338.7294387,-17.1025995,284627.1862
81,0.028321748,26.42040062,81.13321946,7.531723546,2.267274706,0.957633506,1.904958036,7.522936078,52.84080124,321.7108579,7.519551891,0.010033364,2.822019968,0.957633506,0.681829522,0.985675455,0.654171427,0.999318072,0.375432531,0.982608727,777.7597784,321.7108579,1573.388732,365898.4349
82,0.032654169,25.69989255,80.22473933,7.414501205,2.231987266,0.910171234,2.398652678,7.408339931,51.39978511,317.671893,7.404150255,0.011031872,3.227064353,0.910171234,0.697996715,0.986459718,0.672822634,0.999262927,0.366096302,0.979887349,739.0956845,317.671893,2110.422886,369570.6521
83,0.026997029,32.37902209,139.553276,8.440626806,2.540881851,1.533754957,4.862612323,8.423161846,64.75804419,550.9980876,8.38772453,0.005522415,7.215016591,1.533754957,0.592762593,0.977576243,0.548503175,0.998305241,0.364494566,0.974149598,1184.34684,550.9980876,6636.730678,807910.2956
84,0.029220191,33.37082686,84.33169961,7.800257561,2.3481115,1.181047947,3.131659932,7.760084649,66.74165372,332.8002643,7.741236143,0.008511167,4.526534185,1.181047947,0.635926586,0.982509891,0.600677925,0.998954052,0.390166355,0.973162321,1195.680518,332.8002643,4288.566894,403490.9381
85,0.022473042,28.3962215,101.7340136,7.97027342,2.399291373,1.175303743,2.895402323,7.962676545,56.792443,402.6593132,7.961484704,0.006913405,4.276741212,1.175303743,0.632916747,0.982554258,0.596380113,0.999004527,0.388393573,0.97898077,905.9410384,402.6593132,2399.019951,431442.0872
86,0.02089609,31.18428354,84.89670039,8.219337904,2.474267254,1.562869464,4.71926936,8.217836345,62.36856708,332.4249712,8.218001929,0.006028698,7.161830322,1.562869464,0.57497754,0.97710933,0.527938059,0.99831834,0.3818141,0.957820326,1053.775325,332.4249712,449.865297,329232.5583
87,0.035479851,28.63167535,60.87016539,7.254144336,2.183715038,0.937601648,3.237920006,7.252865726,57.26335071,239.3636447,7.245304424,0.011636678,4.117016858,0.937601648,0.684652082,0.986149746,0.658008681,0.999118152,0.386003049,0.966181981,878.5844905,239.3636447,1208.07799,183685.4976
