CaseID,Feature__0,Feature__1,Feature__2,Feature__3,Feature__4,Feature__5,Feature__6,Feature__7,Feature__8
46,134149,162702,139613,441.13777567816857,396.9777941547532,0.4361060853786856,462.7580361268727,1464.999133448223,0.9608632433942398
47,38750,48642,39131,246.80843446940912,200.47181023213577,0.5833001077230904,251.43189932862538,746.3401871576773,0.9902634739720426
48,53498,70149,53968,353.5319784283899,193.01796502268323,0.8378045219497969,351.31894341182345,933.7371567773473,0.9912911354876964
49,125427,157624,128434,508.8279131432431,318.6781136305366,0.77958341439109,529.5280917949491,1438.6732316404182,0.9765871965367426
50,30233,43254,30679,262.4401019529003,147.732347900045,0.8265125145213852,272.3820845797315,701.1686142824235,0.9854623683953193
51,5997,7552,6210,136.06298421815364,56.83664577999938,0.9085744037963921,128.87590930814028,328.06601717798213,0.9657004830917875
52,8215,11730,8594,163.80328788360788,66.30469565533703,0.9144130198124434,172.45579143653018,414.97770542341357,0.9558994647428438
53,11388,14606,12129,134.82711250348208,111.95012518823636,0.5572816350949912,149.4824404403407,444.3624817342638,0.9389067524115756
54,64158,96220,71821,344.5601405453888,262.80662973484124,0.6467161163863897,370.3687351815755,1126.6904755831213,0.8933041867977333
55,60477,89040,64228,320.28711411705046,253.68051645510022,0.6104679371433037,343.1180554852805,1037.6194077712557,0.941598679703556
56,68115,84105,69544,328.57222455319106,269.08887279761035,0.5738446828226575,344.5765517268986,1013.2935059634514,0.979451857816634
57,154623,216692,163905,498.42291786584866,407.3649931247377,0.576201163498049,504.5047076093542,1652.1017305526643,0.9433696348494555
58,66036,87568,72641,454.0480466821685,192.27856722787544,0.9059072027007506,425.54083235337123,1179.9453095790604,0.909073388306879
59,29995,41748,34266,246.87145386909512,171.09723832297485,0.7208779239742483,252.96047122030745,812.0386719675123,0.8753574972275725
60,29997,41748,34350,246.90907220568707,171.08967662606264,0.7210088613987067,252.96047122030745,814.4528855298854,0.8732751091703057
61,64331,93096,71967,466.7387277570943,186.44131548003062,0.9167526197401541,445.9820624195552,1199.9453095790604,0.8938958133589006
62,11655,14338,12330,140.10824114919868,109.48271528757721,0.624011392675938,154.76756766196203,446.8772003600252,0.9452554744525548
63,14282,18848,14491,151.7032502148929,120.41490379440472,0.608240281133222,154.69324484281788,456.6173157302028,0.9855772548478365
64,6149,8091,6256,93.13108938933595,84.35322809296864,0.4238182621477874,96.38464608017192,296.2497833620557,0.9828964194373402
65,27279,34569,27747,211.9011282246979,165.01911189840703,0.6273278978144483,220.22942582679545,640.3574311003804,0.983133311709374
66,31422,40470,32702,214.81320276207472,191.40613883341422,0.4539340902725573,231.2055362658948,714.7422074112307,0.9608586630787108
67,23479,31000,23796,196.38716250428928,152.77565801080436,0.6283497342867769,204.97072961767003,588.842712474619,0.9866784333501429
68,24276,31717,24661,194.11653998393038,159.3616649806245,0.5709875570766966,199.9124808509964,595.5706345359769,0.9843883054215158
69,20752,31257,22034,208.07884711143413,128.6133913894015,0.7861000226220876,212.92486937884922,596.0559159102154,0.9418171916129617
70,4415,6105,4519,108.7008212004661,52.560710808098484,0.8753247265086,111.22050170719426,279.3797256769669,0.9769860588625802
71,5416,7860,5520,128.0273381689567,54.19788761546396,0.9059752855912996,134.61797799699713,318.2497833620557,0.981159420289855
72,9123,12342,9688,117.58753567293402,102.04115779169308,0.49693302525064764,127.12985487288185,387.50461735799473,0.9416804293971924
73,10179,13803,10970,123.61599064849317,110.83222158301895,0.44287204483330594,133.15404612703287,417.6467529817257,0.927894257064722
74,14836,20832,15072,165.00786548937361,115.37301749247632,0.7149289792061257,170.1558109498468,473.9726547895302,0.9843418259023354
75,10151,14476,10437,148.40621863630244,88.02779814784903,0.8050887436351465,157.08914666519772,409.9898987322333,0.9725974897001054
76,108230,137128,113200,489.2642001129458,288.1194486213617,0.8082181778109766,495.8709509539755,1374.6143571373725,0.956095406360424
77,105621,135140,108980,463.2052102532631,295.6461174135505,0.7698195101359157,474.5366160793074,1329.7442994522837,0.9691778307946413
78,69174,91512,72691,378.8400365426156,245.85899512004084,0.7608068451950506,382.5388869121674,1113.2173875177025,0.9516171190381203
79,85435,109725,89727,392.39394026928125,286.0481383300217,0.6845328138312295,385.1571108002551,1217.543289325507,0.9521660146890011
80,93959,116801,97002,431.96558678201836,279.68326069896034,0.7620938846985561,435.50660155731276,1246.1879502661795,0.9686295127935507
81,84585,160866,92745,508.43565491274535,230.4349173404415,0.891396984130493,536.478331342469,1352.8225099390856,0.9120168203137635
82,78515,145350,84044,492.27280886356976,217.27154299645974,0.8973281090279189,499.7059135131382,1275.7514421272201,0.9342130312693351
83,30863,39655,31383,390.39236320115486,100.96166081138058,0.9659802438824278,387.2841334214455,872.0731598529185,0.9834305197081222
84,45324,60620,45883,440.55812338826325,131.12497124340234,0.9546801266699797,435.54333883093653,1011.9554108468271,0.987816838480483
85,36668,53460,37529,324.8466172198157,145.37786731518577,0.8942700576902763,333.54160160315837,829.6955262170047,0.9770577420128435
86,84818,105600,87590,352.3478480458868,311.7496893007406,0.46601240784116166,379.63798545456433,1161.5777772109132,0.9683525516611485
87,78751,101840,82429,335.52981874052654,305.81588941027616,0.41142911092970963,352.59750424527965,1125.033621333629,0.9553797813876185
88,44938,66275,48938,264.2561731490105,231.19785789046847,0.4843027110516756,280.0285699709942,965.8204178980325,0.9182639257836446
89,50171,73164,54011,303.0888680953418,218.68892197633207,0.6923790099326272,315.2649679238085,959.7199128346442,0.928903371535428
90,43752,59000,46990,252.84141699575804,226.57707065446036,0.4438052869294455,265.9793225045887,922.1219330881975,0.9310917216429028
91,4566,5936,4652,110.36948357674554,53.311490751060525,0.875605206591245,112.64102272262978,279.1370849898476,0.9815133276010318
92,4616,5775,4704,107.13071729307241,55.24761975310905,0.8567674927240116,107.07940978544848,272.651803615609,0.9812925170068028
93,4805,7616,5042,123.54243269261475,50.33227463790664,0.9132458963169955,127.23600119463045,305.1787155501902,0.9529948433161444
94,12525,16731,12750,164.9743929146653,97.4472960976071,0.8069049201111831,169.57889019568444,446.71782079359116,0.9823529411764705
95,5122,6500,5213,124.88505328770482,52.35034145099648,0.9078993600079124,125.39936203984452,302.5512985522207,0.9825436408977556
96,27120,38570,27542,258.7134351300481,135.42366845304505,0.8520561064487435,269.45314991664134,682.683332908185,0.9846779464091207
97,4174,5810,4264,92.65223613283531,57.67662850090564,0.7826145493855735,95.77577981932593,253.9655121145938,0.9788930581613509
98,4121,5760,4215,91.94510421786089,57.571143143246694,0.7797051004867583,94.02127418834527,250.79393923933998,0.9776986951364176
99,12114,15875,12286,138.4899164210156,111.73729516935462,0.5907888436376211,141.60508465447137,417.4041122946064,0.9860003255738239
100,11780,14740,11930,137.65464103017214,109.51307749449387,0.6058695522129133,138.45215780189199,414.8772003600252,0.9874266554903605
101,11620,15428,11770,138.78287700094603,106.81889420160077,0.6384256173451996,142.35870187663275,409.06096654409873,0.9872557349192863
102,10813,13734,10956,130.1626739167227,106.21482457298276,0.5780293133267468,132.03408650799233,393.94826817189073,0.9869477911646586
103,11842,15196,12017,140.57127872208946,107.83518510235055,0.6415023886383117,146.4923206178399,417.3624817342638,0.9854372971623533
104,27762,34846,28139,271.1560867932207,131.0080981837491,0.8755395576022577,267.9178978717174,682.8010819142764,0.9866022246703863
105,37352,48048,37617,286.39610535144516,166.8015711085301,0.8128911500370148,286.7699426369507,765.1686142824235,0.9929553127575298
106,34837,46428,35262,290.91209842061636,153.84923699232544,0.8487145095040882,292.7541630788536,759.1686142824235,0.98794736543588
107,29551,42465,30547,273.9626203349248,144.77355598358835,0.8489689495768091,285.9265639985204,742.9259735953042,0.9673945068255475
108,6192,8165,6332,114.70173519664384,70.40103306455615,0.7894811657684463,115.84903970253703,314.5929291125633,0.9778900821225521
109,14025,19278,14317,183.06347969595305,98.21400240013504,0.8438987726658844,189.952625672824,484.8599564173221,0.9796046657819376
110,27705,36784,29889,255.88125254909255,145.65813120849558,0.8221706303623758,253.87004549572208,722.6833329081849,0.926929639666767
111,25522,32850,26770,226.85216241153915,147.87337895869103,0.7583486960170948,226.86119103980744,658.9432175380073,0.9533806499813223
112,37353,49680,38178,357.39164210898167,134.42880242585346,0.9265633985134217,351.64328516267733,852.6417023478423,0.9783906962124784
113,14505,19776,14778,186.195755998787,100.03373933633314,0.8434228102534439,192.84190415985836,492.8599564173221,0.9815265935850589
114,14577,20034,14839,184.96424360438624,101.33168078474561,0.8365800519259928,191.06281689538653,492.2741699796952,0.982343823707797
115,4325,5671,4417,105.99052849286585,52.09723164758151,0.8708622020820896,107.29864864013899,269.1370849898476,0.9791713832918271
116,15322,19375,16197,155.13196216754454,128.81628286108327,0.5572185956674816,161.14899937635357,503.58787847867995,0.9459776501821325
117,53982,70760,56316,307.52846675778363,228.4615654989089,0.6694072210819525,328.28341414089135,952.8082245892128,0.9585552951203921
118,49757,66792,54224,279.3311407964082,235.11643636374944,0.5399264100628945,305.7907781474124,935.7615433949868,0.9176195042785482
119,36476,48972,38832,225.10598184973207,210.8234016906535,0.35052933656930757,241.8098426450007,774.0386719675123,0.9393283889575608
120,38095,51129,41677,236.00489100799692,210.4343394891415,0.4527205615201417,254.94509212769717,835.3107499061546,0.914053314777935
121,30646,50750,36060,228.31094253996426,189.5346691637949,0.5575248506775174,260.1922366251537,825.9797974644666,0.849861342207432
122,44927,70516,49812,291.5568178201574,204.56445201897074,0.7125433524164289,303.0462010981164,985.4600282048218,0.9019312615434032
123,5976,7722,6057,100.5158193942324,75.91104516608635,0.6554772648171281,103.46980235798269,291.4213562373095,0.986627043090639
124,22349,30368,24331,211.95278195442867,140.157813692494,0.7501488187167632,210.76052761368766,647.286363288515,0.9185401339854506
125,45474,60794,46455,269.3255734950858,218.21388900896756,0.5861211471225563,275.2816739269071,822.5655839020935,0.9788827897965773
126,30682,41764,31165,226.7493590434747,175.06742891120368,0.6355318686001238,233.64930986416374,681.0264786586927,0.9845018450184502
127,45391,59998,46363,267.3084075094133,220.41257015962762,0.5657704317584485,271.0885464197999,826.6660889654818,0.9790350063628325
128,29381,37436,30190,220.9483193794678,171.52028645208495,0.6303741890367981,231.22499864850255,673.8132752230961,0.9732030473666777
129,45436,63612,47495,270.63603912397804,219.28882727503267,0.5860538804557281,286.9738664059848,850.5483399593904,0.9566480682177071
130,34530,44421,35526,246.50517176282423,181.48731275145795,0.6767189970824831,260.1922366251537,740.2985565973347,0.971964195237291
131,33929,45368,35313,220.43406877600015,201.7560006379709,0.4028480517441474,227.86399452304877,730.0386719675123,0.9608076345821652
132,32838,44888,33180,259.37062518342407,162.54827286815166,0.7792584406237201,262.16216355530787,718.6833329081849,0.9896925858951175
133,162642,210726,167255,520.5543129883115,401.3535469253931,0.6368207896621988,512.7123950130326,1588.9646455628167,0.9724193596603988
134,169773,228260,182002,512.5865022994226,428.32980116567126,0.5493012111835001,529.939619202037,1771.841845922842,0.9328084306765859
135,166049,219728,178983,506.9546594072636,425.8266340779889,0.5426330574059438,527.4030716634101,1788.7636354360397,0.9277361537129225
136,14767,21771,15615,172.40258518853705,116.7846322337521,0.7356195669311191,178.48809484108457,516.6173157302028,0.9456932436759526
137,9011,11352,9142,132.85116722598926,86.55133665346251,0.7586563831237673,132.84953895290718,369.32085117392114,0.9856705316123386
138,6072,7553,6172,91.74941861612281,84.75310102893083,0.3830071588228932,94.02127418834527,291.27922061357856,0.9837977965003241
139,16208,22729,16845,191.8383388296748,109.95682450268481,0.8194334071152642,192.3460423299632,522.1736649163068,0.9621846245176611
140,6894,10212,7254,142.07717564572457,63.42181716137848,0.8948385615951866,148.33745312630927,372.492424049175,0.9503722084367245
141,10197,14240,10513,155.989011401301,84.63907201818728,0.8399935562777527,162.78820596099706,414.91883092036784,0.9699419766003995
142,8688,12276,9004,125.14372593186114,89.75986646242221,0.6968115765521786,132.6386067478093,372.19090885900994,0.9649044868947134
143,9061,11760,9300,144.4015939198118,80.71791222991624,0.8291796942120384,146.1642911247477,388.5929291125633,0.9743010752688172
144,36665,52138,39706,262.12326622484966,184.23745270367888,0.7113225775695792,288.1058833137567,813.938166904124,0.9234120787790259
145,61060,87264,66248,298.87821816720356,267.3373628641921,0.44712955315681285,308.8834731739463,1090.7148622007608,0.9216882019079822
146,58975,84617,62876,281.17422929432047,274.54835865457665,0.2158117009431578,305.60268323429364,1022.5310960166873,0.9379572491888797
147,58589,76964,62821,293.13680997904765,261.88904867069016,0.44925788223927343,305.00491799313664,1017.2762620207483,0.9326339918180226
148,68213,86658,71928,307.37073816964556,289.72430235358075,0.33395481710216274,336.590255355083,1076.9747468305832,0.9483511289066845
149,78749,98904,82859,342.607482703143,300.10972966608426,0.482387566818914,361.23399618529817,1146.732106143464,0.9503976635006457
150,5685,6976,5796,111.37333902633321,65.54802327982279,0.8084657576468568,109.89540481748998,295.7228714274745,0.9808488612836439
151,4872,5985,5082,110.02905581111926,57.62695575137502,0.8518762785996372,105.80170130957252,287.237590053236,0.9586776859504132
152,4194,5429,4284,90.13685099407546,59.77702452944618,0.7484592785083126,90.09439494219383,252.0660171779821,0.9789915966386554
153,141454,175864,142238,502.76502104197317,359.700278858871,0.6986699570214882,504.31141172890386,1445.082394568908,0.9944881114751333
154,3380,4510,3449,84.35044996075948,51.3073873838515,0.7937343718984633,87.31551981177229,228.99494936611666,0.9799942012177443
155,95860,121882,96300,412.4621540244659,296.1641234816653,0.6960023421619703,413.8526307757388,1182.7148622007608,0.9954309449636553
156,152325,177248,153489,486.37758155561767,402.1018972924414,0.5626020307646606,483.0734933734204,1486.9747468305832,0.9924163946602037
157,113928,142784,114444,394.246224866468,368.61089548739955,0.35471006318211395,398.6477141537375,1270.7564927611033,0.9954912446261928
158,119127,143640,119994,397.7879238524563,383.86603400998894,0.2622435211780208,415.5791140083919,1305.3595231414333,0.9927746387319366
159,143037,173160,144013,456.95856586361015,400.3017809895073,0.4822869469562859,461.08133772687006,1426.0702012600882,0.9932228340497038
160,99589,137808,108792,636.0889090963352,206.84747609990902,0.9456499306176165,594.4451194181007,1529.9453095790604,0.9154073828958011
161,34664,49593,36549,257.77245492767037,178.9361423438554,0.7198176885613546,271.31162894354526,769.5533905932738,0.9484254015157734
162,36043,49290,36956,259.40528427530626,180.289204845843,0.7190002996789359,265.83077323741134,753.3107499061545,0.9752949453404048
163,110955,137772,115665,417.17245973401486,348.1295379681375,0.5510111336163481,450.6939094329987,1344.430590953299,0.9592789521462846
164,65130,91142,67962,412.46725386039424,204.2264807329974,0.8688167329232527,403.43524883182926,1085.0752518939717,0.9583296548070981
165,61124,89892,64713,404.3017948749353,196.7118327914385,0.8736543933268387,398.27879682453596,1067.016377390926,0.9445397369925672
166,30934,42984,34230,212.66292496505463,194.59377255964455,0.4033770868661593,229.10696191953662,771.2274887854692,0.9037101957347357
167,26128,38335,27867,219.67349213461443,154.3191988606228,0.7116901657065879,224.66196829904254,672.0559159102154,0.9375964402339685
168,32177,47053,34494,214.19533801051924,198.01332988314383,0.38129819840651724,239.30106560565082,756.3401871576773,0.932828897779324
169,20145,29835,21436,181.97184822362843,146.10693930302094,0.596100842572861,195.86985475054604,584.6000717874997,0.939774211606643
170,27150,38964,29838,194.14890139678832,185.93475920202292,0.28779667426049527,210.41863035387337,702.8843430349616,0.9099135330786245
171,29232,41552,31287,198.53610300600766,192.37529275965107,0.2471829943098647,213.06337085477645,702.1980515339465,0.9343177677629686
172,5104,7738,5443,140.69634873872243,47.128367391681365,0.9422305331790026,146.4137971640651,339.5929291125633,0.9377181701267683
173,29157,40660,31594,210.89357661142023,182.2533190533939,0.503155857349425,227.37853900489378,720.1564209736038,0.9228651009685384
174,1616,2162,1670,49.059545591103046,42.4653357538037,0.5007574825382821,51.97114584074513,152.71067811865476,0.9676646706586827
175,9771,22168,11291,206.47131599733413,68.20303234783431,0.9438665852923428,196.01020381602586,487.5290039756343,0.8653795058010805
176,16392,21218,17223,216.1087593562668,98.47684801508157,0.8901426934367013,206.3492185592182,548.7594513539337,0.9517505661034663
177,8036,10944,8216,124.71267873022165,82.44511665714424,0.7503150059005275,126.57013865837392,349.8061325481598,0.9780915287244402
178,11020,15900,11423,165.99183725716267,89.4316094439619,0.8424521774760668,167.96725871431016,447.01933598375615,0.9647203011468091
179,2636,3528,2727,83.96047614384042,40.13530520096972,0.878345590705793,86.12200647918046,214.26702730475878,0.9666299963329666
180,13265,17442,13646,171.67457313073547,99.90147458877057,0.8132435050953699,171.35343591536179,464.71782079359116,0.9720797303239045
181,12137,16960,12427,162.47195837588154,97.2734041644861,0.8009667143499977,162.50538452617502,444.13203435596427,0.9766637161020358
182,15226,19890,15404,172.26215643898092,112.99030420872698,0.7548298561034159,171.97674261364529,480.3746750430836,0.9884445598545832
183,8862,12864,9051,131.73881588024412,86.22783116331985,0.756030615186939,136.13228860193308,369.30360723121805,0.9791183294663574
184,6509,9996,6643,125.41001254072168,66.58850703209303,0.8473928527756714,127.38916751435343,327.60512242138304,0.9798283907872949
185,14106,20086,14403,166.81260706063324,109.8933953186308,0.752332561298371,173.0,469.2447327281724,0.9793792959800042
186,15971,22311,16467,194.93542133748272,105.83844251155584,0.8397708111662865,201.71762441591463,522.7594513539337,0.9698791522438817
187,19199,21952,19675,211.00207716057272,117.93226056173822,0.8292248425152956,202.74368054269902,559.2203461105329,0.9758068614993647
188,24714,32163,25013,213.62781034216772,147.61387167091945,0.7228679363286867,215.24404753674375,604.4995667241114,0.9880462159676968
189,20870,28565,21150,195.58680090560938,141.12155500631417,0.6923841830149572,200.09247861926244,573.9726547895302,0.9867612293144208
190,25786,34132,26189,214.04994329159018,154.25748065981082,0.69328745187191,217.59825366946308,618.9848480983499,0.9846118599411967
191,27352,37200,29401,260.34444440615874,139.18902846761281,0.8450836260372393,262.17742084321446,710.7422074112308,0.9303084929084044
192,22412,32706,24085,241.04957530147823,128.15602277442008,0.8469589035555395,237.25513693068902,646.8670990922585,0.9305376790533527
193,21010,28077,21225,188.24566824266267,142.4380741228563,0.6538079120846829,191.75505208468434,553.6711395993652,0.9898704358068315
194,22272,30456,23976,225.91751992699088,136.82285933398984,0.7957449266649076,216.92394980729998,628.8843430349616,0.928928928928929
195,29329,41238,31759,268.4048865874605,144.54421299748913,0.8426060287860639,266.8332812825267,737.1686142824235,0.9234862558644794
196,34830,49680,36429,229.28110050206698,194.88634240301812,0.5268009356419493,242.6849809938802,749.8376618407356,0.95610639874825
197,86578,129930,98664,401.6278587072865,295.5455992775015,0.6771236350774622,418.1686262741384,1327.8519471906084,0.8775034460390821
198,71322,86315,75107,326.74039594979007,285.5144982749719,0.4862374019408583,343.2855953866984,1083.0508652763322,0.9496052298720492
199,36910,45113,38931,238.8285463510986,204.5655200357378,0.5160853881336087,268.8215021161812,776.0142853498728,0.9480876422388328
200,75868,91803,77112,456.58523521706957,214.84689834877491,0.8823724960977529,438.2750278078823,1148.8670990922585,0.9838676211225231
201,8496,11655,8680,118.53116934859618,99.00782462510539,0.5498105896660549,129.00387591076478,381.7228714274745,0.9788018433179724
202,4804,6768,4930,90.3182731850905,68.92976820578828,0.6461772128708064,94.76286192385707,269.4213562373095,0.9744421906693712
203,83496,115995,85276,564.9230323906085,192.41464854564035,0.9402071009470996,556.2319659997976,1340.5483399593904,0.9791266006848351
204,55938,77568,56747,415.2930543435451,173.29621437310433,0.9087749546138303,404.5985664828782,1021.636651713959,0.9857437397571678
205,22678,29484,23047,254.4244566234102,113.85297148392844,0.8942878115786099,252.87348615463821,632.6589462905454,0.9839892393803966
206,6032,7462,6154,93.84983692423815,85.48565341697496,0.412678056175408,104.06248123122954,305.6812408671319,0.9801754956126096
207,79808,101860,80466,480.33424612669666,212.48822145398992,0.8968298040985314,466.02360455238744,1187.4356415871823,0.9918226331618323
208,5563,7426,5658,92.98735805697741,81.23305743599207,0.4866581610233892,97.67292357659824,295.7228714274745,0.9832096147048427
209,18254,26999,18462,186.5246447115183,137.32388262139827,0.6767381451617087,203.03940504246953,573.1025971044414,0.9887336149929585
210,79591,102608,81755,505.61221577314063,207.16650781092827,0.9122050547418622,485.8188962977871,1231.2935059634515,0.9735306709069782
211,3394,4371,3474,95.61853158596251,45.50902001205597,0.879475849941342,95.34149149242423,239.09545442950497,0.9769717904432931
212,37877,47894,39063,318.3333385977606,153.85446884570263,0.8754479232995818,311.77716401301745,809.2691193458118,0.9696387886235056
213,17829,24354,18093,192.63267012123544,119.00655526055476,0.7863430552451771,198.6454127333425,529.6295090390225,0.9854087216050407
214,60012,75576,60896,412.17636531537454,186.66908658964837,0.8915682098382226,411.7341375208036,1024.8670990922585,0.9854834471886496
215,89815,115770,91809,522.467682015193,221.09792413069982,0.9060455870792039,512.4451190127583,1276.0041840821061,0.9782809964164734
216,30725,46314,31944,270.2144812297857,147.90675449594747,0.836892045326245,275.49591648516315,724.0386719675123,0.961839469070874
217,24495,31200,25090,208.19994781867413,152.001944283173,0.6833651424111014,217.75444886385216,615.2447327281724,0.9762853726584296
218,28793,45540,30254,266.3978024958775,140.02957294757488,0.8507065737904799,271.97426348829407,709.796031280393,0.9517088649434785
219,28089,45024,29314,286.6937177779712,127.76095139024433,0.8952144078355531,295.6568957423452,734.7249634685276,0.9582110936753769
220,21489,35862,22466,284.77993115310386,99.27993053906565,0.93726421873168,283.7833680820636,683.6122650963196,0.9565120626724829
221,46212,68175,48838,315.1822871537237,195.0146443041726,0.7855989414551732,308.05843601498725,900.4650788387052,0.9462303943650436
222,31858,45067,33849,252.76508045577836,167.69242386901084,0.7482366477600136,245.88005205790893,746.6417023478423,0.9411799462317941
223,31159,43554,32603,255.36287510334262,160.26510403232265,0.7785379682725159,249.51352668743232,727.1269837220809,0.9557095972763243
224,30977,44650,32964,250.89523457792043,164.0107182961332,0.7567520641101599,247.19425559668656,737.2274887854692,0.9397221211018081
225,32010,45600,33762,255.2931742528257,165.73838576415756,0.7606108716048402,248.78102821557758,745.8549057834389,0.9481073396125822
226,41980,60879,45211,286.8425596901477,192.5507369472902,0.7412068165881419,294.5929394944828,904.4650788387053,0.9285350910176727
227,39984,61977,41043,314.7593487571927,163.43724083940546,0.8546253885595151,309.0954545120326,818.9919907732864,0.9741977925590235
228,51837,66240,52598,356.7190692804924,187.3432745166376,0.850988479753553,360.50104022041324,926.9503602129437,0.9855317692687935
