CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49
11,127.80648591174906,74.37705339486246,124.9374269005848,77.06423625724787,114.16443381180223,93.70496314117915,131.66023391812865,106.2817805752328,106.65007974481658,116.06640219959306,128.30600744284953,75.30469548580226,128.00930356193513,82.19990394782216,122.67804359383307,102.84050875475042,112.50669856459331,115.31381256009237,109.18888888888888,119.77713929725405,125.98958001063264,78.61983845240256,122.08304093567251,86.21170494571439,120.93152578415736,106.94400592982004,113.04556087187666,118.88978763165976,106.03397129186602,120.77450248906143,129.85433280170122,80.76773588252553,120.97735247208931,93.56454738287302,119.78936735778841,111.59040254956246,110.49893673577884,120.95936516532326,103.12259436469962,121.55903768814558,121.7639553429027,85.65105138270275,121.5989898989899,103.43412231849996,116.93657628920786,116.56493886520175,103.85215311004785,121.42430468002742,97.95996810207336,121.63160073558315
12,62.676085176085174,80.39434938348082,70.58957821457821,88.08505855622757,60.461950586950586,89.27395104512262,69.620904995905,101.51067916746281,55.65218058968059,98.76241863232502,68.13421375921376,86.03886699914455,67.21978228228228,90.7636609230332,64.06306306306307,97.88799847971303,60.43330262080262,102.65307225427937,54.74860087360087,100.9975576557379,60.705586268086265,82.7871862710157,67.86332923832924,94.80846455165032,62.97176153426153,99.71583963268336,59.06978569478569,103.47577701120731,53.09261534261534,100.77893406759392,64.59848484848484,88.70201439534323,65.36174242424242,97.33988982575956,61.7842785967786,101.53524366588645,55.61324392574392,102.33366967001162,50.276310401310404,99.49585272984089,59.35737441987442,88.67530479873703,64.563319000819,100.55833713353813,59.61455773955774,102.4245689749523,52.944871007371006,101.30102554457426,47.38414550914551,97.77483379131101
13,66.21358198451794,81.80813566590663,71.1923997185081,86.79734154678758,57.929591836734694,85.7042984972345,68.30891977480647,99.36583476319053,54.75390570021112,97.1942382257356,72.26625615763547,86.70436460552992,71.80360661505982,90.41261645921311,66.9929802955665,95.59956088552336,64.37554539057003,102.64247470953956,58.631949331456724,102.12170820186273,63.1234693877551,82.0553609282758,70.04563687543983,91.90611715483128,65.21412737508797,96.9284785744441,62.143859957776215,103.39718931828843,57.4929978888107,102.51226864091147,69.4646551724138,88.17789311263495,68.74232934553132,94.06496607285322,64.70005277973259,99.54835598566311,59.33800140745954,103.37341086827827,54.50951794510908,101.68001467558074,60.501900070372976,83.74505917708042,67.60633356790993,97.01296384201238,62.81060872624912,101.6003880379082,57.039092188599575,103.13962997431108,52.421375791695986,101.03276712120537
14,64.98571238702817,80.89813431620566,69.41623471557682,87.8475016165045,57.60227272727273,89.13014746585768,69.23444976076556,101.61623577994739,53.13237639553429,97.79635209115858,69.09604266347688,85.15809793766388,67.33351608187135,90.74937149156484,65.08137293992557,99.00052520643844,57.797348484848484,100.19978946066449,55.44901315789474,101.4526378069694,62.36868686868687,83.63446331088404,69.16389221158958,95.36552871821952,63.70030901116427,100.45608206118567,58.02050106326422,102.33321227940345,52.81947767145135,100.59073592060989,67.04802963849016,88.97835708050917,65.6177731259968,96.07947561822415,62.83331671982988,102.1059940238293,55.29234782030834,101.86841211950495,50.3776581605529,99.47540438952987,60.10537945241892,87.86872285655235,65.0503721424774,99.14289125612524,60.38860645933014,102.74291562097541,53.046434742158425,101.22859143968188,48.19544125465178,98.34897295656009
15,100.80728782287822,81.60645449670218,104.94545664206642,87.97761241413758,88.57898985239852,93.76953541355172,93.3803274907749,102.38020506339416,81.74483394833949,108.93177483752328,105.4373385608856,84.12709203422197,102.53228782287823,91.68026432711999,98.86169280442805,102.22756901397541,94.97509225092251,111.9497003282692,86.18916051660517,113.59755919235818,98.43588560885608,86.35830327378136,104.97117158671587,95.97936912729672,96.67273985239852,104.22662119152876,92.79229704797048,114.45447936436821,84.80260608856088,114.72913025068722,102.70364391143912,90.54198275774317,101.21153136531365,99.083886921489,96.91321494464944,108.3525219529159,88.64981549815498,115.57221417000646,80.96125461254613,114.988370070901,91.647463099631,91.17473607407197,102.3788053505535,104.12147553672827,94.32375461254613,111.79116843372478,86.44091328413285,116.36754568060115,78.21266143911438,114.90943209394474
16,127.2354687456649,73.71593128734047,126.21330077962433,74.33680668790498,123.32419609910384,82.91075095910931,120.13306328552007,98.74327062700353,117.70704436367672,112.90518683209521,126.75143578503454,74.14256873149857,127.79496712260355,79.14360808872833,124.88949310545738,90.56602258080633,121.99592153816275,107.71621985152116,117.63440890047998,117.66291654117704,127.43523014177511,74.88074243320175,125.09408206864023,82.52487246631823,126.04508503731654,93.1252177582787,122.59184862525316,109.01833431492201,115.00993258052881,118.3730907781574,127.4781788419388,76.3882596129019,126.48758427433899,85.81939297166974,125.45553921704631,97.0369348827982,121.8816968620814,111.93959274254613,114.72208195766169,119.67000899692603,125.46633188136393,80.0025063235802,126.60832894043226,91.9620706557815,124.17698304802597,104.23381148814624,119.13015009849346,116.32827316823676,110.71054018810865,121.15821527165839
17,111.80412799954101,79.79057604532792,112.0838939170097,85.67115023034822,101.31410375937693,99.89114935518225,103.15077668928126,107.55595305094221,92.41053371390869,114.75885348637289,121.21707138656608,81.90739156287299,117.25019004862376,96.557530754649,105.48794446277198,106.16905025946613,100.90639567406302,115.48910624550689,88.52614065032488,115.90607895351857,105.04155251796497,89.16696591685215,111.00487671940218,98.9535750423076,104.93301682468194,108.18886638295118,97.25126579555071,116.74490199316291,87.75738320974196,116.78047273675136,120.1689209541158,94.44211428603106,109.82915704470804,102.13903448130051,103.32857614136749,110.5047516961005,94.72554110070426,117.70952222769436,85.92733688090765,117.23451470222082,102.36297135644516,95.3402377555299,106.8156313200132,105.85332184947333,100.45600195068776,113.64618274019413,91.67846641518094,118.29236442208216,83.05669903469642,117.05063078892384
18,127.33674232229897,73.91158339370911,125.78276666367633,77.61363669376767,118.71729314314763,102.26868203677883,117.14733411082204,112.37056774718,107.11143506474089,119.04793835913297,130.3151819622619,74.95560840142623,122.88594838671092,90.79673111079329,123.38304775574893,109.06773457832544,110.22218235100625,118.52025649726457,103.99336144254059,120.8645898568094,122.60956610149218,80.13578732096711,124.89542776830837,94.66293929791117,121.55876020453934,110.00899060803525,110.95070422535211,119.88848524004538,102.20162375527048,121.05189366406134,125.69668969229389,82.67803283358121,123.58347537454023,98.75585827044254,120.21383929906402,112.02721198106666,109.0062199096917,120.63567201729786,99.89287102658413,121.10596807769444,121.56495021081905,87.82702721981481,122.12018181274483,105.06524307093576,117.71110313686792,115.83041701056558,104.85241171017613,121.2312491127203,95.0946592506205,120.66241330916105
19,110.54189862596694,79.61099517946316,111.66437313650674,85.15686265815472,103.07979399929108,102.10055409487639,110.98656199829028,111.88751500425803,92.257771939701,115.6771627561359,114.72430724964033,81.13193850900768,113.03004524509497,94.66921312318476,106.1934488438523,107.78286475528455,99.45234669835908,116.2230461942843,89.09495214862075,116.9836748417376,106.87139550885094,85.75062273464044,110.5005525322658,97.905136106199,105.7612018098038,108.67421961212898,96.61046475261149,116.93901344909912,87.76382894435062,117.09529522900698,121.8108671629032,91.35333226879102,110.25194428806739,100.75729288968192,104.23227205437752,110.26118538501471,95.2220241446175,117.72189328367563,85.94693605220908,117.14821785573402,103.30162006630387,93.3998772873631,107.36532807906424,105.00283593697006,101.85969850503534,113.62945254919413,91.60172848772962,118.0538250682382,82.98943933612728,116.88115403705453
20,127.79600545664417,73.67488308622676,126.58214697960754,74.3240342238277,122.73342894120115,85.59509805397705,117.35996362237223,101.35084817075456,115.64119066773934,114.69366227234917,126.15964182028053,73.80513763848286,127.89632376088706,80.66323129000249,125.07593829794676,94.74037937988811,123.58536500052467,111.04397814181509,115.68995068033159,118.99355213223907,127.66165308335374,75.69044698008294,128.79478120955613,85.21539374666214,125.00416244009934,96.90309174124525,122.37374514673476,111.57674874533446,114.16352443247403,119.33945318580281,127.59417957955857,79.2132449437879,126.07408443807059,90.12517462758721,124.46801217251391,101.01664059682429,120.65731575081325,113.94441356518539,112.18003427891847,120.28274145080792,125.39690090594284,83.01818689832874,124.49232222183358,97.84571221047814,122.9463779775438,107.67960937647838,117.12434852565671,117.7294907389226,107.59389975165273,121.44790369239664
21,127.80177076238932,74.16333135741286,125.66655983334002,77.04992530199249,112.85285044669685,90.62076921951927,116.05728937141942,102.91670070893383,106.63126477304596,114.67125507883551,126.48852209446737,74.70558077942079,127.62902127318617,82.95520376792396,125.38740435078722,100.07499327340395,117.24325948479628,113.98891039472822,111.19674692520331,119.1318137104157,123.31845679259645,77.27057357287484,124.22194623612836,86.23129223489843,123.26240935859941,103.25079012181389,114.59637033772685,116.99867064193504,107.90200713112455,119.93787875481051,126.44253034734186,80.44445111720003,125.58090621369337,91.45842420485162,120.91354513040343,107.41576367284698,111.41420616161211,119.32218135083276,104.68743239453548,120.67426008098657,122.5959697127519,83.82837969255672,121.70606145587116,98.80227366916358,117.37558591402588,112.98662664515325,107.63366852289572,120.94542542921269,100.53896077881495,121.35785756427207
22,130.029078613694,74.91449168773369,130.15080304311073,80.06690828813664,103.68774302620456,97.89558781427719,116.6043956043956,110.19631010180484,101.80076077768385,116.10987428846259,125.15697379543533,78.35786379317702,131.37776838546068,91.79378315896146,118.73043110735418,108.5308902059352,120.40524091293322,118.92331549492845,101.39628064243449,119.70564498008046,118.94336432797971,83.63811778581578,124.93541842772612,98.07187604324005,119.27641589180051,111.81071514076932,108.89391377852917,120.45823254196341,99.32451394759087,120.78351815500262,124.25477599323753,90.87410411336737,125.4574809805579,104.98098773770843,115.96686390532544,115.56721778587027,105.45384615384616,121.64270543395372,94.63338968723585,120.60560939976024,113.36136939983093,96.41390070426732,118.88841927303466,111.26402338826514,111.90050718512256,119.24725157147455,98.81141166525782,121.47573435524063,87.76458157227388,119.34049377266517
23,127.17832558555337,74.12652177868901,127.00538619703201,75.87260325257996,116.5265510459503,103.31681088235868,124.96607925084928,114.55775739681208,106.14929376005722,119.53494730704149,127.51438740389773,75.97975719521767,125.14774606651171,89.64230065553701,121.15159574468085,111.57073337211621,110.46483886107634,120.38582408450178,102.58875491686037,121.41013740642256,123.81122049883783,78.73433404504783,124.15365747362775,95.0728349878634,120.73251720901126,113.51502087584753,108.04965470230646,121.36793323383178,100.55869502056142,121.60209387601202,125.69736724477025,82.33261068483124,123.70570914536027,100.78689993096086,118.47393505274451,116.02130128595536,104.49837408367603,121.81828518106201,95.90861903271947,121.1360600544069,122.22741037904524,88.7479358758186,121.87416189880207,108.70000402047711,115.22653875379939,119.17113055847737,99.41003821741462,121.69943651016621,90.7315561863043,120.2839120670381
24,126.40808080808081,74.00656947374964,126.26659371492705,75.13397782387489,118.4208810325477,93.54739109093117,122.12680134680134,109.79435559601892,110.47118406285072,117.95206782078712,126.49709315375982,75.89894917175998,127.00075757575758,85.65106301375177,123.71729517396184,102.27619210706237,117.7071492704826,116.71104430854224,109.53732323232323,120.99267946251767,123.73469696969697,78.15784405525835,125.71111672278339,89.45951913804083,123.44869809203142,104.07803289072966,117.19338945005612,117.7652132952404,108.3510606060606,121.47800725147204,126.02913019079686,81.03907198672145,124.66065095398429,94.41455441705767,122.19255331088664,107.86428996682015,115.26812008978676,119.31628286317994,105.14732884399551,121.77538811958371,123.10544893378227,86.28849080168298,123.59730078563412,102.69075373629063,120.1169921436588,113.78642892821951,110.82448933782267,121.1321395591064,100.2035746352413,121.82241711893165
25,122.65432449903038,76.01580648478782,126.87031027795733,81.75783209864748,109.38209437621202,107.39319025673467,119.70487394957983,117.38166770367593,99.85602456367162,119.48776225186421,122.65879767291533,80.76416168318492,120.46352941176471,97.21575932217911,115.74967679379444,115.22407178075474,103.14395604395604,120.71046626184189,94.71577246283128,120.54512566138355,119.20776341305753,85.3321995937014,119.11107304460246,102.35663979107782,113.5251389786684,116.57037134424944,100.49496444731739,121.15233859581632,91.61583063994829,120.13669001807395,121.08131221719457,88.87087537438843,117.67336780866192,106.96038006744256,111.89555268261151,118.13605761244544,96.98840982546865,121.08482798032675,88.3665869424693,119.55104119629273,117.44758888170652,93.84033428674223,116.00934065934067,112.06027471001929,108.8447382029735,119.96302413970194,92.40620555914674,120.50382790881191,84.11754363283775,118.51315868743129
26,123.6932445642123,75.08978576126475,127.98405590341075,78.76925346528368,115.85207127949063,93.2069274911063,125.3929420622969,109.53578139826038,109.61168132942326,116.93628734717745,124.73474941216877,78.44827899275587,123.4786267205622,85.7565151372433,120.26462973237167,101.34083255391067,114.98896990832475,116.0605452099016,107.7500924678344,120.25363539742668,121.9341893212861,81.44404290713204,122.05965496288077,88.72026906525132,119.54689440173311,103.50584761328176,113.74075982140498,117.10535699877282,105.78508493831075,120.72841352157526,123.53909407941666,82.63142039620782,121.40429579139257,92.67932884310667,118.86298248395022,107.14170141576466,111.85975271459142,118.69467319317398,103.36713693165306,121.19927952930229,120.5950503289213,84.94678819702096,120.53873741776968,100.20017117361695,117.31242899791287,112.70178379259093,108.30118094634224,120.53807141638171,98.91894533830018,121.3391352780614
27,126.94796700717527,73.81166212327147,127.16862552249816,75.649781854702,119.23690457563092,101.80309304795563,129.2787267809643,113.67184007628686,111.01854840512327,119.90301521579336,127.85043699845765,75.45879009271664,126.5377070433869,87.48208082502236,121.99148803004225,110.68505068342157,114.21715805708921,120.54646795190264,104.70886738046806,121.7322275172667,125.86126472494803,77.32615466956761,125.74612960189552,93.6205245278961,121.95136464224244,112.85782185377016,110.81186489930036,121.52770314019776,102.57718219818048,121.96278356383218,126.4442541967499,79.85932112343684,124.84509019379932,100.12083704904451,119.38180029952835,115.67997300893533,106.6449158414735,122.04117705887998,97.92713861009902,121.57763410486474,124.17222433332589,86.18483289246578,122.49213849833471,108.66505457183466,116.12945436663165,119.21929259666807,101.1650401233878,122.00346809281633,91.93264188479334,120.64264130601173
28,127.02713234699652,74.08144033615052,128.38557684533916,75.89517895072508,118.93923518473603,104.2816628060949,126.24308351523972,114.3446300938686,108.92920203735144,120.50636809888057,127.09531894251758,74.8410813259378,126.27939202845825,88.3012665679404,121.72079392028458,112.97520519739338,113.06095480637076,121.13439656821129,103.12078583555663,121.95358557666016,125.35999272374485,76.60560446000953,125.12313849138977,94.9989570421424,120.97891907187324,114.95537484013713,108.94999595763602,121.92797246373091,99.83453391543375,121.79105261851258,126.89518150214245,79.0242639677444,124.32659067022395,101.95599508440367,118.83043900072762,117.17414623757524,104.75603524941386,122.2220576896066,95.65239712183686,121.31494225344333,124.26364297841377,86.17373132381006,122.53514431239388,109.93544536834311,115.52329614358477,120.07585525162125,98.83342226534077,121.87913274919399,89.65452744765139,120.14839242754634
29,127.45751168131781,73.81295292751393,128.1664290805417,74.91521130499915,119.45390829175577,97.59111989762226,126.26257226577968,112.64993702125867,109.14659063910668,118.26433917720334,128.51393838599824,73.99049396285548,127.18674269422665,83.9409945892955,124.94301892769462,107.48680920178663,116.33539241308307,119.64036438618606,108.7119268234735,121.03299923476818,125.25639502653046,76.73053958190378,125.30375386077453,92.69281601854723,122.99722816187534,112.00573017017815,111.02051160212244,121.09048310743424,104.52546131305932,121.67828783685687,128.34845964995645,80.53828015403785,124.30668408964917,101.51839511280127,119.88896808426388,115.77714668313602,107.13071196642116,121.82306502304239,98.50772154906153,121.32236275401611,123.96729231012908,88.96702258302163,122.55171457986853,109.87934338260344,116.95905599113011,119.39165869519252,101.9183891660727,122.0239300410205,92.49627781737547,120.60897772079385
30,127.41466608467918,73.53966634454514,127.03862941946748,74.45911049908156,119.04555870798778,86.4320962050038,130.3664884329987,108.04639022623918,113.88520296813618,114.90401419689329,128.48826931470973,73.78780814344947,127.2538192928852,75.58247164019595,126.18490833697075,96.2240504923255,121.59095373199476,116.31177490646708,115.3386075949367,119.1439700815405,127.9406918376255,73.58076671420528,126.68354430379746,80.53158804950858,126.7872653862942,102.59974534499153,116.29261239633348,118.27449681795434,111.83331514622435,120.35710536552968,127.52678961152336,75.55042559387026,126.11621562636404,91.53475357479748,124.47086425141859,110.01268786234546,114.36774334351811,120.79417414832892,107.74819947621125,121.85952141029826,125.02127891750327,82.04194550204345,124.57665866433872,102.74135765192874,120.39027717154082,115.95419644708893,108.09766477520733,121.78369108746534,100.88563945875164,121.89311948828357
31,127.78104479074781,73.68791379876329,127.87248848377928,77.01804268546435,112.90149955895325,92.94702979992698,123.73189258061355,109.23032792714787,105.8157894736842,115.32451996882095,125.92443399000294,75.17747614540471,126.54483975301382,82.39640122483968,121.0943840047045,102.50042663508646,116.61962167989807,116.40474922711962,108.2907968244634,119.28127375464686,127.303489169852,75.6923596436105,125.68372047437029,85.72716921434264,124.73380378320103,106.35111489969087,112.36048221111437,118.42671287467225,108.31774968146624,120.67770459091044,125.43805743408801,79.08010930301057,125.76894050769381,94.40231562134919,121.78011369205136,111.69524175094404,110.34068411251593,120.79408063679954,101.75605214152701,121.1590788060162,122.38175046554935,86.51161732150511,123.3578849358032,105.50781635630831,117.21160443006958,117.42909807699898,104.3471527981966,121.87468816086636,95.80829167891797,121.18077190066114
32,127.61671226399163,73.60588385058634,127.12743607930557,74.54690603348216,116.34356739960144,92.51471256773469,120.04603641030837,106.7363548634422,105.8625325092039,114.289350683461,126.58807038875942,74.23665603515992,126.02300131725606,82.33213948075482,121.99550781909683,103.08498540679159,119.10642753402911,116.60660039267489,108.7911980274935,118.72794032934304,125.32002566960516,76.66539347527694,124.51004829938866,93.13433858952756,123.9315026851758,110.0025333224999,110.35494984294255,118.91044026267011,105.38234201371297,120.25121359838823,122.16634579660216,86.7895611856159,123.29810517782957,107.53812739665631,116.14067619144122,116.62165478692225,103.12091735062654,120.46097511931355,95.12905731752626,119.8652982777412,119.66832168068362,101.93234234337962,117.55851656702806,114.7573467632245,108.07893403586989,119.50241413685343,96.03049954402675,119.88973095602954,88.49430877832945,118.6550126085085
33,128.63576158940398,73.9078304432795,129.7246019444836,79.33888112117288,106.22030435395237,93.7140737074297,123.68331689446245,103.68850743387647,93.55805269832324,111.3910275392262,126.77899112300972,76.8696671662425,127.30625616457658,85.88560346236574,120.01077920247992,102.68444137868593,119.08482457376356,114.54191463970216,106.11617584895026,117.04609244747613,124.30914470903198,79.20493031270382,125.38692405241652,92.22738982494883,119.57087501761308,106.52632232531273,110.4672396787375,117.36740913335699,102.80195857404537,118.29630213290618,123.96597153726927,85.86143179691604,123.08397914611808,100.71464938846435,116.43278850218402,112.60819899198808,105.8156263209807,119.85452776943396,96.82908271100465,119.55955740251606,119.82379878822037,94.17309271114908,119.2652529237706,108.38118996952223,111.56833873467663,117.00603471989263,99.03881921938847,120.373289695437,92.14153867831477,119.97045766432633
