CaseID,Feature__GLSZM_SmallZoneEmphasis(IBSI:5QRC),Feature__GLSZM_LargeZoneEmphasis(IBSI:48P8),Feature__GLSZM_LowGrayLevelZoneEmphasis(IBSI:XMSY),Feature__GLSZM_HighGrayLevelZoneEmphasis(IBSI:5GN9),Feature__GLSZM_SmallZoneLowGreyLevelEmphasis(IBSI:5RAI),Feature__GLSZM_SmallZoneHighGreyLevelEmphasis(IBSI:HW1V),Feature__GLSZM_LargeZoneLowGreyLevelEmphasis(IBSI:YH51),Feature__GLSZM_LargeZoneHighGreyLevelEmphasis(IBSI:J17V),Feature__GLSZM_GreyLevelNonUniformity(IBSI:JNSA),Feature__GLSZM_NormalisedGreyLevelNonUniformity(IBSI:Y1RO),Feature__GLSZM_ZoneSizeNonUniformity(IBSI:4JP3),Feature__GLSZM_NormalisedZoneSizeNonUniformity(IBSI:VB3A),Feature__GLSZM_ZonePercentage(IBSI:P30P),Feature__GLSZM_GreyLevelVariance(IBSI:BYLV),Feature__GLSZM_ZoneSizeVariance(IBSI:3NSA),Feature__GLSZM_ZoneSizeEntropy(IBSI:GU8N)
28,0.360002593,844.6894206,0.001943202,956.7833271,0.000705,320.0488084,19.33320046,839802.0719,806.3876636,0.030145333,3923.381009,0.146668449,0.108133236,99.66194008,759.1666823,8.99244047
29,0.5512583,168.4157904,0.002358574,1056.566282,0.001125853,601.3997661,0.397733919,105075.4063,138.3394242,0.023847513,1661.612308,0.286435495,0.229706185,139.9517753,149.463809,8.041069696
30,0.578912039,72.35966981,0.002434771,898.4547956,0.001213282,528.0527849,0.185395477,57326.97209,140.5487421,0.027623574,1595.300708,0.313541806,0.277608031,107.9255345,59.38381591,7.724367854
31,0.591013225,218.2894886,0.00291599,865.323646,0.001467506,535.4184379,1.22881446,66656.3997,136.8282695,0.025821527,1726.046613,0.325730631,0.259678526,129.7973096,203.4599402,7.768972747
32,0.531619596,268.1782714,0.004432667,920.4901997,0.001416445,573.0477663,5.956707079,154733.6194,126.3963039,0.023594606,1419.780287,0.265032721,0.180936941,162.6120143,237.6328927,8.253890434
33,0.613542401,185.9747899,0.004189631,946.692437,0.001576607,642.294591,5.957091598,66128.7577,81.61904762,0.022862478,1245.107563,0.348769625,0.251514725,174.2573139,170.1669267,7.766266967
34,0.566939284,276.1606648,0.002999957,1154.293075,0.001050991,711.4515574,175.4235894,81839.98116,42.07922438,0.02331259,547.0875346,0.303095587,0.226929847,146.43285,256.7421165,7.755710122
35,0.583481139,39.48747592,0.002331011,1218.30973,0.001120086,698.054177,0.195612894,38064.80829,45.49325626,0.0219139,665.7080925,0.320668638,0.327651515,159.6474682,30.17263078,7.679609801
36,0.552030873,64.64328767,0.004306188,1022.116164,0.002143089,570.1207338,0.704453872,58426.49753,41.03506849,0.022484969,526.069589,0.288257309,0.264033565,150.9445506,50.29890966,7.875990384
37,0.731605196,2962.578947,0.003742434,1068.803684,0.002419529,780.961102,2933.960751,29489.82684,42.75052632,0.022500277,941.6621053,0.495611634,0.295765878,167.6348839,2951.14743,7.106327714
38,0.723942973,2154.684715,0.005156619,1010.059222,0.002793762,725.2138206,2128.044343,13860.29103,36.8071066,0.020759789,859.9960519,0.485051355,0.298786653,217.7303935,2143.483178,7.198248191
39,0.591407729,47.85488448,0.002788613,1205.950142,0.0011042,695.2459096,0.234039732,37068.394,53.74584516,0.021785912,804.5079043,0.326107784,0.314347604,161.0124144,37.73490365,7.767365001
40,0.608462497,43.81389452,0.002824764,1054.877282,0.001216131,662.1516263,6.292707594,28736.64858,44.78498986,0.022710441,679.2352941,0.344439804,0.326760563,155.7898294,34.44818406,7.614799186
41,0.581631442,311.9905868,0.004624337,1066.604016,0.001457295,688.6051767,28.17942123,138544.8188,137.8904926,0.021633275,2009.935362,0.315333442,0.190861181,175.936459,284.5391685,8.083624836
42,0.564256478,254.216127,0.002785395,1015.013199,0.00142562,577.044746,151.0487924,43101.15446,109.8653331,0.022657318,1465.411219,0.302208954,0.262221501,147.2010641,239.6728124,7.908765649
43,0.490743772,6167.133946,0.002739451,1140.497001,0.000833,563.531693,6005.571222,149430.1883,63.32786885,0.025321019,592.9264294,0.237075741,0.153775209,133.0374198,6124.844953,8.023337542
44,0.532766086,124.202309,0.002942793,1043.328569,0.001074487,601.9965486,0.676513438,86000.53363,126.6232362,0.023203818,1490.828111,0.273195549,0.231228814,148.6642325,105.4991012,8.096139412
45,0.405781742,534.513986,0.00260712,802.4034299,0.000845,343.986374,9.282306474,236576.5017,367.9442224,0.030631387,2117.436397,0.176276756,0.137610265,91.86940224,481.7061538,8.502078181
46,0.330265303,2015.576717,0.002381537,944.5589809,0.000548,351.5183719,7.213329354,1106309.737,405.2774493,0.028524595,1869.447917,0.131577134,0.083960714,103.1997083,1873.720704,9.100101364
47,0.407716512,426.0657895,0.00242184,784.5572368,0.000775,339.8891624,1.595063647,186810.1911,255.9107895,0.033672472,1344.037632,0.176847057,0.145454545,76.73821314,378.8001645,8.334452337
48,0.469912403,423.4082253,0.002732728,865.7063701,0.000952,438.7127003,35.68192749,136381.5049,335.742571,0.027560546,2655.032014,0.217947136,0.163269135,107.9115005,385.89436,8.389187672
49,0.402066485,417.1497846,0.00208803,1019.095717,0.00068,437.9955238,2.910970101,225425.0857,624.6977275,0.026387502,4156.183999,0.17555901,0.144198908,111.8530211,369.0574285,8.764479655
50,0.499746955,74765.81107,0.004390725,865.2786676,0.001666213,453.0879829,74625.37054,194914.5686,128.5118311,0.023391305,1333.346196,0.242691335,0.119585564,153.1155154,74695.88445,8.258800508
51,0.667052787,2062.75671,0.00418602,1026.423377,0.002195975,666.6447967,1978.979778,29990.21126,48.35064935,0.020931017,951.3341991,0.411832987,0.253511853,181.350926,2047.19693,7.461179211
52,0.607233749,381.8070701,0.003204477,1140.114739,0.001328174,699.6426806,4.429720047,91794.36639,77.87297783,0.023329232,1142.342121,0.342223523,0.243542974,154.6852132,364.947411,7.790729443
53,0.524661798,108.6002004,0.002134369,1319.644289,0.000987,691.7837635,0.338127038,100796.4411,95.20140281,0.023848047,1049.007014,0.262777308,0.240279283,134.8154563,91.27942433,8.087330859
54,0.394949317,1649.005965,0.001641666,1174.58796,0.000519,482.6091223,14.78567024,599758.9053,311.9193356,0.028624331,1788.319996,0.164111223,0.107605561,102.9614423,1562.642399,8.753485106
55,0.31455029,3567.988866,0.003119843,838.575087,0.000754,261.9419407,26.06224496,1068671.403,225.7329158,0.031417246,841.452888,0.117112441,0.076527352,95.68828227,3397.236539,8.97051372
56,0.401940063,851.2151062,0.001552966,1159.430619,0.000671,472.7151394,1.301124848,716617.9929,338.8471079,0.034446184,1619.406018,0.164623973,0.110745849,72.72401238,769.6799159,8.524487838
57,0.345325867,3315.188454,0.001561126,1066.588392,0.000465,402.4228323,13.0526759,1578302.213,530.966977,0.032958844,2112.426071,0.131125144,0.071849077,85.37457241,3121.475968,9.111463457
58,0.329461676,886.6040268,0.003903198,731.1155481,0.001069327,226.4073651,6.207040997,460134.3343,261.1914989,0.029216051,1138.306711,0.127327373,0.096477596,97.38842588,779.1687149,8.948770205
59,0.514855521,150.2529346,0.002029318,1090.181994,0.000952,568.4803852,0.476027148,104291.4714,244.1550475,0.024921409,2480.227723,0.25316196,0.217305474,118.8516352,129.0762159,8.227014828
60,0.5122314,177.1467153,0.00230538,1005.647412,0.001101359,515.467823,0.589046492,114128.5431,236.5498875,0.025350969,2336.351195,0.250385939,0.206969213,115.8807219,153.8020042,8.237413136
61,0.344270431,1283.267562,0.004254403,719.4407025,0.001296498,245.445973,28.42718749,424728.8024,278.967562,0.028818963,1298.758058,0.134169221,0.098438008,95.80359504,1180.06883,8.935304744
62,0.499706819,120.6287156,0.002248246,1355.813236,0.000969,677.764201,0.313801134,113685.3144,85.04430735,0.023848656,860.0336511,0.24117601,0.218371096,137.1258902,99.65817189,8.192621099
63,0.364486943,574.2012526,0.004557359,787.0947808,0.00106999,273.5943463,2.770263181,291504.2084,68.2776618,0.028508418,349.4835073,0.145922132,0.113399621,106.6147313,496.4375748,8.486661639
64,0.428858034,286.0736407,0.00592988,571.0701996,0.001827433,231.8339077,2.067811643,118028.6573,48.16173434,0.03314641,272.3888507,0.187466518,0.151433038,78.89001989,242.4663877,7.845718594
65,0.480086254,123.8463488,0.002544121,1116.448159,0.001049734,543.9408681,0.448137133,82556.48678,186.2605914,0.022481665,1888.798189,0.227978055,0.220199336,156.4057963,103.2225819,8.409589537
66,0.42544939,524.7360936,0.004265015,795.0210177,0.001316235,371.1104758,10.89926283,143866.0801,163.8770544,0.025897132,1174.325221,0.185576046,0.144613556,121.68905,476.9191308,8.578956702
67,0.303602551,2491.441765,0.004794809,759.5654182,0.00094,218.9746467,101.196608,1392277.089,62.56080041,0.032098923,204.2775782,0.104811482,0.057485842,96.9718578,2188.835301,8.781508579
68,0.341791019,1950.133309,0.00184377,1660.650947,0.000428,567.3660004,4.276093818,1618067.314,78.29446714,0.029073326,338.0969179,0.125546572,0.077731274,129.1479165,1784.629335,8.695941112
69,0.408477055,1436.678068,0.006303049,908.6804178,0.001502328,380.780882,881.8737782,303351.2193,94.45953003,0.024663063,649.4663185,0.169573451,0.112037443,136.4790325,1357.011956,8.647591684
70,0.606189281,83.47774055,0.002279257,1299.22786,0.000916,806.9425112,0.183892069,93608.43274,54.535663,0.02610611,713.0248923,0.341323548,0.278644791,123.7129668,70.5982661,7.565607754
71,0.604238357,52.0726909,0.004154362,947.6495498,0.002259766,575.2202479,0.521984712,42293.2094,73.67155719,0.024565374,1020.538513,0.340292935,0.317287347,137.4983923,42.13936934,7.672583181
72,0.627271959,31.34435262,0.001834559,1437.863243,0.001021574,898.5012015,0.075924563,41830.44116,111.0456513,0.021850778,1854.038174,0.364824513,0.358139535,159.9484658,23.54792826,7.737326556
73,0.615499374,48.09571645,0.002944999,1298.7174,0.001547415,784.4482804,0.149620007,46349.23086,116.0689917,0.02199943,1855.989007,0.351779569,0.334877817,157.0178557,39.17854245,7.791498244
74,0.600073857,85.36418325,0.001988313,1086.67731,0.00106914,670.4368445,0.165856314,69617.43838,178.2355391,0.027492756,2174.324078,0.335388567,0.279054752,107.9999649,72.52252361,7.709714523
75,0.61708475,69.74263039,0.003074909,1120.247166,0.001774083,700.8155152,0.247108275,51961.97128,119.766062,0.022631531,1873.172336,0.353963026,0.320261438,150.9109492,59.99294276,7.782182768
76,0.431092229,721.1566009,0.001559063,1030.128781,0.00066,466.9696681,2.855137131,329599.7902,647.7886697,0.032766245,3710.656753,0.187691287,0.137919969,79.82419708,668.5856661,8.494024992
77,0.416739604,947.8103528,0.001756733,950.4119207,0.000662,414.5175786,5.657239543,397590.2775,548.9943509,0.031645974,3102.497579,0.17883892,0.12281596,78.99159434,881.5138859,8.570240923
78,0.55342049,147.9277221,0.001942404,984.8432991,0.000971,573.9281011,0.601947302,71935.22234,658.7958614,0.027878459,6832.626931,0.28913829,0.244830087,104.4233292,131.2448651,7.993504112
79,0.514951821,191.9477096,0.001352393,1116.638063,0.000655,590.7955122,0.600442882,116725.1452,763.2505965,0.03035035,6398.873708,0.254448613,0.218395297,83.80854953,170.981813,8.039445202
80,0.475377844,206.0926239,0.001734635,975.1877188,0.000793,476.4457584,0.756455724,124434.4461,745.6132367,0.030707682,5404.450434,0.222579401,0.198242993,83.02118165,180.6475152,8.21693846
81,0.46353283,799.8118284,0.001913007,996.3230541,0.000768,505.9682127,2.1742541,542326.6357,672.8382982,0.029389285,4819.661309,0.210520718,0.136708347,100.4904908,746.3049103,8.526482661
82,0.454328104,986.5472378,0.001851206,983.2640759,0.000721,492.6477267,3.368317448,526083.4232,569.0234334,0.030167715,3829.2724,0.203015184,0.124421167,97.62578779,921.9503697,8.54203473
83,0.558256672,151.6363909,0.001673825,1349.126898,0.000729,780.4548751,0.418437791,144434.2002,234.2368106,0.023404957,2948.455236,0.294609836,0.22942026,140.5641915,132.6371406,8.121058347
84,0.473117103,309.72375,0.001187599,1282.559911,0.000525,595.2556129,0.393939061,321647.9984,335.4519643,0.029951068,2480.878571,0.221507015,0.171600172,91.53969687,275.7639937,8.271111713
85,0.517946068,211.5711983,0.002065941,1034.750672,0.000874,557.9251022,0.662857435,142941.1535,306.4135769,0.02744166,2846.302705,0.254907998,0.194326488,103.380417,185.0900998,8.206569133
86,0.566378989,97.98268975,0.001357535,1132.907656,0.00073,646.7626949,0.192125044,86159.53782,932.3194407,0.031035933,9057.586352,0.301517522,0.270923521,83.01822504,84.3586288,7.782200153
87,0.44196258,634.2941874,0.001458322,1047.678738,0.000608,482.4943132,1.22189078,445515.1137,470.8139697,0.032852834,2788.06622,0.194547919,0.133914555,75.29739117,578.531405,8.401319856
88,0.380025792,1010.723282,0.003023707,872.5151549,0.000772,344.4692801,197.494906,328194.3778,261.5044903,0.029356139,1394.977548,0.156598288,0.126413782,93.79317485,948.1467998,8.644955917
89,0.432896647,803.612232,0.001959134,1080.687474,0.000633,502.8134344,6.796628702,420161.7554,261.8081127,0.027512412,1797.99958,0.188944891,0.122698437,105.2215027,737.1887043,8.572063934
90,0.474579633,988.3972868,0.002457722,1039.01615,0.000813,505.0809233,308.7675832,327749.2318,246.9392765,0.026586916,2062.552326,0.222066357,0.147540984,109.238958,942.4590152,8.335138525
91,0.601484544,48.50147742,0.004121042,796.3140566,0.002190925,490.7032409,0.374314773,24184.81807,61.08611228,0.025785611,801.407767,0.338289475,0.32363388,122.5072937,38.95392523,7.5339158
92,0.596235915,40.4733248,0.004550616,943.5847204,0.002333509,587.9595564,0.290253471,24498.26547,52.43576611,0.022379755,775.5189927,0.330994022,0.329119258,163.4757406,31.24137554,7.746012094
93,0.661733873,140.2132911,0.003599514,1021.39019,0.001490676,674.698281,4.293089659,23614.36329,72.69810127,0.023005728,1280.473418,0.405213107,0.345581802,147.2336003,131.8399599,7.391623792
94,0.533522702,1271.794161,0.003979981,1028.029193,0.001730081,554.7297853,862.1274174,105053.3122,72.96544534,0.021735313,907.1376229,0.270222706,0.177253287,168.1089461,1239.966011,8.129459407
95,0.44281592,1183.038229,0.008521836,794.9647887,0.003706008,382.6227305,31.28027304,107130.3149,26.65593561,0.026816837,199.6619718,0.200867175,0.124561404,160.9283356,1118.586732,7.948071165
96,0.413861065,569.9948927,0.005967366,698.8244808,0.001956572,309.7565692,8.672403244,220600.0255,148.174668,0.025225514,1043.500851,0.177647404,0.140117361,145.9021619,519.0599171,8.650824839
97,0.630565639,78.09106239,0.003951205,1083.808179,0.001521196,692.3721179,19.94769323,26692.66358,52.92495784,0.022312377,875.539629,0.369114515,0.334178642,165.8867882,69.13653601,7.557004185
98,0.611264076,82.04269569,0.005527727,966.8886563,0.002450473,599.2834353,3.479612136,19227.38761,56.54876517,0.023670475,835.3373797,0.349659849,0.339346591,141.8838667,73.35883158,7.511169139
99,0.514891014,164.1691719,0.003201873,1038.874009,0.001257449,581.6216015,1.019679657,101277.9973,94.2987155,0.025771718,922.8054113,0.252201534,0.203787246,122.5668598,140.0897531,8.095944256
100,0.58221029,7700.027818,0.003569319,919.1973341,0.001857364,553.2041936,7621.75143,39229.89655,82.21703854,0.02382412,1096.262243,0.317665095,0.205956075,150.0231246,7676.452868,7.7780801
101,0.532254836,106.7315406,0.00177049,1185.884686,0.000841,640.5402089,0.176720284,103678.7411,117.9316317,0.026875942,1190.528259,0.271314553,0.250972318,107.4478241,90.85527489,7.889096717
102,0.584518388,85.78274017,0.002141494,1006.360316,0.001262596,628.0634598,0.197992376,56656.96581,116.9418469,0.027202104,1375.249826,0.319899936,0.274205894,108.3271401,72.48289975,7.68090352
103,0.626412556,51.52889972,0.00226714,1211.282556,0.001383457,779.1465301,0.077453325,49627.58148,151.3147632,0.026343099,2089.685585,0.363803201,0.333255976,117.8082618,42.52472096,7.603456524
104,0.454211625,260.7522469,0.002245244,792.5916717,0.00099,369.3001637,0.731368369,148901.7575,227.7552427,0.034115525,1370.663271,0.205312054,0.175287507,88.99141268,228.2062131,8.162708748
105,0.324301157,1937.669681,0.006677666,476.5090439,0.001760896,165.3942122,37.68894073,266654.5347,151.8608958,0.032700451,574.8006029,0.12377274,0.089749536,82.78910856,1813.522869,8.750550931
106,0.339149153,1018.54313,0.005043931,535.9811244,0.001367753,190.5623971,9.141913291,335506.0641,158.1670388,0.032102098,651.7952101,0.132290483,0.098343313,87.98055458,915.1455609,8.678479525
107,0.381086521,811.1225391,0.00380121,823.6855566,0.001245229,320.9354223,6.740940107,305455.1025,143.5799448,0.026417653,845.4938362,0.155564643,0.118149605,128.3275788,739.4858594,8.693421309
108,0.571143939,147.2849372,0.005783767,915.5171548,0.002435021,556.2962153,1.550269231,144092.0285,50.12217573,0.020971622,728.0552301,0.304625619,0.245960687,203.1409534,130.755099,7.952368559
109,0.542537868,232.6206121,0.002037055,1109.791179,0.000936,606.6622121,1.378048357,97515.38906,107.9063906,0.024281366,1230.882988,0.27697637,0.205076142,128.9908557,208.8429187,8.053402053
110,0.508559538,386.9428535,0.002037503,974.7420059,0.000929,508.9317239,91.04477835,110844.629,214.4673173,0.027541713,1939.226018,0.249033777,0.194675,103.6924773,360.5564844,8.097943536
111,0.554404753,183.9288909,0.002962887,863.638376,0.001380577,504.9997466,8.407679563,42236.203,228.6118821,0.026219966,2526.653171,0.289787036,0.242990915,116.190746,166.9925367,7.951252738
112,0.407357236,3228.37604,0.004913149,890.850661,0.001254084,401.9228262,61.00799221,286891.9199,146.0687123,0.023840168,1053.752081,0.171984998,0.114190398,149.7173527,3151.685672,8.774099712
113,0.5497478,202.8710801,0.00202199,1096.504202,0.000924,610.3007118,1.277291239,79705.13507,120.0899775,0.024613646,1384.27977,0.283722027,0.219774775,124.378519,182.1675543,8.002712712
114,0.605681613,83.84421809,0.001942673,1100.35725,0.00105597,683.1440965,0.303036601,50127.69353,158.9242061,0.023805303,2277.743559,0.341183876,0.297266008,138.7906595,72.52778659,7.794137173
115,0.52885977,53.58718331,0.003264585,1033.941381,0.001322129,582.040368,0.382543896,31888.75609,44.14754098,0.021931218,541.7203179,0.269110938,0.286956522,163.9697989,41.44301435,7.93508962
116,0.496405771,132.6876118,0.003198299,903.2929338,0.001262989,467.0154751,1.064770162,75926.82849,129.0111807,0.028848654,1064.402952,0.238014971,0.206282578,102.2966154,109.1872309,8.073450693
117,0.309771419,1236.78725,0.003103144,734.6123891,0.000835,215.9388186,277.0298271,588565.4783,233.1662908,0.035057328,807.7541723,0.12144853,0.088566635,67.67458078,1109.302066,8.809673383
118,0.293753524,831.267024,0.00204708,957.2539407,0.000454,292.5773769,1.616972842,685738.511,203.2544136,0.032038842,729.7392812,0.11502826,0.089362182,86.56677992,706.0416105,8.999408266
119,0.494950662,124.6201661,0.001700055,1139.16692,0.000763,556.071485,0.254060025,129995.4256,297.7921765,0.026595711,2658.794231,0.237455946,0.212951693,107.9293838,102.5686828,8.255147081
120,0.493434687,131.7634163,0.001728371,1129.998053,0.000778,549.0737654,0.315656285,114886.8269,316.3335026,0.026776156,2791.121551,0.236255422,0.215485636,104.6595426,110.2275003,8.252842014
121,0.420648421,1635.547771,0.001284708,1463.339172,0.000418,662.4609189,4.472527306,937488.5667,168.6220807,0.029834055,1011.718684,0.17900189,0.103824534,101.5176351,1542.779381,8.565288265
122,0.447719075,824.8993303,0.001362249,1361.574299,0.000448,656.6929523,100.3504312,458811.3926,269.1758058,0.028168251,1897.231059,0.198538202,0.127678905,101.7997668,763.5567983,8.519103328
123,0.548522256,173.4795539,0.003645007,827.2072491,0.001800463,461.4579871,0.622726394,76592.94749,55.44423792,0.025764051,612.5724907,0.284652644,0.233862204,131.7381981,155.1951872,7.805080388
124,0.478216262,369.0603685,0.001667339,1169.878871,0.000731,554.7432859,0.542970603,404251.8497,138.2050176,0.0270884,1123.765582,0.220259816,0.153379028,104.5256485,326.5526265,8.350253074
125,0.400276581,1009.639113,0.002421464,982.5550655,0.000803,389.8767966,41.52601431,360788.3521,210.7802419,0.02656001,1333.854587,0.168076435,0.122435126,108.7105095,942.9295746,8.679566908
126,0.480779009,468.1599892,0.002429567,905.3703953,0.001050156,453.7414935,1.325569914,267159.1815,203.4923366,0.027358475,1672.248185,0.224824978,0.164922395,105.2442141,431.3944673,8.271164842
127,0.423978888,776.9414764,0.002660033,885.0369111,0.000905,389.4929284,57.54049273,342686.626,223.1279747,0.027091789,1518.120204,0.184327368,0.128707611,110.0675786,716.5755953,8.591505636
128,0.462116383,215.9564611,0.001740836,1246.433994,0.000867,552.4395108,0.323397922,253161.1609,177.3603126,0.024750253,1514.428412,0.211335251,0.176519854,123.0336853,183.8632716,8.460952811
129,0.401767613,772.0262062,0.002744133,926.2063434,0.000846,393.1886545,6.927677243,386157.8799,219.6333578,0.026896076,1387.200588,0.169875164,0.120563397,118.9046986,703.2292779,8.735566806
130,0.483495582,153.9903311,0.003148311,838.2160367,0.001373843,424.9814369,0.773683392,88547.06544,257.2334212,0.025122905,2349.778982,0.229493015,0.213932011,123.1406962,132.1404815,8.301315521
131,0.511976265,166.2131952,0.001805451,970.3523642,0.000832,521.4396624,0.507734115,94898.29786,324.2960118,0.030007959,2730.700194,0.252678837,0.221273546,90.75543314,145.7891855,7.985425809
132,0.561887103,77.73271398,0.002084674,894.4792111,0.001126305,510.7881467,0.201570849,50988.31244,378.9176058,0.028854524,3898.118946,0.296841223,0.271412037,90.30415273,64.15765295,7.808325575
